train/ent_coef_loss,eval/mean_reward,eval/mean_ep_length,train/actor_loss,train/n_updates,train/learning_rate,train/critic_loss,time/total_timesteps,train/ent_coef,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/episodes
0.21583056449890137,103.1452514,500.0,-9.13167667388916,199899,0.0003,0.045621320605278015,200000,0.003485544351860881,,,,,
,,,,,,,200000,,11,17556,500.0,69.87802191,400
1.2488656044006348,130.3279496,500.0,-8.540382385253906,200399,0.0003,0.039371468126773834,200500,0.003445179434493184,,,,,
0.24107342958450317,95.88532599999999,500.0,-8.812514305114746,200899,0.0003,0.12238010764122009,201000,0.003351486288011074,,,,,
-1.110297441482544,158.1313446,500.0,-9.106033325195312,201399,0.0003,0.05181451141834259,201500,0.0033835286740213633,,,,,
3.8517050743103027,106.4625168,500.0,-9.063751220703125,201899,0.0003,0.77782142162323,202000,0.0034423305187374353,,,,,
,,,,,,,202000,,11,17736,500.0,71.68966114,404
-0.7064855098724365,83.8291224,500.0,-9.284904479980469,202399,0.0003,0.06387689709663391,202500,0.0034131212159991264,,,,,
-2.195736885070801,172.9282384,500.0,-9.111492156982422,202899,0.0003,0.042562179267406464,203000,0.0034138194750994444,,,,,
-0.3159027099609375,97.5394958,500.0,-9.134017944335938,203399,0.0003,0.04299493134021759,203500,0.0033935741521418095,,,,,
1.4119864702224731,77.2141504,500.0,-9.412881851196289,203899,0.0003,0.04581267386674881,204000,0.00346564338542521,,,,,
,,,,,,,204000,,11,17918,500.0,74.98229004,408
2.439849615097046,137.3927874,500.0,-9.706846237182617,204399,0.0003,0.04773125797510147,204500,0.003594020614400506,,,,,
-3.4864134788513184,142.3300186,500.0,-9.20193862915039,204899,0.0003,0.05615721270442009,205000,0.0036213623825460672,,,,,
-1.931859016418457,111.52483400000001,500.0,-9.603108406066895,205399,0.0003,0.05007906258106232,205500,0.0037446338683366776,,,,,
1.4741140604019165,116.974019,500.0,-9.760656356811523,205899,0.0003,0.07880043983459473,206000,0.0036552182864397764,,,,,
,,,,,,,206000,,11,18099,500.0,78.69315797,412
4.979162693023682,135.2186584,500.0,-9.91998291015625,206399,0.0003,0.04661157727241516,206500,0.0037090724799782038,,,,,
1.7246060371398926,155.56372240000002,500.0,-9.440473556518555,206899,0.0003,0.05315007269382477,207000,0.003798847086727619,,,,,
0.17441797256469727,75.6038164,500.0,-9.797685623168945,207399,0.0003,0.05933806300163269,207500,0.003783188760280609,,,,,
2.0371265411376953,158.0058184,500.0,-9.908601760864258,207899,0.0003,0.10298171639442444,208000,0.003872136352583766,,,,,
,,,,,,,208000,,11,18278,500.0,78.95369675,416
1.802696704864502,119.1470822,500.0,-10.328357696533203,208399,0.0003,0.05094895511865616,208500,0.0037754199001938105,,,,,
0.6095640659332275,143.0531444,500.0,-10.199949264526367,208899,0.0003,0.0676255077123642,209000,0.0039098686538636684,,,,,
-1.4586334228515625,72.63584900000001,500.0,-10.845386505126953,209399,0.0003,0.06194598227739334,209500,0.003990923520177603,,,,,
0.22049275040626526,117.91909820000001,500.0,-10.176762580871582,209899,0.0003,0.04972343146800995,210000,0.003922221250832081,,,,,
,,,,,,,210000,,11,18457,500.0,81.58836915,420
-2.08467960357666,101.9635456,500.0,-10.66529655456543,210399,0.0003,0.05398194491863251,210500,0.003917843569070101,,,,,
-1.7404983043670654,133.76221299999997,500.0,-10.302774429321289,210899,0.0003,0.753874659538269,211000,0.004080896731466055,,,,,
-2.9678163528442383,89.5447652,500.0,-10.415444374084473,211399,0.0003,0.05408856272697449,211500,0.003919495269656181,,,,,
0.24950045347213745,134.4796542,500.0,-9.961414337158203,211899,0.0003,0.07791373133659363,212000,0.004096747376024723,,,,,
,,,,,,,212000,,11,18639,500.0,83.59813175000001,424
-5.639438152313232,86.20640840000002,500.0,-10.753358840942383,212399,0.0003,0.0760650560259819,212500,0.004012716934084892,,,,,
-1.0030744075775146,179.2791188,500.0,-11.133220672607422,212899,0.0003,0.050732001662254333,213000,0.004045859444886446,,,,,
1.3676984310150146,141.7327816,500.0,-10.429388046264648,213399,0.0003,0.11579453945159912,213500,0.004074557684361935,,,,,
1.7010102272033691,135.6356632,500.0,-10.845702171325684,213899,0.0003,0.057601962238550186,214000,0.004075035918504,,,,,
,,,,,,,214000,,11,18820,500.0,85.14082135000001,428
3.679546356201172,89.69070560000002,500.0,-11.036815643310547,214399,0.0003,0.06824710220098495,214500,0.003977724816650152,,,,,
-3.0947046279907227,140.23576199999997,500.0,-11.095738410949707,214899,0.0003,0.07216818630695343,215000,0.004096983466297388,,,,,
-1.5913218259811401,159.14954619999997,500.0,-10.787518501281738,215399,0.0003,0.20269110798835754,215500,0.004077737685292959,,,,,
3.3429412841796875,148.2740074,500.0,-10.962371826171875,215899,0.0003,0.06602904200553894,216000,0.004250773694366217,,,,,
,,,,,,,216000,,11,19003,500.0,88.46982151,432
-1.4448240995407104,61.57455699999999,500.0,-10.827991485595703,216399,0.0003,0.06684494763612747,216500,0.004117919132113457,,,,,
0.07513904571533203,76.7234516,500.0,-11.024253845214844,216899,0.0003,0.06770885735750198,217000,0.004055635072290897,,,,,
3.6168811321258545,169.6263144,500.0,-11.206347465515137,217399,0.0003,2.154099941253662,217500,0.004219311289489269,,,,,
-0.059221863746643066,110.3346562,500.0,-11.662490844726562,217899,0.0003,0.12756699323654175,218000,0.004284887108951807,,,,,
,,,,,,,218000,,11,19182,500.0,87.73257061,436
-0.08506935834884644,72.456377,500.0,-12.173868179321289,218399,0.0003,0.08327686786651611,218500,0.004222801420837641,,,,,
1.2367018461227417,109.1282506,500.0,-11.624451637268066,218899,0.0003,0.09445080906152725,219000,0.004345092456787825,,,,,
-0.7550443410873413,145.73505400000002,500.0,-11.529284477233887,219399,0.0003,0.0873398631811142,219500,0.004384875297546387,,,,,
-2.5356411933898926,147.5132812,500.0,-11.658002853393555,219899,0.0003,0.06599535048007965,220000,0.004356469493359327,,,,,
,,,,,,,220000,,11,19362,500.0,87.33063039000001,440
-1.0929993391036987,140.5234504,500.0,-11.674670219421387,220399,0.0003,0.1936442106962204,220500,0.004200499504804611,,,,,
0.13108474016189575,156.81216120000002,500.0,-11.718917846679688,220899,0.0003,0.06375792622566223,221000,0.004280174151062965,,,,,
1.499265432357788,145.606108,500.0,-11.532485961914062,221399,0.0003,0.09306813776493073,221500,0.004472005646675825,,,,,
-0.6839834451675415,150.6037288,500.0,-12.032770156860352,221899,0.0003,0.07916946709156036,222000,0.004332141485065222,,,,,
,,,,,,,222000,,11,19545,500.0,88.98003678,444
-3.339047908782959,106.9894674,500.0,-12.693699836730957,222399,0.0003,0.06901425123214722,222500,0.004334577359259129,,,,,
1.0164527893066406,116.60910000000001,500.0,-12.216177940368652,222899,0.0003,0.08632133901119232,223000,0.004459246527403593,,,,,
-0.2924572229385376,141.277478,500.0,-11.884698867797852,223399,0.0003,0.07663647830486298,223500,0.0044384971261024475,,,,,
0.8556626439094543,161.7927952,500.0,-12.255870819091797,223899,0.0003,0.06523813307285309,224000,0.004414580296725035,,,,,
,,,,,,,224000,,11,19726,500.0,90.7872441,448
0.0919664204120636,140.170174,500.0,-12.12685775756836,224399,0.0003,0.07500156760215759,224500,0.004455244168639183,,,,,
0.25072145462036133,140.87339939999998,500.0,-12.394237518310547,224899,0.0003,0.10156065970659256,225000,0.004532989114522934,,,,,
0.9853626489639282,125.9299116,500.0,-11.937661170959473,225399,0.0003,0.08825623989105225,225500,0.0044283876195549965,,,,,
-1.157923936843872,146.1117746,500.0,-12.395357131958008,225899,0.0003,0.38680338859558105,226000,0.004415982402861118,,,,,
,,,,,,,226000,,11,19910,500.0,91.58960464000002,452
3.121786594390869,126.6561524,500.0,-12.620841026306152,226399,0.0003,0.1143711507320404,226500,0.004408025648444891,,,,,
2.814790964126587,133.60861560000004,500.0,-12.100617408752441,226899,0.0003,1.5573885440826416,227000,0.004480286967009306,,,,,
-1.7553176879882812,123.98600959999999,500.0,-13.114665031433105,227399,0.0003,0.07634101063013077,227500,0.004431854467839003,,,,,
0.7514606714248657,128.63666719999998,500.0,-12.211555480957031,227899,0.0003,0.08566229790449142,228000,0.004556614905595779,,,,,
,,,,,,,228000,,11,20094,500.0,92.94834515999999,456
6.082944393157959,117.98218419999998,500.0,-12.076379776000977,228399,0.0003,0.07927107065916061,228500,0.004526414442807436,,,,,
1.530099868774414,94.49381819999999,500.0,-12.873964309692383,228899,0.0003,0.09768392145633698,229000,0.004539179150015116,,,,,
-3.1772994995117188,92.0872168,500.0,-12.782750129699707,229399,0.0003,0.08928527683019638,229500,0.004642842803150415,,,,,
0.6074984073638916,169.2805556,500.0,-12.071938514709473,229899,0.0003,0.15473437309265137,230000,0.0046107047237455845,,,,,
,,,,,,,230000,,11,20277,500.0,94.40460711,460
-1.6550939083099365,146.54012919999997,500.0,-13.01551628112793,230399,0.0003,0.10413634777069092,230500,0.004562824498862028,,,,,
0.9959719181060791,131.19766420000002,500.0,-12.571432113647461,230899,0.0003,0.5193355679512024,231000,0.004525764845311642,,,,,
1.7036608457565308,166.08678679999997,500.0,-12.903904914855957,231399,0.0003,1.6183602809906006,231500,0.004625994712114334,,,,,
-0.9318678379058838,128.49404239999998,500.0,-13.128329277038574,231899,0.0003,0.0891428291797638,232000,0.004584574606269598,,,,,
,,,,,,,232000,,11,20461,500.0,93.91676387,464
-1.1239413022994995,172.25325,500.0,-13.019065856933594,232399,0.0003,0.164334237575531,232500,0.004605695139616728,,,,,
0.4512676000595093,115.66074760000001,500.0,-13.012548446655273,232899,0.0003,0.28912344574928284,233000,0.004659185651689768,,,,,
1.6706645488739014,100.403251,500.0,-13.188552856445312,233399,0.0003,0.5966063737869263,233500,0.004607460927218199,,,,,
-1.26976478099823,118.75350220000003,500.0,-12.803258895874023,233899,0.0003,0.08149582147598267,234000,0.004682629834860563,,,,,
,,,,,,,234000,,11,20645,500.0,95.72884185,468
-3.0356192588806152,104.00705420000001,500.0,-12.456901550292969,234399,0.0003,0.5439943075180054,234500,0.0046219597570598125,,,,,
1.2979516983032227,151.1660278,500.0,-12.715131759643555,234899,0.0003,0.09783384203910828,235000,0.004589576739817858,,,,,
-0.7793233394622803,117.506318,500.0,-13.51936149597168,235399,0.0003,0.0791688933968544,235500,0.004777922295033932,,,,,
-1.1163140535354614,119.71752940000002,500.0,-13.397451400756836,235899,0.0003,0.8536087274551392,236000,0.00472599919885397,,,,,
,,,,,,,236000,,11,20828,500.0,95.24129378000002,472
2.4855995178222656,128.46308359999998,500.0,-12.85897445678711,236399,0.0003,0.1498354822397232,236500,0.00480224983766675,,,,,
1.3802531957626343,133.348444,500.0,-13.062532424926758,236899,0.0003,0.102810800075531,237000,0.0048945569433271885,,,,,
1.374682903289795,115.04475240000002,500.0,-13.462944030761719,237399,0.0003,0.11612479388713837,237500,0.004993359558284283,,,,,
0.01891690492630005,123.6057248,500.0,-13.617788314819336,237899,0.0003,0.12663109600543976,238000,0.004905690439045429,,,,,
,,,,,,,238000,,11,21011,500.0,96.25156063,476
1.687492847442627,101.3107118,500.0,-13.080198287963867,238399,0.0003,0.4143196940422058,238500,0.0048589035868644714,,,,,
1.6131565570831299,126.31687459999998,500.0,-14.178254127502441,238899,0.0003,2.0437893867492676,239000,0.0048479363322257996,,,,,
0.08649814128875732,154.63560739999997,500.0,-14.107013702392578,239399,0.0003,0.13641977310180664,239500,0.004983542952686548,,,,,
1.8043078184127808,121.2653508,500.0,-13.162467956542969,239899,0.0003,0.09766636043787003,240000,0.00508109712973237,,,,,
,,,,,,,240000,,11,21195,500.0,95.16413646999999,480
0.4033036231994629,155.84369220000002,500.0,-14.142770767211914,240399,0.0003,0.1161152720451355,240500,0.005114562809467316,,,,,
-3.6134233474731445,155.55130000000003,500.0,-14.405582427978516,240899,0.0003,0.10307824611663818,241000,0.004943520296365023,,,,,
0.28414595127105713,76.3741532,500.0,-14.192459106445312,241399,0.0003,0.15346215665340424,241500,0.004938895348459482,,,,,
-0.875747799873352,147.4212934,500.0,-13.976104736328125,241899,0.0003,0.12093373388051987,242000,0.004997632931917906,,,,,
,,,,,,,242000,,11,21378,500.0,96.9586895,484
0.9749550819396973,110.578901,500.0,-14.313521385192871,242399,0.0003,0.13508352637290955,242500,0.00493369298055768,,,,,
0.3505648672580719,146.37420000000003,500.0,-14.087259292602539,242899,0.0003,0.12536992132663727,243000,0.005051836837083101,,,,,
-0.26610589027404785,131.3850782,500.0,-14.016989707946777,243399,0.0003,0.3567940592765808,243500,0.005071468185633421,,,,,
0.9156031608581543,139.3426216,500.0,-14.419137954711914,243899,0.0003,0.1537824273109436,244000,0.004902206361293793,,,,,
,,,,,,,244000,,11,21559,500.0,96.46159118,488
2.3418500423431396,142.578639,500.0,-14.152103424072266,244399,0.0003,0.15599152445793152,244500,0.005054554436355829,,,,,
4.639340877532959,107.20440599999999,500.0,-14.572547912597656,244899,0.0003,0.1128702163696289,245000,0.0050260405987501144,,,,,
3.412787437438965,139.9718112,500.0,-14.584253311157227,245399,0.0003,0.12002290040254593,245500,0.0049805184826254845,,,,,
-1.590283751487732,87.641245,500.0,-14.475711822509766,245899,0.0003,0.16224916279315948,246000,0.005164732225239277,,,,,
,,,,,,,246000,,11,21740,500.0,94.65348433999998,492
2.0848658084869385,103.7099692,500.0,-14.64244270324707,246399,0.0003,0.11275513470172882,246500,0.004967978224158287,,,,,
1.1065961122512817,104.5865092,500.0,-14.369964599609375,246899,0.0003,0.10400784760713577,247000,0.005070494022220373,,,,,
0.08022016286849976,125.5539282,500.0,-14.445478439331055,247399,0.0003,0.11812767386436462,247500,0.005091696511954069,,,,,
-1.6873241662979126,105.79732879999999,500.0,-14.781587600708008,247899,0.0003,0.6170179843902588,248000,0.005160207860171795,,,,,
,,,,,,,248000,,11,21921,500.0,96.51117236,496
0.8978589773178101,92.56327259999999,500.0,-14.313279151916504,248399,0.0003,0.10308892279863358,248500,0.004848061595112085,,,,,
-2.2382397651672363,133.7387854,500.0,-14.318767547607422,248899,0.0003,0.11242784559726715,249000,0.005093760788440704,,,,,
2.419567584991455,136.7616782,500.0,-14.737032890319824,249399,0.0003,0.11882874369621277,249500,0.0049896989949047565,,,,,
-1.7646117210388184,125.1374448,500.0,-15.127185821533203,249899,0.0003,1.0403028726577759,250000,0.005106971599161625,,,,,
,,,,,,,250000,,11,22104,500.0,97.48754564,500
-0.8716731071472168,130.62068799999997,500.0,-14.390851020812988,250399,0.0003,0.11758527904748917,250500,0.00504719652235508,,,,,
-3.6218461990356445,122.3176152,500.0,-15.07191276550293,250899,0.0003,0.16419890522956848,251000,0.005020167678594589,,,,,
1.5823917388916016,112.85876699999999,500.0,-14.28836441040039,251399,0.0003,0.12540341913700104,251500,0.005019224714487791,,,,,
0.6138079166412354,133.6958648,500.0,-15.054401397705078,251899,0.0003,3.337113857269287,252000,0.005074821412563324,,,,,
,,,,,,,252000,,11,22287,500.0,99.39857034999999,504
0.6924213767051697,98.0982216,500.0,-14.997617721557617,252399,0.0003,0.29701727628707886,252500,0.004968591965734959,,,,,
0.3855692744255066,120.8465962,500.0,-14.494646072387695,252899,0.0003,1.4381091594696045,253000,0.005035254638642073,,,,,
3.0366835594177246,106.80300240000001,500.0,-14.795570373535156,253399,0.0003,0.46394413709640503,253500,0.004935394506901503,,,,,
0.08404073119163513,94.2115142,500.0,-15.438285827636719,253899,0.0003,0.684746265411377,254000,0.004962684120982885,,,,,
,,,,,,,254000,,11,22468,500.0,101.09386920000001,508
0.24123510718345642,134.2638646,500.0,-15.1930570602417,254399,0.0003,0.15909039974212646,254500,0.005027495324611664,,,,,
2.84159255027771,88.5699884,500.0,-14.97902774810791,254899,0.0003,1.8356602191925049,255000,0.005046703387051821,,,,,
2.0148558616638184,83.66756000000001,500.0,-14.637758255004883,255399,0.0003,0.15747208893299103,255500,0.005050497595220804,,,,,
1.5589518547058105,117.4016312,500.0,-14.97703742980957,255899,0.0003,0.17491263151168823,256000,0.005133706610649824,,,,,
,,,,,,,256000,,11,22648,500.0,101.29585998,512
0.5491485595703125,78.8789914,500.0,-14.677581787109375,256399,0.0003,1.7579940557479858,256500,0.005058897193521261,,,,,
-1.5913864374160767,106.5201592,500.0,-15.62118911743164,256899,0.0003,0.22679764032363892,257000,0.005321398377418518,,,,,
-1.8193081617355347,94.6648168,500.0,-14.926074028015137,257399,0.0003,0.13941191136837006,257500,0.005260977894067764,,,,,
-0.49386030435562134,86.8314336,500.0,-15.352560043334961,257899,0.0003,0.1271013766527176,258000,0.0050821369513869286,,,,,
,,,,,,,258000,,11,22824,500.0,102.41367221000002,516
-1.511293649673462,132.813394,500.0,-15.34421157836914,258399,0.0003,0.1582886427640915,258500,0.004922852851450443,,,,,
-2.693495988845825,49.9676386,500.0,-16.21844482421875,258899,0.0003,2.5336108207702637,259000,0.005003052297979593,,,,,
2.1065986156463623,152.9959478,500.0,-15.628093719482422,259399,0.0003,0.6776435375213623,259500,0.005286023020744324,,,,,
-3.68569278717041,145.2448672,500.0,-15.691282272338867,259899,0.0003,0.14053185284137726,260000,0.005347182974219322,,,,,
,,,,,,,260000,,11,23004,500.0,101.93933324999998,520
1.5283679962158203,138.560485,500.0,-15.882022857666016,260399,0.0003,0.12608468532562256,260500,0.005224119871854782,,,,,
-0.0960506796836853,95.1343348,500.0,-15.72799015045166,260899,0.0003,0.17328158020973206,261000,0.005199479404836893,,,,,
2.351487398147583,133.33751660000001,500.0,-14.931983947753906,261399,0.0003,0.3056824207305908,261500,0.0051149846985936165,,,,,
0.02644464373588562,55.259472800000005,500.0,-15.431547164916992,261899,0.0003,0.12137870490550995,262000,0.005375823937356472,,,,,
,,,,,,,262000,,11,23181,500.0,102.13347793000001,524
0.2999195158481598,71.6976504,500.0,-16.108537673950195,262399,0.0003,0.13294801115989685,262500,0.005248289555311203,,,,,
2.5410449504852295,100.60551079999999,500.0,-16.120315551757812,262899,0.0003,0.13625410199165344,263000,0.005233909003436565,,,,,
-0.5232383012771606,76.4370008,500.0,-16.33430290222168,263399,0.0003,0.15610046684741974,263500,0.005319698713719845,,,,,
2.604522466659546,81.19994499999999,500.0,-15.044881820678711,263899,0.0003,0.22835245728492737,264000,0.0053221601992845535,,,,,
,,,,,,,264000,,11,23358,500.0,100.62985771000001,528
3.2873141765594482,78.2521214,500.0,-15.459939002990723,264399,0.0003,0.13986916840076447,264500,0.00555712915956974,,,,,
1.7624614238739014,192.79063,500.0,-15.974370956420898,264899,0.0003,0.8328664302825928,265000,0.00535455159842968,,,,,
-0.7069171667098999,90.98147900000001,500.0,-15.55919075012207,265399,0.0003,0.15210892260074615,265500,0.005472105927765369,,,,,
-1.4427958726882935,148.786877,500.0,-15.30836296081543,265899,0.0003,0.15783914923667908,266000,0.005380067974328995,,,,,
,,,,,,,266000,,11,23538,500.0,98.06291690000002,532
0.72877037525177,137.013146,500.0,-15.285219192504883,266399,0.0003,0.1660378873348236,266500,0.005476765334606171,,,,,
-0.19179974496364594,147.67698579999998,500.0,-15.084423065185547,266899,0.0003,0.26694798469543457,267000,0.005423727910965681,,,,,
0.1938486099243164,94.4834596,500.0,-16.972370147705078,267399,0.0003,0.21640025079250336,267500,0.005340978037565947,,,,,
0.4427334666252136,102.178658,500.0,-15.551274299621582,267899,0.0003,1.636798620223999,268000,0.005531503353267908,,,,,
,,,,,,,268000,,11,23720,500.0,99.56243611,536
2.241593837738037,122.011248,500.0,-15.723941802978516,268399,0.0003,1.5057618618011475,268500,0.005546899046748877,,,,,
1.9734749794006348,150.2954572,500.0,-15.578165054321289,268899,0.0003,0.3000198006629944,269000,0.005488595459610224,,,,,
0.05676889419555664,94.6082274,500.0,-16.352069854736328,269399,0.0003,0.2316010743379593,269500,0.0054434216581285,,,,,
0.6771970987319946,133.0222832,500.0,-15.839855194091797,269899,0.0003,0.1751001626253128,270000,0.005484464578330517,,,,,
,,,,,,,270000,,11,23903,500.0,102.86770470000002,540
1.1733291149139404,115.99635899999998,500.0,-16.848461151123047,270399,0.0003,0.1627267599105835,270500,0.005292794667184353,,,,,
0.2867400050163269,149.6909232,500.0,-15.303900718688965,270899,0.0003,0.46232593059539795,271000,0.0055690850131213665,,,,,
-0.6480121612548828,167.5243988,500.0,-15.68992805480957,271399,0.0003,0.18189609050750732,271500,0.005542068742215633,,,,,
1.940549373626709,117.492029,500.0,-15.75942611694336,271899,0.0003,0.2019149512052536,272000,0.005534647963941097,,,,,
,,,,,,,272000,,11,24082,500.0,101.70681248999999,544
-0.09465833008289337,115.142053,500.0,-16.20424461364746,272399,0.0003,0.15650688111782074,272500,0.00566192576661706,,,,,
3.1602742671966553,142.322902,500.0,-16.25469207763672,272899,0.0003,0.17825056612491608,273000,0.005636539775878191,,,,,
-0.6228811740875244,126.3717386,500.0,-15.472026824951172,273399,0.0003,1.926042079925537,273500,0.005709255579859018,,,,,
0.23365360498428345,106.0216086,500.0,-15.250673294067383,273899,0.0003,1.6660454273223877,274000,0.0057403212413191795,,,,,
,,,,,,,274000,,11,24264,500.0,101.39323809999998,548
-1.804123878479004,130.93208520000002,500.0,-16.122587203979492,274399,0.0003,0.4747598171234131,274500,0.005538486875593662,,,,,
-1.3383045196533203,146.32844799999998,500.0,-17.421314239501953,274899,0.0003,0.19436904788017273,275000,0.005574834533035755,,,,,
0.23195910453796387,83.749079,500.0,-15.7177095413208,275399,0.0003,0.19345474243164062,275500,0.005770231131464243,,,,,
0.8672348260879517,138.455843,500.0,-16.170021057128906,275899,0.0003,0.2205970287322998,276000,0.005662295501679182,,,,,
,,,,,,,276000,,11,24445,500.0,102.98063236999998,552
0.2852165102958679,144.4717602,500.0,-16.176982879638672,276399,0.0003,0.13649103045463562,276500,0.0057539138942956924,,,,,
0.5695666074752808,135.4336146,500.0,-16.733417510986328,276899,0.0003,0.7350940704345703,277000,0.005738268606364727,,,,,
2.0487680435180664,123.69584379999999,500.0,-16.348648071289062,277399,0.0003,2.8515477180480957,277500,0.00576774962246418,,,,,
-0.4285071790218353,105.160627,500.0,-15.83349609375,277899,0.0003,7.995216369628906,278000,0.005878906697034836,,,,,
,,,,,,,278000,,11,24627,500.0,102.84725136000002,556
1.6376099586486816,132.8672648,500.0,-15.617195129394531,278399,0.0003,0.16999466717243195,278500,0.005866249091923237,,,,,
-3.2365574836730957,100.451905,500.0,-16.27025032043457,278899,0.0003,0.5349414348602295,279000,0.006006540264934301,,,,,
2.365964651107788,112.42217120000001,500.0,-16.560680389404297,279399,0.0003,0.36200451850891113,279500,0.005901654250919819,,,,,
2.0462355613708496,86.2836276,500.0,-15.912147521972656,279899,0.0003,0.31604039669036865,280000,0.006110652815550566,,,,,
,,,,,,,280000,,11,24809,500.0,103.58871755000001,560
-1.4006829261779785,82.057077,500.0,-16.164073944091797,280399,0.0003,0.3452008068561554,280500,0.006089466158300638,,,,,
-2.060965061187744,126.3172878,500.0,-15.980209350585938,280899,0.0003,0.21354016661643982,281000,0.0058711520396173,,,,,
-3.085301160812378,116.6183624,500.0,-15.364253997802734,281399,0.0003,0.965795636177063,281500,0.005822277162224054,,,,,
-0.5949273109436035,103.53498519999998,500.0,-16.22522735595703,281899,0.0003,0.2037101686000824,282000,0.005895992275327444,,,,,
,,,,,,,282000,,11,24989,500.0,104.57129934999999,564
-1.5875416994094849,110.4290316,500.0,-17.1294002532959,282399,0.0003,1.7069051265716553,282500,0.006015365477651358,,,,,
-1.8306224346160889,189.07976539999999,500.0,-16.831558227539062,282899,0.0003,0.19199195504188538,283000,0.005840624216943979,,,,,
0.3329542875289917,112.8550414,500.0,-15.722980499267578,283399,0.0003,0.8060930371284485,283500,0.005828263238072395,,,,,
0.381616473197937,135.5826396,500.0,-16.713666915893555,283899,0.0003,0.17333561182022095,284000,0.005705859046429396,,,,,
,,,,,,,284000,,11,25169,500.0,103.75395063,568
3.055828094482422,169.4113924,500.0,-16.895767211914062,284399,0.0003,0.7180464267730713,284500,0.00594298867508769,,,,,
-1.049993634223938,135.57270339999997,500.0,-16.3801212310791,284899,0.0003,0.15423187613487244,285000,0.005912751890718937,,,,,
-0.9582217931747437,103.83448099999998,500.0,-17.588396072387695,285399,0.0003,2.0765533447265625,285500,0.006165685132145882,,,,,
1.8110151290893555,119.63554880000001,500.0,-16.844654083251953,285899,0.0003,0.18952251970767975,286000,0.00595014588907361,,,,,
,,,,,,,286000,,11,25351,500.0,104.45287763,572
-0.3252629041671753,144.4702924,500.0,-16.197467803955078,286399,0.0003,0.21764202415943146,286500,0.00600422965362668,,,,,
1.351757526397705,106.30595860000001,500.0,-16.774845123291016,286899,0.0003,3.5321860313415527,287000,0.006000340450555086,,,,,
-0.6597996950149536,107.16967939999999,500.0,-16.922304153442383,287399,0.0003,1.120760440826416,287500,0.006039905361831188,,,,,
-3.8277969360351562,87.7408576,500.0,-16.622737884521484,287899,0.0003,0.22156545519828796,288000,0.0062895831651985645,,,,,
,,,,,,,288000,,11,25532,500.0,104.20056317000002,576
0.43671298027038574,150.55827879999998,500.0,-16.92333221435547,288399,0.0003,0.286562979221344,288500,0.006196632515639067,,,,,
2.1046624183654785,91.9832968,500.0,-17.390541076660156,288899,0.0003,0.21621690690517426,289000,0.006103500723838806,,,,,
3.1878442764282227,76.9951426,500.0,-17.610734939575195,289399,0.0003,0.8471977114677429,289500,0.006079935003072023,,,,,
1.5180492401123047,149.0008846,500.0,-16.882221221923828,289899,0.0003,0.30083736777305603,290000,0.006054348777979612,,,,,
,,,,,,,290000,,11,25714,500.0,107.51097449999997,580
-2.154771327972412,126.66614580000001,500.0,-16.34811782836914,290399,0.0003,0.2550441026687622,290500,0.006045489571988583,,,,,
-3.6319260597229004,142.3086438,500.0,-16.51373863220215,290899,0.0003,2.1102702617645264,291000,0.006196020636707544,,,,,
1.3227598667144775,71.6217122,500.0,-16.701107025146484,291399,0.0003,0.22665226459503174,291500,0.006218939553946257,,,,,
0.45011985301971436,81.7810552,500.0,-16.836515426635742,291899,0.0003,0.2086993157863617,292000,0.005959720350801945,,,,,
,,,,,,,292000,,11,25894,500.0,107.91024653000001,584
1.2531921863555908,139.71650640000001,500.0,-16.878686904907227,292399,0.0003,2.764734983444214,292500,0.006065499968826771,,,,,
0.33962661027908325,101.6051894,500.0,-16.370277404785156,292899,0.0003,0.24930956959724426,293000,0.00621047941967845,,,,,
0.27739429473876953,98.8132026,500.0,-18.260570526123047,293399,0.0003,0.23127436637878418,293500,0.0059704468585550785,,,,,
3.1296913623809814,94.3839554,500.0,-17.632381439208984,293899,0.0003,1.2925593852996826,294000,0.006178572773933411,,,,,
,,,,,,,294000,,11,26075,500.0,107.15206558000001,588
2.8484554290771484,162.7282328,500.0,-18.08808135986328,294399,0.0003,0.23261597752571106,294500,0.006212505046278238,,,,,
1.2235345840454102,145.6790072,500.0,-17.275222778320312,294899,0.0003,0.2312355637550354,295000,0.006185898091644049,,,,,
-1.8197925090789795,152.1977726,500.0,-17.373661041259766,295399,0.0003,0.26969319581985474,295500,0.0060881744138896465,,,,,
3.1865196228027344,118.340476,500.0,-17.815227508544922,295899,0.0003,0.2550352215766907,296000,0.006209366023540497,,,,,
,,,,,,,296000,,11,26259,500.0,106.78757777000003,592
0.1997198760509491,111.41905119999998,500.0,-16.842859268188477,296399,0.0003,1.4994148015975952,296500,0.006088566035032272,,,,,
1.4179513454437256,77.1455958,500.0,-17.023046493530273,296899,0.0003,0.23071414232254028,297000,0.00611270172521472,,,,,
-2.1436209678649902,175.6448562,500.0,-17.424102783203125,297399,0.0003,0.24567244946956635,297500,0.006302074529230595,,,,,
-0.2799417972564697,90.507503,500.0,-17.08577537536621,297899,0.0003,0.29915398359298706,298000,0.006314732134342194,,,,,
,,,,,,,298000,,11,26440,500.0,104.66649183,596
