time/total_timesteps,eval/mean_ep_length,train/n_updates,train/ent_coef_loss,train/learning_rate,train/actor_loss,eval/mean_reward,train/ent_coef,train/critic_loss,rollout/ep_rew_mean,time/episodes,time/fps,time/time_elapsed,rollout/ep_len_mean
1134000,500.0,1133899,2.9142446517944336,0.0003,-36.2523193359375,255.79397939999998,0.014525339938700199,11.19986629486084,,,,,
1134000,,,,,,,,,355.10417411,2268,10,104053,500.0
1134500,500.0,1134399,-0.5173181295394897,0.0003,-34.80403137207031,329.780233,0.015671344473958015,2.605457305908203,,,,,
1135000,500.0,1134899,0.7488095760345459,0.0003,-35.549095153808594,327.0872332,0.01491993386298418,2.670823574066162,,,,,
1135500,500.0,1135399,0.15610739588737488,0.0003,-33.22137451171875,313.5660202,0.015082134865224361,2.7845325469970703,,,,,
1136000,500.0,1135899,1.6338043212890625,0.0003,-35.01690673828125,395.8084664,0.015485924668610096,16.681575775146484,,,,,
1136000,,,,,,,,,350.15336212,2272,10,104240,500.0
1136500,500.0,1136399,-1.6882457733154297,0.0003,-33.57217788696289,258.08789939999997,0.01498075108975172,4.253705024719238,,,,,
1137000,500.0,1136899,-0.1438659429550171,0.0003,-35.295997619628906,340.8485332,0.01585450768470764,3.221404552459717,,,,,
1137500,500.0,1137399,1.6094428300857544,0.0003,-36.52602005004883,292.458031,0.016280334442853928,23.411754608154297,,,,,
1138000,500.0,1137899,0.713339626789093,0.0003,-33.069580078125,280.2520158,0.01585000939667225,8.05564022064209,,,,,
1138000,,,,,,,,,345.24623952,2276,10,104429,500.0
1138500,500.0,1138399,-1.020906686782837,0.0003,-35.92462158203125,262.88528499999995,0.015367704443633556,4.286582946777344,,,,,
1139000,500.0,1138899,0.9348529577255249,0.0003,-34.13153839111328,392.080077,0.015679843723773956,3.5132827758789062,,,,,
1139500,500.0,1139399,-1.7069035768508911,0.0003,-35.881065368652344,312.8965574,0.015303493477404118,2.6005146503448486,,,,,
1140000,500.0,1139899,-0.5613072514533997,0.0003,-32.17223358154297,381.8418734,0.014577622525393963,3.0484156608581543,,,,,
1140000,,,,,,,,,339.40850431000007,2280,10,104618,500.0
1140500,500.0,1140399,-1.466601014137268,0.0003,-32.443241119384766,409.7457926,0.015026014298200607,3.371148109436035,,,,,
1141000,500.0,1140899,-0.7587605714797974,0.0003,-35.30280685424805,419.81669359999995,0.015017913654446602,4.305817604064941,,,,,
1141500,500.0,1141399,0.16778486967086792,0.0003,-32.84369659423828,326.2914538,0.0149557339027524,2.742203712463379,,,,,
1142000,500.0,1141899,0.9463598728179932,0.0003,-34.13134765625,306.6371808,0.015114820562303066,2.8102071285247803,,,,,
1142000,,,,,,,,,335.08852415999996,2284,10,104805,500.0
1142500,500.0,1142399,-3.161670207977295,0.0003,-36.49090576171875,375.6630462,0.015632877126336098,4.850421905517578,,,,,
1143000,500.0,1142899,0.0514032244682312,0.0003,-36.40728759765625,322.2871852,0.015671920031309128,5.809800148010254,,,,,
1143500,500.0,1143399,-2.1483466625213623,0.0003,-33.20472717285156,352.8866394,0.01521933265030384,3.0266520977020264,,,,,
1144000,500.0,1143899,0.8781791925430298,0.0003,-29.499595642089844,205.31542159999998,0.015389476902782917,3.0024404525756836,,,,,
1144000,,,,,,,,,335.95709413,2288,10,104993,500.0
1144500,500.0,1144399,2.5266456604003906,0.0003,-39.21092987060547,257.00299400000006,0.015508757904171944,43.56593704223633,,,,,
1145000,500.0,1144899,0.13332796096801758,0.0003,-34.035423278808594,298.8509242,0.015409568324685097,3.370460033416748,,,,,
1145500,500.0,1145399,0.7073761224746704,0.0003,-36.7373161315918,237.72013579999998,0.014944135211408138,2.8160901069641113,,,,,
1146000,500.0,1145899,2.2103214263916016,0.0003,-36.04237365722656,386.2722346,0.015393492765724659,2.702425956726074,,,,,
1146000,,,,,,,,,339.28878025,2292,10,105181,500.0
1146500,500.0,1146399,1.4779086112976074,0.0003,-33.01476287841797,281.26235859999997,0.015813780948519707,3.180689573287964,,,,,
1147000,500.0,1146899,-1.1668180227279663,0.0003,-34.33705139160156,230.3298588,0.01582365483045578,3.003340244293213,,,,,
1147500,500.0,1147399,0.1760721504688263,0.0003,-33.42082977294922,407.559805,0.015350237488746643,2.641453266143799,,,,,
1148000,500.0,1147899,-1.0796568393707275,0.0003,-34.535736083984375,294.26807399999996,0.014865529723465443,3.2271933555603027,,,,,
1148000,,,,,,,,,334.01169522,2296,10,105369,500.0
1148500,500.0,1148399,0.3363383710384369,0.0003,-36.768917083740234,423.3426222,0.015854045748710632,3.929511070251465,,,,,
1149000,500.0,1148899,3.4268746376037598,0.0003,-34.83833694458008,283.0302824,0.015633689239621162,4.356531143188477,,,,,
1149500,500.0,1149399,2.7017927169799805,0.0003,-36.19187927246094,459.19295320000003,0.015193149447441101,2.6759414672851562,,,,,
1150000,500.0,1149899,0.48516061902046204,0.0003,-38.110008239746094,374.5166984,0.015306266956031322,2.662527561187744,,,,,
1150000,,,,,,,,,331.71748845,2300,10,105558,500.0
1150500,500.0,1150399,0.8514590263366699,0.0003,-39.15380859375,345.69340780000005,0.014528047293424606,3.7867565155029297,,,,,
1151000,500.0,1150899,-2.4348268508911133,0.0003,-37.17688751220703,406.763015,0.015292325988411903,8.047026634216309,,,,,
1151500,500.0,1151399,2.693326473236084,0.0003,-35.978797912597656,302.681111,0.015440188348293304,3.366764545440674,,,,,
1152000,500.0,1151899,-1.2020368576049805,0.0003,-33.36494445800781,203.380012,0.015795378014445305,15.440491676330566,,,,,
1152000,,,,,,,,,332.99286946,2304,10,105747,500.0
1152500,500.0,1152399,1.5109151601791382,0.0003,-36.32014465332031,397.26967040000005,0.015609868802130222,3.0200793743133545,,,,,
1153000,500.0,1152899,-0.0533338338136673,0.0003,-34.42893600463867,182.5846908,0.01507413201034069,3.556403160095215,,,,,
1153500,500.0,1153399,0.1339176893234253,0.0003,-32.16521453857422,461.98819919999994,0.015198555774986744,3.1589198112487793,,,,,
1154000,500.0,1153899,0.6595655083656311,0.0003,-33.70027160644531,370.55074720000005,0.0152505561709404,9.181219100952148,,,,,
1154000,,,,,,,,,335.37041486999993,2308,10,105938,500.0
1154500,500.0,1154399,1.4116345643997192,0.0003,-33.471073150634766,273.6529606,0.015286252833902836,4.399192810058594,,,,,
1155000,500.0,1154899,-2.3684020042419434,0.0003,-33.9942512512207,409.85882939999993,0.015407261438667774,4.9222307205200195,,,,,
1155500,500.0,1155399,-2.0668182373046875,0.0003,-34.120452880859375,405.4614782,0.015248949639499187,2.943005323410034,,,,,
1156000,500.0,1155899,-2.6267411708831787,0.0003,-35.2879638671875,459.25496159999994,0.01458638347685337,2.6134185791015625,,,,,
1156000,,,,,,,,,329.1464657799999,2312,10,106128,500.0
1156500,500.0,1156399,-2.0898995399475098,0.0003,-32.58282470703125,250.29415980000005,0.014696643687784672,3.3882436752319336,,,,,
1157000,500.0,1156899,-0.4971667528152466,0.0003,-35.73307418823242,268.0876782,0.01491479855030775,3.058608055114746,,,,,
1157500,500.0,1157399,-0.13833501935005188,0.0003,-36.06732940673828,280.2479876,0.01514037698507309,3.088569164276123,,,,,
1158000,500.0,1157899,1.2638158798217773,0.0003,-35.93505859375,388.55948520000004,0.015714237466454506,17.778844833374023,,,,,
1158000,,,,,,,,,328.00275996999994,2316,10,106315,500.0
1158500,500.0,1158399,-0.3464522361755371,0.0003,-33.941261291503906,339.40487279999996,0.015544340945780277,11.505464553833008,,,,,
1159000,500.0,1158899,2.1623764038085938,0.0003,-37.30754089355469,426.29777780000006,0.015011842362582684,8.860424041748047,,,,,
1159500,500.0,1159399,-0.8611654043197632,0.0003,-32.817298889160156,454.30345479999994,0.015092890709638596,2.747030019760132,,,,,
1160000,500.0,1159899,2.1289331912994385,0.0003,-32.334129333496094,388.4928178,0.014672563411295414,3.2024738788604736,,,,,
1160000,,,,,,,,,328.76040933999997,2320,10,106505,500.0
1160500,500.0,1160399,-1.0713417530059814,0.0003,-33.951881408691406,413.1155046,0.015139526687562466,5.715161323547363,,,,,
1161000,500.0,1160899,-2.8553783893585205,0.0003,-34.92395782470703,362.54978259999996,0.015498963184654713,3.1442606449127197,,,,,
1161500,500.0,1161399,2.486992359161377,0.0003,-37.066707611083984,444.88288520000003,0.01496417261660099,3.1634669303894043,,,,,
1162000,500.0,1161899,1.0543112754821777,0.0003,-34.235626220703125,267.42881120000004,0.01527971588075161,17.9910945892334,,,,,
1162000,,,,,,,,,329.09052184999996,2324,10,106697,500.0
1162500,500.0,1162399,0.22890740633010864,0.0003,-32.97089385986328,334.9253254,0.015148010104894638,4.16666316986084,,,,,
1163000,500.0,1162899,-1.7352536916732788,0.0003,-34.34309768676758,341.2697154,0.015041814185678959,3.299996852874756,,,,,
1163500,500.0,1163399,1.9613430500030518,0.0003,-32.34280014038086,448.6408380000001,0.015387642197310925,31.91517448425293,,,,,
1164000,500.0,1163899,-0.9446537494659424,0.0003,-35.155731201171875,365.2503352,0.01554823201149702,3.5325005054473877,,,,,
1164000,,,,,,,,,332.4644736000001,2328,10,106887,500.0
1164500,500.0,1164399,1.5318471193313599,0.0003,-36.71625900268555,260.38654740000004,0.015577663667500019,3.079669952392578,,,,,
1165000,500.0,1164899,-1.517247200012207,0.0003,-31.96860122680664,397.51251340000005,0.015264386311173439,2.3950514793395996,,,,,
1165500,500.0,1165399,-2.1144211292266846,0.0003,-35.42991256713867,278.53234499999996,0.014834563247859478,2.602412700653076,,,,,
1166000,500.0,1165899,-2.402456760406494,0.0003,-36.31737518310547,294.4928492,0.015619532205164433,3.9156088829040527,,,,,
1166000,,,,,,,,,329.81829803,2332,10,107076,500.0
1166500,500.0,1166399,0.7106618881225586,0.0003,-34.68220138549805,303.7305644,0.016043568029999733,2.7389755249023438,,,,,
1167000,500.0,1166899,-1.4083590507507324,0.0003,-36.89635467529297,288.31059999999997,0.015364605002105236,7.883522987365723,,,,,
1167500,500.0,1167399,0.09448647499084473,0.0003,-38.541439056396484,194.3548096,0.01485179178416729,3.7439088821411133,,,,,
1168000,500.0,1167899,-0.9689367413520813,0.0003,-34.343421936035156,396.148475,0.015310565941035748,5.762599468231201,,,,,
1168000,,,,,,,,,331.83682828,2336,10,107264,500.0
1168500,500.0,1168399,0.6698040962219238,0.0003,-37.7783088684082,314.49593799999997,0.015000801533460617,3.967249870300293,,,,,
1169000,500.0,1168899,1.5022914409637451,0.0003,-36.518157958984375,366.4670752,0.015877673402428627,10.423074722290039,,,,,
1169500,500.0,1169399,1.1998834609985352,0.0003,-35.822139739990234,462.3854165999999,0.015428830869495869,3.039900779724121,,,,,
1170000,500.0,1169899,2.984316349029541,0.0003,-37.87771224975586,317.47747960000004,0.015468367375433445,2.827361822128296,,,,,
1170000,,,,,,,,,330.28159012000003,2340,10,107454,500.0
1170500,500.0,1170399,-2.510300874710083,0.0003,-34.68046569824219,371.34421619999995,0.015921752899885178,3.685945510864258,,,,,
1171000,500.0,1170899,1.6589174270629883,0.0003,-33.83369445800781,321.73318,0.015034428797662258,2.4182863235473633,,,,,
1171500,500.0,1171399,-2.112454891204834,0.0003,-34.0052490234375,175.3029942,0.015776019543409348,12.02043342590332,,,,,
1172000,500.0,1171899,-0.008093327283859253,0.0003,-34.897369384765625,304.5495178,0.015688346698880196,2.621412754058838,,,,,
1172000,,,,,,,,,332.84139639,2344,10,107639,500.0
1172500,500.0,1172399,-1.5946969985961914,0.0003,-33.474552154541016,448.608892,0.015816502273082733,2.6968817710876465,,,,,
1173000,500.0,1172899,3.5582151412963867,0.0003,-36.0518913269043,468.53818820000004,0.015774453058838844,2.9009597301483154,,,,,
1173500,500.0,1173399,1.0380175113677979,0.0003,-35.563087463378906,391.51715520000005,0.015534499660134315,4.938754081726074,,,,,
1174000,500.0,1173899,-0.5978413820266724,0.0003,-33.95900344848633,381.6845002,0.01598173752427101,3.487515449523926,,,,,
1174000,,,,,,,,,340.70736580000005,2348,10,107831,500.0
1174500,500.0,1174399,2.0868403911590576,0.0003,-36.05103302001953,458.76184379999995,0.015281042084097862,5.427577972412109,,,,,
1175000,500.0,1174899,-0.5224560499191284,0.0003,-36.26420593261719,462.4955938,0.015096978284418583,6.870896339416504,,,,,
1175500,500.0,1175399,-0.7618331909179688,0.0003,-35.8890380859375,405.7128576,0.015169275924563408,14.820220947265625,,,,,
1176000,500.0,1175899,1.2854619026184082,0.0003,-31.994056701660156,328.09813479999997,0.015766609460115433,3.0918967723846436,,,,,
1176000,,,,,,,,,338.89874261999995,2352,10,108021,500.0
1176500,500.0,1176399,2.1996331214904785,0.0003,-34.905982971191406,415.2052074,0.015689289197325706,14.278789520263672,,,,,
1177000,500.0,1176899,-0.3896743059158325,0.0003,-34.2892951965332,377.2230592,0.01646798476576805,3.1626837253570557,,,,,
1177500,500.0,1177399,-1.1103850603103638,0.0003,-36.456321716308594,359.7643646,0.01602790132164955,3.73463773727417,,,,,
1178000,500.0,1177899,1.0368022918701172,0.0003,-35.24406433105469,466.8681264,0.01572338119149208,3.041041374206543,,,,,
1178000,,,,,,,,,337.23783005000007,2356,10,108212,500.0
1178500,500.0,1178399,-0.13147765398025513,0.0003,-40.56878662109375,405.13857939999997,0.016051970422267914,2.7447378635406494,,,,,
1179000,500.0,1178899,-0.8729038238525391,0.0003,-35.690162658691406,322.986984,0.01535792462527752,5.595447540283203,,,,,
1179500,500.0,1179399,0.47052547335624695,0.0003,-30.92594337463379,336.320429,0.015698246657848358,39.46457290649414,,,,,
1180000,500.0,1179899,0.7590563297271729,0.0003,-35.338897705078125,415.21754300000003,0.015725847333669662,2.9917144775390625,,,,,
1180000,,,,,,,,,331.44470377,2360,10,108401,500.0
1180500,500.0,1180399,-2.9683947563171387,0.0003,-36.117576599121094,383.00535840000003,0.015777477994561195,3.3771073818206787,,,,,
1181000,500.0,1180899,-2.0759708881378174,0.0003,-34.44684600830078,400.5017094,0.01565886288881302,3.8001017570495605,,,,,
1181500,500.0,1181399,0.6598872542381287,0.0003,-33.659175872802734,419.630285,0.01639650948345661,3.5877561569213867,,,,,
1182000,500.0,1181899,-0.1901584267616272,0.0003,-37.2712516784668,462.4670824,0.01571989431977272,2.461529493331909,,,,,
1182000,,,,,,,,,328.90249939,2364,10,108592,500.0
1182500,500.0,1182399,0.023361191153526306,0.0003,-38.663795471191406,449.81798760000004,0.01619088649749756,20.256336212158203,,,,,
1183000,500.0,1182899,0.44289034605026245,0.0003,-36.98419189453125,269.337788,0.015653105452656746,3.6647982597351074,,,,,
1183500,500.0,1183399,-1.0603933334350586,0.0003,-38.675445556640625,427.37329520000003,0.015306019224226475,3.456202507019043,,,,,
1184000,500.0,1183899,0.6442921757698059,0.0003,-39.11684036254883,428.7028571999999,0.01560910139232874,3.194986343383789,,,,,
1184000,,,,,,,,,325.16402759,2368,10,108783,500.0
1184500,500.0,1184399,-0.1554114818572998,0.0003,-36.99507522583008,404.296474,0.014753405004739761,18.116241455078125,,,,,
1185000,500.0,1184899,-0.2157541811466217,0.0003,-35.00017547607422,376.6935554,0.015130425803363323,3.274015426635742,,,,,
1185500,500.0,1185399,-0.6076884865760803,0.0003,-32.838401794433594,460.60360979999996,0.015229634009301662,14.407766342163086,,,,,
1186000,500.0,1185899,0.5085705518722534,0.0003,-37.463233947753906,385.0244876,0.01619020663201809,3.6485748291015625,,,,,
1186000,,,,,,,,,334.15510537,2372,10,108974,500.0
1186500,500.0,1186399,-0.13439184427261353,0.0003,-38.963890075683594,390.89077580000003,0.015369771979749203,2.8817405700683594,,,,,
1187000,500.0,1186899,0.713289737701416,0.0003,-36.981651306152344,347.1003622,0.01522431243211031,2.9547743797302246,,,,,
1187500,500.0,1187399,0.4086928367614746,0.0003,-36.64966583251953,369.7726574,0.015529278665781021,2.925584316253662,,,,,
1188000,500.0,1187899,-0.247086763381958,0.0003,-33.11048889160156,400.0532094,0.01574893109500408,3.076735496520996,,,,,
1188000,,,,,,,,,335.88827829999997,2376,10,109162,500.0
1188500,500.0,1188399,0.22205686569213867,0.0003,-40.746002197265625,357.4006358,0.015504928305745125,8.318714141845703,,,,,
1189000,500.0,1188899,0.19130384922027588,0.0003,-38.71893310546875,365.1173918,0.015375262126326561,3.047971248626709,,,,,
1189500,500.0,1189399,1.1974384784698486,0.0003,-37.66409683227539,351.12556000000006,0.016218161210417747,48.76155471801758,,,,,
1190000,500.0,1189899,1.0475350618362427,0.0003,-34.72074890136719,410.351078,0.015830054879188538,2.4802286624908447,,,,,
1190000,,,,,,,,,343.24778374999994,2380,10,109351,500.0
1190500,500.0,1190399,1.3335530757904053,0.0003,-35.13043212890625,350.0351926,0.015187174081802368,2.7153139114379883,,,,,
1191000,500.0,1190899,-0.4850858151912689,0.0003,-32.970924377441406,409.08011780000004,0.01525646261870861,2.749006986618042,,,,,
1191500,500.0,1191399,0.4865994155406952,0.0003,-38.2742805480957,415.8978462,0.01582406274974346,22.952468872070312,,,,,
1192000,500.0,1191899,0.018326759338378906,0.0003,-38.710628509521484,464.2251518,0.015770521014928818,19.645549774169922,,,,,
1192000,,,,,,,,,348.62942106,2384,10,109542,500.0
1192500,500.0,1192399,-1.9610447883605957,0.0003,-30.94489288330078,427.88614079999996,0.016345776617527008,2.8947582244873047,,,,,
1193000,500.0,1192899,-0.8730956315994263,0.0003,-39.01476287841797,218.86750179999999,0.0156614538282156,3.6455302238464355,,,,,
1193500,500.0,1193399,-0.178946852684021,0.0003,-35.84832000732422,456.7095312,0.01534933689981699,3.8335323333740234,,,,,
1194000,500.0,1193899,-1.057384729385376,0.0003,-33.23029327392578,266.8038266,0.015058556571602821,4.038908958435059,,,,,
1194000,,,,,,,,,345.85476016000007,2388,10,109729,500.0
1194500,500.0,1194399,3.105823516845703,0.0003,-38.067718505859375,464.6652668,0.015429272316396236,2.9898266792297363,,,,,
1195000,500.0,1194899,0.6168228387832642,0.0003,-37.13099670410156,374.14832659999996,0.01591259241104126,3.5965840816497803,,,,,
1195500,500.0,1195399,-2.6591124534606934,0.0003,-36.795074462890625,409.0567934,0.015505719929933548,2.889669418334961,,,,,
1196000,500.0,1195899,0.4697742462158203,0.0003,-38.75055694580078,310.20512940000003,0.015733549371361732,3.846449375152588,,,,,
1196000,,,,,,,,,350.93176767,2392,10,109918,500.0
1196500,500.0,1196399,-0.284662127494812,0.0003,-36.36463928222656,469.5915088,0.0160666573792696,3.1389577388763428,,,,,
1197000,500.0,1196899,3.6786911487579346,0.0003,-41.218963623046875,351.7472202,0.015995558351278305,3.119422674179077,,,,,
1197500,500.0,1197399,1.6931469440460205,0.0003,-37.285911560058594,351.72879279999995,0.015415932051837444,2.8490304946899414,,,,,
1198000,500.0,1197899,1.673156499862671,0.0003,-35.23814392089844,174.96324140000002,0.015813864767551422,2.7832229137420654,,,,,
1198000,,,,,,,,,354.9098419799999,2396,10,110106,500.0
1198500,500.0,1198399,1.4678771495819092,0.0003,-37.943817138671875,289.5847062,0.015673041343688965,5.879458904266357,,,,,
1199000,500.0,1198899,2.1624059677124023,0.0003,-36.45355224609375,270.92547179999997,0.015923643484711647,3.5779876708984375,,,,,
1199500,500.0,1199399,-0.3696264624595642,0.0003,-39.76713562011719,423.46009459999993,0.01578528806567192,18.373855590820312,,,,,
1200000,500.0,1199899,-3.9583377838134766,0.0003,-35.9476203918457,435.32758079999996,0.015967972576618195,12.24726676940918,,,,,
1200000,,,,,,,,,357.22551877,2400,10,110297,500.0
1200500,500.0,1200399,-1.4708491563796997,0.0003,-36.26140594482422,397.91398160000006,0.016147378832101822,2.611109733581543,,,,,
1201000,500.0,1200899,2.014329195022583,0.0003,-37.059486389160156,330.5116696,0.015601503662765026,8.109827995300293,,,,,
1201500,500.0,1201399,-0.2475450038909912,0.0003,-35.4710693359375,396.90383920000005,0.01570531539618969,3.9406299591064453,,,,,
1202000,500.0,1201899,-0.6444134712219238,0.0003,-38.157432556152344,412.7257724,0.015017054043710232,7.803783893585205,,,,,
1202000,,,,,,,,,351.53384429,2404,10,110486,500.0
1202500,500.0,1202399,1.457047939300537,0.0003,-36.745452880859375,461.571839,0.015469887293875217,3.35064697265625,,,,,
1203000,500.0,1202899,0.8424602150917053,0.0003,-33.468841552734375,334.5773564,0.015991883352398872,3.4074084758758545,,,,,
1203500,500.0,1203399,0.3206173777580261,0.0003,-35.61916732788086,244.1645344,0.015444171614944935,3.1448493003845215,,,,,
1204000,500.0,1203899,-1.0342836380004883,0.0003,-35.76383590698242,381.17147239999997,0.015732012689113617,3.0463004112243652,,,,,
1204000,,,,,,,,,350.11863355,2408,10,110676,500.0
1204500,500.0,1204399,-2.1847448348999023,0.0003,-38.89892578125,450.2903856000001,0.015967775136232376,3.917212963104248,,,,,
1205000,500.0,1204899,-0.39692550897598267,0.0003,-37.38432693481445,309.4991148,0.015719281509518623,2.7654311656951904,,,,,
1205500,500.0,1205399,0.9197517037391663,0.0003,-33.647178649902344,297.2936304,0.015960443764925003,2.8963489532470703,,,,,
1206000,500.0,1205899,0.688640832901001,0.0003,-35.82563018798828,381.10349759999997,0.015535218641161919,3.670931100845337,,,,,
1206000,,,,,,,,,356.9068641600001,2412,10,110864,500.0
1206500,500.0,1206399,3.0698964595794678,0.0003,-41.6727409362793,433.16799879999996,0.016278564929962158,4.6047868728637695,,,,,
1207000,500.0,1206899,-0.46967172622680664,0.0003,-37.136566162109375,346.2217956,0.015707598999142647,5.344707012176514,,,,,
1207500,500.0,1207399,1.6521291732788086,0.0003,-38.847625732421875,393.2153062,0.015810154378414154,3.894094944000244,,,,,
1208000,500.0,1207899,-0.1749340295791626,0.0003,-37.985443115234375,469.6963488,0.01584729738533497,2.431166172027588,,,,,
1208000,,,,,,,,,359.6893438099999,2416,10,111054,500.0
1208500,500.0,1208399,-0.47899937629699707,0.0003,-36.17552947998047,382.7385726,0.015862250700592995,8.817220687866211,,,,,
1209000,500.0,1208899,-0.05236172676086426,0.0003,-38.61603927612305,353.73474939999994,0.015721140429377556,5.724360466003418,,,,,
1209500,500.0,1209399,-0.984573245048523,0.0003,-37.07557678222656,453.9442166,0.015198098495602608,11.418292999267578,,,,,
1210000,500.0,1209899,-0.12684345245361328,0.0003,-38.77333450317383,451.7459508,0.015683185309171677,14.699638366699219,,,,,
1210000,,,,,,,,,354.91583096999994,2420,10,111245,500.0
1210500,500.0,1210399,-1.7302775382995605,0.0003,-31.830947875976562,320.6383292,0.016351427882909775,2.786761522293091,,,,,
1211000,500.0,1210899,-0.37026268243789673,0.0003,-36.66791534423828,352.7319852,0.01616119034588337,2.575212001800537,,,,,
1211500,500.0,1211399,-0.35537755489349365,0.0003,-35.29728317260742,336.14114379999995,0.016097208485007286,2.9316158294677734,,,,,
1212000,500.0,1211899,-2.2997944355010986,0.0003,-35.727699279785156,386.64852959999996,0.0164157934486866,2.6437530517578125,,,,,
1212000,,,,,,,,,357.60827799,2424,10,111433,500.0
1212500,500.0,1212399,-0.471643328666687,0.0003,-37.02690505981445,409.7783044000001,0.016154201701283455,5.481687545776367,,,,,
1213000,500.0,1212899,-0.19621697068214417,0.0003,-35.04742431640625,450.39985859999996,0.015790754929184914,2.8655595779418945,,,,,
1213500,500.0,1213399,-4.398070335388184,0.0003,-38.19175720214844,408.1442346,0.01593875326216221,2.8182082176208496,,,,,
1214000,500.0,1213899,-1.2009892463684082,0.0003,-38.98069763183594,466.6212128,0.01582247018814087,3.077580451965332,,,,,
1214000,,,,,,,,,358.49591495,2428,10,111625,500.0
1214500,500.0,1214399,-0.06991434097290039,0.0003,-36.361392974853516,372.92686119999996,0.015908684581518173,32.05403137207031,,,,,
1215000,500.0,1214899,0.11446398496627808,0.0003,-34.6186637878418,382.1769248,0.01614573784172535,2.991194248199463,,,,,
1215500,500.0,1215399,-0.3012014627456665,0.0003,-42.583465576171875,254.0376228,0.016421830281615257,3.5183212757110596,,,,,
1216000,500.0,1215899,0.3630950152873993,0.0003,-35.11033630371094,316.799705,0.015635494142770767,2.8387207984924316,,,,,
1216000,,,,,,,,,352.81657721000005,2432,10,111815,500.0
1216500,500.0,1216399,-2.174201488494873,0.0003,-36.488304138183594,440.80640000000005,0.01584083028137684,2.5643310546875,,,,,
1217000,500.0,1216899,-0.013647317886352539,0.0003,-35.35771560668945,348.1666158,0.015926087275147438,14.536252975463867,,,,,
1217500,500.0,1217399,0.26911091804504395,0.0003,-40.31118392944336,340.9238924,0.016065185889601707,11.804960250854492,,,,,
1218000,500.0,1217899,-0.9183623790740967,0.0003,-38.05521011352539,375.1697522,0.015680387616157532,2.756624460220337,,,,,
1218000,,,,,,,,,347.8469271899999,2436,10,112005,500.0
1218500,500.0,1218399,0.4326407313346863,0.0003,-36.01803207397461,465.50939239999997,0.01586783304810524,3.428102493286133,,,,,
1219000,500.0,1218899,-1.110762119293213,0.0003,-40.426395416259766,432.9886342,0.01605793461203575,4.343277454376221,,,,,
1219500,500.0,1219399,-0.9685640335083008,0.0003,-36.513240814208984,384.8316916,0.015901297330856323,19.63793182373047,,,,,
1220000,500.0,1219899,-0.21847236156463623,0.0003,-36.285274505615234,331.98880139999994,0.01586930826306343,2.934713840484619,,,,,
1220000,,,,,,,,,347.84299759999993,2440,10,112195,500.0
1220500,500.0,1220399,-0.6218382120132446,0.0003,-38.93133544921875,431.0975246,0.01611677184700966,2.5428338050842285,,,,,
1221000,500.0,1220899,-0.40154677629470825,0.0003,-38.65884017944336,304.71923419999996,0.01626511849462986,3.1308040618896484,,,,,
1221500,500.0,1221399,-1.6002390384674072,0.0003,-37.08147430419922,464.2249261999999,0.015818757936358452,2.7907207012176514,,,,,
1222000,500.0,1221899,-1.7695729732513428,0.0003,-35.678977966308594,396.533,0.016821719706058502,2.812228202819824,,,,,
1222000,,,,,,,,,358.29765061000006,2444,10,112388,500.0
1222500,500.0,1222399,-2.4662036895751953,0.0003,-34.60066223144531,381.9226256,0.01669027842581272,17.092689514160156,,,,,
1223000,500.0,1222899,-0.39134302735328674,0.0003,-36.01185607910156,399.52397099999996,0.01654224842786789,3.3122212886810303,,,,,
1223500,500.0,1223399,-0.27016666531562805,0.0003,-35.43111801147461,347.0398382,0.015977507457137108,5.971391677856445,,,,,
1224000,500.0,1223899,-0.8934964537620544,0.0003,-38.73417663574219,446.1513608,0.016436118632555008,2.6255903244018555,,,,,
1224000,,,,,,,,,355.14310574,2448,10,112580,500.0
1224500,500.0,1224399,2.3510982990264893,0.0003,-34.73347473144531,407.26941039999997,0.016269927844405174,2.5761234760284424,,,,,
1225000,500.0,1224899,1.255697250366211,0.0003,-37.85424041748047,403.7574764,0.015517642721533775,2.8562915325164795,,,,,
1225500,500.0,1225399,2.257044792175293,0.0003,-37.308326721191406,452.62363020000004,0.01609083078801632,4.731819152832031,,,,,
1226000,500.0,1225899,0.06873416900634766,0.0003,-35.82810592651367,411.4580078,0.0160995963960886,3.2828216552734375,,,,,
1226000,,,,,,,,,358.63869288000006,2452,10,112770,500.0
1226500,500.0,1226399,-1.680219054222107,0.0003,-37.42647171020508,407.7847014,0.01607990264892578,2.8090944290161133,,,,,
1227000,500.0,1226899,2.0497536659240723,0.0003,-39.711299896240234,465.381884,0.015267480164766312,3.175095558166504,,,,,
1227500,500.0,1227399,-0.6523374319076538,0.0003,-39.26338195800781,412.7315320000001,0.016082555055618286,5.33095645904541,,,,,
1228000,500.0,1227899,-0.8997765779495239,0.0003,-35.542930603027344,360.6832084,0.01616138219833374,6.04253625869751,,,,,
1228000,,,,,,,,,359.15811971999995,2456,10,112962,500.0
1228500,500.0,1228399,-1.3694853782653809,0.0003,-42.09232711791992,405.93295939999996,0.015511982142925262,30.274198532104492,,,,,
1229000,500.0,1228899,-0.017437785863876343,0.0003,-41.77069854736328,458.2894904,0.01671012118458748,2.4662628173828125,,,,,
1229500,500.0,1229399,0.7399720549583435,0.0003,-40.142860412597656,399.5241352,0.016339441761374474,43.19685363769531,,,,,
