time/total_timesteps,eval/mean_ep_length,train/n_updates,train/ent_coef_loss,train/learning_rate,train/actor_loss,eval/mean_reward,train/ent_coef,train/critic_loss,rollout/ep_rew_mean,time/episodes,time/fps,time/time_elapsed,rollout/ep_len_mean
243000,500.0,242899,-0.32372117042541504,0.0003,-15.918445587158203,145.78530940000002,0.0050267670303583145,0.15604117512702942,,,,,
243500,500.0,243399,3.7791810035705566,0.0003,-15.768695831298828,102.0973454,0.00507230032235384,0.6108324527740479,,,,,
244000,500.0,243899,1.939880609512329,0.0003,-15.6913480758667,129.97129980000003,0.00498421024531126,0.13046780228614807,,,,,
244000,,,,,,,,,92.32589747,488,11,21793,500.0
244500,500.0,244399,-1.1570371389389038,0.0003,-15.905181884765625,146.3262052,0.005077166482806206,0.1855996996164322,,,,,
245000,500.0,244899,0.5327575206756592,0.0003,-16.528409957885742,128.8616552,0.004978628363460302,0.15876606106758118,,,,,
245500,500.0,245399,-0.22014117240905762,0.0003,-16.07073211669922,127.9154702,0.004996417555958033,0.1376798152923584,,,,,
246000,500.0,245899,-1.765077829360962,0.0003,-17.008569717407227,153.6286304,0.004997065756469965,0.1412809044122696,,,,,
246000,,,,,,,,,93.21394966,492,11,21979,500.0
246500,500.0,246399,0.6611437797546387,0.0003,-16.630970001220703,144.61714460000002,0.004979086574167013,0.21615323424339294,,,,,
247000,500.0,246899,-0.09741932153701782,0.0003,-15.989959716796875,109.84563,0.005062948912382126,0.15421754121780396,,,,,
247500,500.0,247399,-1.9940928220748901,0.0003,-16.73577117919922,143.0299314,0.005064455326646566,0.198766827583313,,,,,
248000,500.0,247899,-0.021631836891174316,0.0003,-16.720521926879883,117.77757019999999,0.00510808452963829,1.4092464447021484,,,,,
248000,,,,,,,,,92.52187412,496,11,22164,500.0
248500,500.0,248399,1.1638777256011963,0.0003,-16.96002769470215,117.19719219999999,0.005221388302743435,0.19415363669395447,,,,,
249000,500.0,248899,2.751800060272217,0.0003,-16.854717254638672,122.55678560000001,0.005210692994296551,0.15838168561458588,,,,,
249500,500.0,249399,-0.030430853366851807,0.0003,-16.351701736450195,117.1204056,0.005221358500421047,0.1485016942024231,,,,,
250000,500.0,249899,-0.3092525005340576,0.0003,-16.297834396362305,112.2166038,0.005150797311216593,1.3615520000457764,,,,,
250000,,,,,,,,,91.28767599000001,500,11,22348,500.0
250500,500.0,250399,1.642367959022522,0.0003,-16.82976531982422,115.727695,0.00500369630753994,0.17964288592338562,,,,,
251000,500.0,250899,-1.7768049240112305,0.0003,-16.744441986083984,137.3382708,0.0049998401664197445,0.13664764165878296,,,,,
251500,500.0,251399,2.185856342315674,0.0003,-16.43685531616211,114.41454960000002,0.004952714778482914,0.1603982150554657,,,,,
252000,500.0,251899,1.078955888748169,0.0003,-16.61214828491211,100.0229622,0.004990469664335251,1.7785825729370117,,,,,
252000,,,,,,,,,92.0278608,504,11,22530,500.0
252500,500.0,252399,1.7892282009124756,0.0003,-17.019176483154297,154.5774912,0.005121241789311171,0.1883442997932434,,,,,
253000,500.0,252899,-0.4533419609069824,0.0003,-16.592464447021484,93.5890048,0.0050879274494946,0.4673728942871094,,,,,
253500,500.0,253399,1.242825984954834,0.0003,-16.47187042236328,108.25023019999999,0.0050388239324092865,0.1902449131011963,,,,,
254000,500.0,253899,-3.213158130645752,0.0003,-17.084566116333008,152.12206500000002,0.005046893376857042,0.7994159460067749,,,,,
254000,,,,,,,,,92.57382643999999,508,11,22714,500.0
254500,500.0,254399,-3.0400586128234863,0.0003,-16.84870147705078,118.96444960000001,0.005012969486415386,0.21055912971496582,,,,,
255000,500.0,254899,-0.603672444820404,0.0003,-16.371986389160156,123.62484680000003,0.005088778678327799,0.1850075125694275,,,,,
255500,500.0,255399,-1.1422227621078491,0.0003,-16.854049682617188,109.0401022,0.005292693618685007,0.1548430621623993,,,,,
256000,500.0,255899,-0.7465908527374268,0.0003,-16.406333923339844,100.7973116,0.005147890187799931,0.14417842030525208,,,,,
256000,,,,,,,,,94.44992859,512,11,22895,500.0
256500,500.0,256399,-0.1540355384349823,0.0003,-17.140541076660156,111.0955284,0.005205750931054354,0.2997748553752899,,,,,
257000,500.0,256899,-0.6641306281089783,0.0003,-17.189071655273438,122.26544559999999,0.005250311456620693,0.7695047855377197,,,,,
257500,500.0,257399,1.1629821062088013,0.0003,-16.5137882232666,145.1779278,0.0051609729416668415,0.1670342981815338,,,,,
258000,500.0,257899,1.2662487030029297,0.0003,-17.610450744628906,145.44670620000002,0.005303991958498955,0.1310870349407196,,,,,
258000,,,,,,,,,92.99780871000002,516,11,23078,500.0
258500,500.0,258399,-0.11829349398612976,0.0003,-17.325504302978516,136.4788998,0.005258981138467789,0.46037164330482483,,,,,
259000,500.0,258899,-0.8550875782966614,0.0003,-17.136653900146484,93.14819359999998,0.005294955801218748,2.6084342002868652,,,,,
259500,500.0,259399,3.5924558639526367,0.0003,-17.058088302612305,113.9648084,0.005424162372946739,0.5283452272415161,,,,,
260000,500.0,259899,0.9783345460891724,0.0003,-17.20663070678711,105.3518324,0.005236989818513393,0.1772281676530838,,,,,
260000,,,,,,,,,95.02085488,520,11,23261,500.0
260500,500.0,260399,-1.9900262355804443,0.0003,-16.528291702270508,115.7082366,0.005280558951199055,0.17270168662071228,,,,,
261000,500.0,260899,-3.4966623783111572,0.0003,-16.95966339111328,102.9606992,0.005366142839193344,0.1962209939956665,,,,,
261500,500.0,261399,1.5163427591323853,0.0003,-16.847270965576172,125.261301,0.0052533745765686035,0.6789708137512207,,,,,
262000,500.0,261899,0.08365654945373535,0.0003,-17.425819396972656,133.2668074,0.005143164191395044,0.16197620332241058,,,,,
262000,,,,,,,,,94.96955987000001,524,11,23445,500.0
262500,500.0,262399,0.043842583894729614,0.0003,-17.504980087280273,148.6488612,0.005120516754686832,0.20904479920864105,,,,,
263000,500.0,262899,-3.3999555110931396,0.0003,-17.225786209106445,116.66907600000002,0.005223846063017845,0.21645528078079224,,,,,
263500,500.0,263399,0.9258993864059448,0.0003,-17.390708923339844,124.1199128,0.0050432803109288216,0.1830694079399109,,,,,
264000,500.0,263899,1.7679109573364258,0.0003,-17.522586822509766,100.226395,0.00511077418923378,0.1981496512889862,,,,,
264000,,,,,,,,,96.68831915999999,528,11,23628,500.0
264500,500.0,264399,-1.4020483493804932,0.0003,-17.210960388183594,162.310968,0.005286950618028641,0.1836918592453003,,,,,
265000,500.0,264899,-0.5290877223014832,0.0003,-17.366912841796875,140.93420540000002,0.005184441804885864,2.0186355113983154,,,,,
265500,500.0,265399,1.1411868333816528,0.0003,-17.117679595947266,105.5167872,0.005247010849416256,0.1900695562362671,,,,,
266000,500.0,265899,-2.563006639480591,0.0003,-17.789474487304688,179.73728620000003,0.005216594785451889,0.1724553406238556,,,,,
266000,,,,,,,,,98.27860737,532,11,23810,500.0
266500,500.0,266399,1.937551498413086,0.0003,-17.15621566772461,132.6271304,0.005295827053487301,0.1778908669948578,,,,,
267000,500.0,266899,0.08691304922103882,0.0003,-18.316028594970703,145.9629708,0.005141999572515488,0.1814652383327484,,,,,
267500,500.0,267399,1.0032374858856201,0.0003,-17.814409255981445,137.90395919999997,0.005402938462793827,0.20386874675750732,,,,,
268000,500.0,267899,-2.0812487602233887,0.0003,-18.503494262695312,127.80520880000002,0.0053363218903541565,0.636827290058136,,,,,
268000,,,,,,,,,101.08924010000001,536,11,23994,500.0
268500,500.0,268399,-0.33252477645874023,0.0003,-17.958782196044922,118.91295600000001,0.005227232351899147,1.166375994682312,,,,,
269000,500.0,268899,-0.7979556918144226,0.0003,-17.549564361572266,133.564592,0.005437815096229315,0.19611632823944092,,,,,
269500,500.0,269399,0.1625857949256897,0.0003,-17.769115447998047,184.2659604,0.005317943636327982,0.21441546082496643,,,,,
270000,500.0,269899,-0.36903831362724304,0.0003,-17.889015197753906,94.7753316,0.005249866284430027,0.2290051281452179,,,,,
270000,,,,,,,,,100.79376489999999,540,11,24179,500.0
270500,500.0,270399,-1.8372855186462402,0.0003,-17.554424285888672,152.84713779999998,0.005422957707196474,0.21261057257652283,,,,,
271000,500.0,270899,3.0792603492736816,0.0003,-16.213350296020508,99.2853618,0.005554482340812683,0.21613124012947083,,,,,
271500,500.0,271399,0.04959917068481445,0.0003,-17.418758392333984,92.4284056,0.005477739963680506,0.28447920083999634,,,,,
272000,500.0,271899,2.877110004425049,0.0003,-17.609256744384766,87.041899,0.005416938103735447,0.1706235706806183,,,,,
272000,,,,,,,,,100.5921765,544,11,24361,500.0
272500,500.0,272399,3.2887916564941406,0.0003,-18.125200271606445,120.7236936,0.0054269954562187195,0.17713803052902222,,,,,
273000,500.0,272899,-2.553001642227173,0.0003,-18.22606086730957,148.3733838,0.005447934847325087,0.23342330753803253,,,,,
273500,500.0,273399,3.4576122760772705,0.0003,-17.765460968017578,154.0002472,0.005538465455174446,1.1407159566879272,,,,,
274000,500.0,273899,0.17938533425331116,0.0003,-17.845317840576172,87.68683039999999,0.005662230774760246,1.523045301437378,,,,,
274000,,,,,,,,,101.60585951000003,548,11,24546,500.0
274500,500.0,274399,-0.332155704498291,0.0003,-18.462718963623047,119.23571319999999,0.005568585824221373,0.6876032948493958,,,,,
275000,500.0,274899,-2.776068687438965,0.0003,-18.767322540283203,96.0704798,0.005531326401978731,0.2173190414905548,,,,,
275500,500.0,275399,0.6732403039932251,0.0003,-18.316852569580078,180.7427352,0.005472614895552397,0.1761540174484253,,,,,
276000,500.0,275899,2.7983782291412354,0.0003,-18.116100311279297,108.82010480000001,0.0054628015495836735,0.2205076515674591,,,,,
276000,,,,,,,,,101.50149096000001,552,11,24729,500.0
276500,500.0,276399,0.9134956002235413,0.0003,-17.729419708251953,120.85413960000001,0.005525611340999603,0.2664926052093506,,,,,
277000,500.0,276899,-0.13072574138641357,0.0003,-18.126083374023438,126.5292092,0.005479712504893541,1.8536722660064697,,,,,
277500,500.0,277399,2.022068500518799,0.0003,-17.777667999267578,96.3978588,0.005587584339082241,4.384271621704102,,,,,
278000,500.0,277899,0.9291605949401855,0.0003,-18.265274047851562,126.95897019999998,0.005604272708296776,2.287411689758301,,,,,
278000,,,,,,,,,102.92506434,556,11,24913,500.0
278500,500.0,278399,-0.09190720319747925,0.0003,-17.767078399658203,81.1115998,0.005608849227428436,0.23429861664772034,,,,,
279000,500.0,278899,-2.069485664367676,0.0003,-18.22005271911621,124.8244952,0.005565553903579712,0.5220876336097717,,,,,
279500,500.0,279399,0.9361140131950378,0.0003,-18.211109161376953,125.193867,0.005631986074149609,0.2255115509033203,,,,,
280000,500.0,279899,-0.06406843662261963,0.0003,-18.012065887451172,82.42405199999999,0.005665625911206007,0.22121477127075195,,,,,
280000,,,,,,,,,104.8131262,560,11,25095,500.0
280500,500.0,280399,-2.3006443977355957,0.0003,-18.376638412475586,112.23037160000001,0.0057115210220217705,0.20423486828804016,,,,,
281000,500.0,280899,1.7533820867538452,0.0003,-17.51343536376953,126.75720120000001,0.0057791611179709435,0.24114364385604858,,,,,
281500,500.0,281399,-3.079133987426758,0.0003,-17.775331497192383,144.9249922,0.0057506137527525425,0.21724572777748108,,,,,
282000,500.0,281899,1.03061044216156,0.0003,-18.07364273071289,152.00400559999997,0.005774698220193386,0.23966315388679504,,,,,
282000,,,,,,,,,105.92800967,564,11,25279,500.0
282500,500.0,282399,-1.0743699073791504,0.0003,-18.97743034362793,95.28580699999999,0.005780084058642387,0.9130825400352478,,,,,
283000,500.0,282899,-1.9401872158050537,0.0003,-18.66834831237793,124.61332780000001,0.005705524235963821,0.33047202229499817,,,,,
283500,500.0,283399,-0.65553879737854,0.0003,-17.293853759765625,173.3769014,0.00561728049069643,0.5048747062683105,,,,,
284000,500.0,283899,-0.003203868865966797,0.0003,-18.445676803588867,104.02385140000001,0.005657882895320654,0.2102242112159729,,,,,
284000,,,,,,,,,106.00197983,568,11,25463,500.0
284500,500.0,284399,-1.708449125289917,0.0003,-19.548030853271484,183.89936659999998,0.005495490971952677,1.9326748847961426,,,,,
285000,500.0,284899,0.41886138916015625,0.0003,-18.478487014770508,105.8860044,0.0055772592313587666,0.21627220511436462,,,,,
285500,500.0,285399,-2.738039493560791,0.0003,-18.666709899902344,74.89838160000001,0.005730270408093929,1.3979160785675049,,,,,
286000,500.0,285899,0.6446620225906372,0.0003,-18.656524658203125,86.6561654,0.005887620151042938,0.21311965584754944,,,,,
286000,,,,,,,,,105.03012424999999,572,11,25644,500.0
286500,500.0,286399,-0.35238027572631836,0.0003,-18.54435920715332,107.5992432,0.005772928241640329,0.23007313907146454,,,,,
287000,500.0,286899,0.8520952463150024,0.0003,-18.640798568725586,83.66625339999999,0.00572564359754324,1.103269338607788,,,,,
287500,500.0,287399,2.165046215057373,0.0003,-17.966083526611328,126.13246279999998,0.005832683760672808,1.12263822555542,,,,,
288000,500.0,287899,-0.1677623689174652,0.0003,-18.090803146362305,116.82435840000001,0.005685932002961636,0.24062177538871765,,,,,
288000,,,,,,,,,105.48818260999997,576,11,25828,500.0
288500,500.0,288399,-0.5162162780761719,0.0003,-18.62500762939453,109.3585664,0.005689021199941635,0.33567023277282715,,,,,
289000,500.0,288899,1.7614140510559082,0.0003,-19.12387466430664,141.54840959999999,0.005795113742351532,0.6770247220993042,,,,,
289500,500.0,289399,0.14805734157562256,0.0003,-19.058080673217773,169.13106420000003,0.005869981832802296,0.7346431612968445,,,,,
290000,500.0,289899,1.2162001132965088,0.0003,-18.48415756225586,170.43992559999998,0.005702272057533264,0.22703798115253448,,,,,
290000,,,,,,,,,105.37274404999998,580,11,26014,500.0
290500,500.0,290399,0.5963665246963501,0.0003,-18.156963348388672,84.3930312,0.005680742207914591,0.27957725524902344,,,,,
291000,500.0,290899,-1.2782673835754395,0.0003,-18.580869674682617,102.35539659999998,0.005714054685086012,1.4244630336761475,,,,,
291500,500.0,291399,-1.5123367309570312,0.0003,-18.872093200683594,119.3122366,0.005881115794181824,0.39997273683547974,,,,,
292000,500.0,291899,-0.6082632541656494,0.0003,-18.065322875976562,143.6899818,0.00599977932870388,0.2656037211418152,,,,,
292000,,,,,,,,,106.85839338,584,11,26198,500.0
292500,500.0,292399,-0.28141283988952637,0.0003,-18.66084098815918,104.0008946,0.005943872965872288,2.181778907775879,,,,,
293000,500.0,292899,1.2204259634017944,0.0003,-17.415184020996094,123.43170740000001,0.0057497527450323105,0.296924889087677,,,,,
293500,500.0,293399,-2.5839836597442627,0.0003,-19.945072174072266,119.46986919999999,0.0058985622599720955,0.2851402163505554,,,,,
294000,500.0,293899,0.47709763050079346,0.0003,-19.0628662109375,166.303931,0.006020498927682638,2.7820687294006348,,,,,
294000,,,,,,,,,109.94264941,588,11,26382,500.0
294500,500.0,294399,-1.1751854419708252,0.0003,-18.79965591430664,98.8676248,0.005816885270178318,0.3262614905834198,,,,,
295000,500.0,294899,3.6462271213531494,0.0003,-18.861082077026367,134.41661100000002,0.005746102426201105,0.30934372544288635,,,,,
295500,500.0,295399,0.3675845265388489,0.0003,-19.493419647216797,87.46813219999999,0.005886651575565338,0.31352317333221436,,,,,
296000,500.0,295899,1.2179250717163086,0.0003,-18.538328170776367,101.1361134,0.006116579286754131,0.28444188833236694,,,,,
296000,,,,,,,,,107.13942444000003,592,11,26563,500.0
296500,500.0,296399,1.595679759979248,0.0003,-18.32495880126953,140.85028,0.006009832490235567,3.0664453506469727,,,,,
297000,500.0,296899,1.7031233310699463,0.0003,-18.672042846679688,153.21900179999997,0.005836990661919117,0.6796708703041077,,,,,
297500,500.0,297399,2.978618621826172,0.0003,-20.099079132080078,146.80477439999999,0.006098526064306498,0.3132779002189636,,,,,
298000,500.0,297899,-0.44845300912857056,0.0003,-18.584423065185547,142.16482919999999,0.006175671238452196,0.38884395360946655,,,,,
298000,,,,,,,,,106.69366615999999,596,11,26747,500.0
298500,500.0,298399,0.751300573348999,0.0003,-18.941753387451172,107.57745919999999,0.0060750143602490425,1.5637292861938477,,,,,
299000,500.0,298899,0.05067598819732666,0.0003,-18.673988342285156,114.51257720000001,0.006151014007627964,0.3362644910812378,,,,,
299500,500.0,299399,0.21394959092140198,0.0003,-19.225936889648438,121.78272,0.006029327865689993,2.647603750228882,,,,,
300000,500.0,299899,-0.5057286620140076,0.0003,-18.613025665283203,132.1954174,0.005997010972350836,0.30262094736099243,,,,,
300000,,,,,,,,,110.94248096,600,11,26930,500.0
300500,500.0,300399,4.031463146209717,0.0003,-18.916278839111328,207.9629984,0.006125552114099264,0.3833077847957611,,,,,
301000,500.0,300899,0.9773693680763245,0.0003,-18.99404525756836,122.021403,0.006179268006235361,0.3670731484889984,,,,,
301500,500.0,301399,2.7076754570007324,0.0003,-19.07891082763672,93.094644,0.0062836771830916405,0.3401825726032257,,,,,
302000,500.0,301899,-0.22073107957839966,0.0003,-18.44123077392578,123.36202779999999,0.006204668898135424,0.30146193504333496,,,,,
302000,,,,,,,,,110.81136611999999,604,11,27113,500.0
302500,500.0,302399,4.838674068450928,0.0003,-18.87298583984375,138.016577,0.0063944412395358086,0.42190343141555786,,,,,
303000,500.0,302899,-0.49123966693878174,0.0003,-19.178035736083984,157.5676014,0.00614508893340826,0.3462603688240051,,,,,
303500,500.0,303399,0.2236090898513794,0.0003,-19.310922622680664,108.8541658,0.006231335457414389,0.39980366826057434,,,,,
304000,500.0,303899,-0.9104573726654053,0.0003,-18.660232543945312,90.77783160000001,0.006139775738120079,1.3205533027648926,,,,,
304000,,,,,,,,,109.11028666,608,11,27296,500.0
304500,500.0,304399,-0.6347299814224243,0.0003,-18.998302459716797,183.1287856,0.006258039735257626,0.3369220495223999,,,,,
305000,500.0,304899,0.6685273051261902,0.0003,-19.570581436157227,78.6124112,0.006287351716309786,0.29483431577682495,,,,,
305500,500.0,305399,3.2228429317474365,0.0003,-19.088863372802734,109.93245099999999,0.0063895247876644135,0.4184802174568176,,,,,
306000,500.0,305899,-0.927993893623352,0.0003,-18.44446563720703,196.5532244,0.006498791743069887,0.38691142201423645,,,,,
306000,,,,,,,,,107.62565240999999,612,11,27480,500.0
306500,500.0,306399,-1.0329736471176147,0.0003,-20.104955673217773,191.4775468,0.006478640250861645,0.35201653838157654,,,,,
307000,500.0,306899,0.3839889466762543,0.0003,-19.523048400878906,88.22662820000001,0.006389768794178963,2.348580837249756,,,,,
307500,500.0,307399,0.9765640497207642,0.0003,-18.405298233032227,138.39781539999998,0.006289342883974314,0.3855716288089752,,,,,
308000,500.0,307899,0.7473114728927612,0.0003,-20.07952308654785,92.06425479999999,0.006441604346036911,0.40419644117355347,,,,,
308000,,,,,,,,,107.36412541000001,616,11,27662,500.0
308500,500.0,308399,0.19865620136260986,0.0003,-19.340023040771484,102.09496659999999,0.0064960867166519165,0.3333911597728729,,,,,
309000,500.0,308899,-0.6577670574188232,0.0003,-20.60795783996582,130.7621648,0.006542564369738102,0.43820732831954956,,,,,
309500,500.0,309399,0.5493431091308594,0.0003,-19.406490325927734,116.10480820000001,0.006737927440553904,0.7380436658859253,,,,,
310000,500.0,309899,-1.34470534324646,0.0003,-19.542402267456055,78.9745198,0.006662801373749971,3.0898585319519043,,,,,
310000,,,,,,,,,104.91360778999999,620,11,27844,500.0
310500,500.0,310399,2.2146387100219727,0.0003,-18.919734954833984,106.219696,0.006517508067190647,0.4011958837509155,,,,,
311000,500.0,310899,-1.8812191486358643,0.0003,-19.167644500732422,151.3304922,0.006795159541070461,0.45617395639419556,,,,,
311500,500.0,311399,0.2934580445289612,0.0003,-20.566375732421875,218.387629,0.006758663337677717,0.45495182275772095,,,,,
312000,500.0,311899,-0.6332008838653564,0.0003,-19.86074447631836,129.1637242,0.006767951417714357,1.675905704498291,,,,,
312000,,,,,,,,,104.15315332,624,11,28028,500.0
312500,500.0,312399,-1.8712495565414429,0.0003,-19.078094482421875,222.6090698,0.006962249055504799,0.36688923835754395,,,,,
313000,500.0,312899,-0.1546233892440796,0.0003,-19.281021118164062,173.28922719999997,0.006957822013646364,0.6539496183395386,,,,,
313500,500.0,313399,-0.37971049547195435,0.0003,-19.945262908935547,112.1505822,0.006998740136623383,0.3752860426902771,,,,,
314000,500.0,313899,1.3193429708480835,0.0003,-21.401020050048828,135.02624960000003,0.006921174004673958,0.5259595513343811,,,,,
314000,,,,,,,,,101.83762249000002,628,11,28213,500.0
314500,500.0,314399,2.422950029373169,0.0003,-20.17120361328125,168.4934824,0.007127170450985432,0.5050148367881775,,,,,
315000,500.0,314899,-0.9411710500717163,0.0003,-19.79438018798828,105.75778099999998,0.007006082218140364,0.4199928641319275,,,,,
315500,500.0,315399,1.7962415218353271,0.0003,-20.388837814331055,154.7638796,0.007124296389520168,0.8070833683013916,,,,,
316000,500.0,315899,-1.999546766281128,0.0003,-19.84249496459961,137.7498368,0.007154406979680061,0.4061358869075775,,,,,
316000,,,,,,,,,102.77741071999999,632,11,28397,500.0
316500,500.0,316399,-0.44596612453460693,0.0003,-19.04291534423828,116.1979836,0.007262492552399635,1.623913288116455,,,,,
317000,500.0,316899,-1.1795966625213623,0.0003,-20.384193420410156,112.901594,0.007080836687237024,0.5167806148529053,,,,,
317500,500.0,317399,3.092475414276123,0.0003,-20.42433738708496,146.181607,0.007256479933857918,1.7300347089767456,,,,,
318000,500.0,317899,-1.7214784622192383,0.0003,-20.670475006103516,170.43821280000003,0.007261280436068773,0.9563720226287842,,,,,
318000,,,,,,,,,100.42214897,636,11,28579,500.0
318500,500.0,318399,-2.305753707885742,0.0003,-20.079025268554688,108.3641644,0.007361473515629768,0.6145738363265991,,,,,
319000,500.0,318899,-2.0003018379211426,0.0003,-20.45433807373047,101.9150934,0.007462176028639078,0.5076754689216614,,,,,
319500,500.0,319399,-1.3405930995941162,0.0003,-20.99366569519043,107.8515754,0.007663109339773655,2.45534086227417,,,,,
320000,500.0,319899,3.12260103225708,0.0003,-21.678565979003906,121.5172466,0.007458885200321674,0.5349365472793579,,,,,
320000,,,,,,,,,98.81044173000001,640,11,28762,500.0
320500,500.0,320399,-2.145256996154785,0.0003,-21.0065975189209,105.89040599999998,0.0073973992839455605,2.178910255432129,,,,,
321000,500.0,320899,-3.1640350818634033,0.0003,-20.858680725097656,146.55874120000001,0.007564606610685587,0.5816944241523743,,,,,
321500,500.0,321399,0.2555232346057892,0.0003,-21.644981384277344,110.2147888,0.0077242981642484665,0.7800101041793823,,,,,
322000,500.0,321899,0.36740946769714355,0.0003,-22.698646545410156,136.56826440000003,0.00766042061150074,0.6391879320144653,,,,,
322000,,,,,,,,,98.83182262,644,11,28945,500.0
322500,500.0,322399,1.6471474170684814,0.0003,-20.588682174682617,82.5351634,0.007843724451959133,0.9749958515167236,,,,,
323000,500.0,322899,-0.16420507431030273,0.0003,-21.99936294555664,105.9793568,0.007853949442505836,0.7301521897315979,,,,,
323500,500.0,323399,-1.191218376159668,0.0003,-21.364665985107422,133.7001856,0.008289718069136143,0.6217851042747498,,,,,
324000,500.0,323899,0.8632491827011108,0.0003,-20.044418334960938,109.1010816,0.008267583325505257,0.7667901515960693,,,,,
324000,,,,,,,,,97.41525144,648,11,29128,500.0
324500,500.0,324399,-0.14839482307434082,0.0003,-22.17917251586914,154.9119486,0.008431829512119293,0.6967495679855347,,,,,
325000,500.0,324899,1.1632815599441528,0.0003,-22.343833923339844,99.0133514,0.008626089431345463,6.793118476867676,,,,,
325500,500.0,325399,1.5888453722000122,0.0003,-21.74781036376953,85.49546000000001,0.008540797978639603,2.5582423210144043,,,,,
326000,500.0,325899,-0.27634572982788086,0.0003,-20.707460403442383,59.9034434,0.008573547005653381,5.861309051513672,,,,,
326000,,,,,,,,,97.28322985999999,652,11,29309,500.0
326500,500.0,326399,2.8235349655151367,0.0003,-21.443767547607422,104.987374,0.008843082003295422,0.5385593771934509,,,,,
327000,500.0,326899,0.7165411710739136,0.0003,-23.294925689697266,123.9052654,0.008610091172158718,2.1926887035369873,,,,,
327500,500.0,327399,1.9323437213897705,0.0003,-22.572731018066406,119.25564019999999,0.008825111202895641,1.0573800802230835,,,,,
328000,500.0,327899,-3.138742446899414,0.0003,-21.9754638671875,120.42150159999998,0.00898062251508236,0.7393507957458496,,,,,
328000,,,,,,,,,95.28841504,656,11,29493,500.0
328500,500.0,328399,0.8582356572151184,0.0003,-22.477169036865234,124.28792500000002,0.009322647005319595,0.6447142362594604,,,,,
329000,500.0,328899,0.026368796825408936,0.0003,-23.220794677734375,100.92459760000001,0.009088433347642422,0.9401513338088989,,,,,
329500,500.0,329399,0.7425099611282349,0.0003,-22.713518142700195,72.87717160000001,0.009247605688869953,0.7471641302108765,,,,,
330000,500.0,329899,-1.506047010421753,0.0003,-22.448867797851562,87.10517139999999,0.009054706431925297,0.7041102647781372,,,,,
330000,,,,,,,,,97.61760167,660,11,29676,500.0
330500,500.0,330399,1.536968469619751,0.0003,-23.066225051879883,100.6316932,0.008886048570275307,0.7057437300682068,,,,,
331000,500.0,330899,1.1334466934204102,0.0003,-22.329769134521484,136.9046128,0.009309515357017517,3.653256893157959,,,,,
331500,500.0,331399,0.907373309135437,0.0003,-23.241188049316406,123.11801679999999,0.009716070257127285,0.8107228875160217,,,,,
332000,500.0,331899,3.298971176147461,0.0003,-23.0257568359375,91.75606020000001,0.00989094004034996,0.7682825326919556,,,,,
332000,,,,,,,,,95.72267854999998,664,11,29859,500.0
332500,500.0,332399,1.2513232231140137,0.0003,-22.442808151245117,90.244885,0.009831312112510204,0.8190906047821045,,,,,
333000,500.0,332899,-1.739564061164856,0.0003,-23.74093246459961,106.98311559999999,0.0095199691131711,0.9613164067268372,,,,,
333500,500.0,333399,0.4111737906932831,0.0003,-23.384719848632812,92.4320572,0.009474574588239193,0.7127852439880371,,,,,
334000,500.0,333899,2.7455148696899414,0.0003,-25.757122039794922,88.5261426,0.009738764725625515,1.0104260444641113,,,,,
334000,,,,,,,,,94.10194438999999,668,11,30040,500.0
334500,500.0,334399,0.27707991003990173,0.0003,-24.045499801635742,77.792283,0.009719197638332844,1.5274627208709717,,,,,
335000,500.0,334899,1.4252570867538452,0.0003,-25.062286376953125,72.64855359999999,0.010211118496954441,0.9579801559448242,,,,,
335500,500.0,335399,-1.6276551485061646,0.0003,-24.799610137939453,43.4229148,0.010207828134298325,0.8863158822059631,,,,,
336000,500.0,335899,-0.14398634433746338,0.0003,-25.14868927001953,42.231359999999995,0.010165544226765633,1.2310049533843994,,,,,
336000,,,,,,,,,96.55636569000002,672,11,30226,500.0
336500,500.0,336399,2.1757452487945557,0.0003,-25.48514175415039,31.3856634,0.010392391122877598,0.8808912038803101,,,,,
337000,500.0,336899,1.3517214059829712,0.0003,-25.950119018554688,88.0520806,0.010292181745171547,1.8772555589675903,,,,,
337500,500.0,337399,2.1715667247772217,0.0003,-25.578716278076172,98.37637079999999,0.010767224244773388,1.2311997413635254,,,,,
338000,500.0,337899,-0.6590464115142822,0.0003,-26.54404640197754,10.3274054,0.010981631465256214,1.2310627698898315,,,,,
338000,,,,,,,,,92.77863109,676,11,30414,500.0
338500,500.0,338399,-0.985965371131897,0.0003,-24.811107635498047,0.23276919999999998,0.010663075372576714,2.400886058807373,,,,,
339000,500.0,338899,2.315889835357666,0.0003,-26.34467315673828,0.1676116,0.010799653828144073,1.660157561302185,,,,,
339500,500.0,339399,-0.7532175183296204,0.0003,-25.691591262817383,0.0776076,0.011165442876517773,1.1352025270462036,,,,,
340000,500.0,339899,-1.053287148475647,0.0003,-26.493083953857422,0.5493712000000001,0.011535236611962318,1.8239924907684326,,,,,
340000,,,,,,,,,91.55586677000001,680,11,30599,500.0
340500,500.0,340399,-1.661935567855835,0.0003,-28.246986389160156,0.38852380000000003,0.011297015473246574,4.411581039428711,,,,,
341000,500.0,340899,0.039369940757751465,0.0003,-27.544689178466797,0.4230138,0.011767454445362091,1.7495529651641846,,,,,
