train/critic_loss,train/learning_rate,transfer/num_new_policy,transfer/reuse_phi,transfer/num_random,train/actor_loss,train/ent_coef_loss,eval/mean_reward,transfer/num_old_policy,eval/mean_ep_length,transfer/epsilon,train/n_updates,time/total_timesteps,train/ent_coef,time/episodes,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean
1.0920357704162598,0.0003,469,9.401228705558595e-12,10,-55.903419494628906,-0.7382076382637024,2.2459332,17,500.0,0.9999999999905987,13999,14000,0.034769583493471146,,,,,
,,,,,,,,,,,,14000,,28,1759,7,15.411519428571426,500.0
1.424076795578003,0.0003,465,9.401228705558595e-12,11,-56.130706787109375,0.59902024269104,2.1061816,20,500.0,0.9999999999905987,14499,14500,0.03444754332304001,,,,,
1.3403657674789429,0.0003,468,9.401228705558595e-12,8,-55.717708587646484,-0.25696778297424316,2.1914418000000007,20,500.0,0.9999999999905987,14999,15000,0.03333830460906029,,,,,
0.9528436660766602,0.0003,462,9.401228705558595e-12,10,-56.06794738769531,1.1678471565246582,2.2845256,24,500.0,0.9999999999905987,15499,15500,0.03221489489078522,,,,,
0.9613205790519714,0.0003,467,9.401228705558595e-12,9,-55.84103012084961,0.7901692390441895,3.7690612000000003,20,500.0,0.9999999999905987,15999,16000,0.031550824642181396,,,,,
,,,,,,,,,,,,16000,,32,2003,7,14.252854531250001,500.0
4.691831111907959,0.0003,471,9.401228705558595e-12,5,-57.07996368408203,0.45885875821113586,2.9981795999999994,20,500.0,0.9999999999905987,16499,16500,0.03143759071826935,,,,,
0.916676938533783,0.0003,464,9.401228705558595e-12,12,-56.26283645629883,-0.6024843454360962,2.6410752,20,500.0,0.9999999999905987,16999,17000,0.031396545469760895,,,,,
0.9744628667831421,0.0003,470,9.401228705558595e-12,3,-56.57997131347656,-1.7854865789413452,3.4815394000000004,23,500.0,0.9999999999905987,17499,17500,0.03140779957175255,,,,,
8.571308135986328,0.0003,469,9.401228705558595e-12,11,-56.43544387817383,-0.07305264472961426,3.6544254,16,500.0,0.9999999999905987,17999,18000,0.03180031478404999,,,,,
,,,,,,,,,,,,18000,,36,2249,8,14.00389327777778,500.0
1.274358868598938,0.0003,469,9.401228705558595e-12,8,-57.83358383178711,2.9111666679382324,2.015173,19,500.0,0.9999999999905987,18499,18500,0.0316903218626976,,,,,
8.950155258178711,0.0003,465,9.401228705558595e-12,11,-56.75563049316406,-0.07112056016921997,5.6503266000000005,20,500.0,0.9999999999905987,18999,19000,0.03042372688651085,,,,,
0.9349614381790161,0.0003,462,9.401228705558595e-12,8,-57.139373779296875,-0.7799124121665955,5.405043600000001,26,500.0,0.9999999999905987,19499,19500,0.03081030398607254,,,,,
1.169198751449585,0.0003,467,9.401228705558595e-12,8,-55.712547302246094,-1.3663172721862793,4.0678604,21,500.0,0.9999999999905987,19999,20000,0.030611781403422356,,,,,
,,,,,,,,,,,,20000,,40,2496,8,13.337882374999998,500.0
1.0346301794052124,0.0003,466,9.401228705558595e-12,7,-55.49724578857422,-0.47274118661880493,4.225987,23,500.0,0.9999999999905987,20499,20500,0.030472610145807266,,,,,
1.065492868423462,0.0003,471,9.401228705558595e-12,9,-55.355438232421875,-0.8572090268135071,6.624855999999999,16,500.0,0.9999999999905987,20999,21000,0.030570363625884056,,,,,
0.8855482935905457,0.0003,469,9.401228705558595e-12,9,-53.60554504394531,-0.6202129125595093,3.4711396,18,500.0,0.9999999999905987,21499,21500,0.029559999704360962,,,,,
1.085688829421997,0.0003,462,9.401228705558595e-12,12,-54.36328125,-3.2659494876861572,2.7728488,22,500.0,0.9999999999905987,21999,22000,0.029047174379229546,,,,,
,,,,,,,,,,,,22000,,44,2742,8,13.808313749999996,500.0
1.367759108543396,0.0003,469,9.401228705558595e-12,10,-54.99931335449219,3.42289137840271,5.034217,17,500.0,0.9999999999905987,22499,22500,0.028908120468258858,,,,,
0.9808690547943115,0.0003,469,9.401228705558595e-12,10,-53.961204528808594,-1.193723440170288,3.9513787999999996,17,500.0,0.9999999999905987,22999,23000,0.029125632718205452,,,,,
2.9738783836364746,0.0003,465,9.401228705558595e-12,8,-52.849769592285156,-0.19019794464111328,3.049711,23,500.0,0.9999999999905987,23499,23500,0.02905871346592903,,,,,
1.1783125400543213,0.0003,461,9.401228705558595e-12,11,-53.98157501220703,-0.8768275380134583,2.3478904,24,500.0,0.9999999999905987,23999,24000,0.029086314141750336,,,,,
,,,,,,,,,,,,24000,,48,2985,8,13.198792479166668,500.0
8.708333969116211,0.0003,465,9.401228705558595e-12,8,-52.68096923828125,0.28165870904922485,3.1189253999999997,23,500.0,0.9999999999905987,24499,24500,0.029149413108825684,,,,,
1.3694614171981812,0.0003,464,9.401228705558595e-12,14,-52.74082565307617,0.18996238708496094,2.3229672,18,500.0,0.9999999999905987,24999,25000,0.028436169028282166,,,,,
4.1108293533325195,0.0003,465,9.401228705558595e-12,9,-55.62882995605469,-1.5499848127365112,8.2432356,22,500.0,0.9999999999905987,25499,25500,0.028009820729494095,,,,,
6.115865707397461,0.0003,462,9.401228705558595e-12,16,-53.759342193603516,0.8989213705062866,1.9863667999999997,18,500.0,0.9999999999905987,25999,26000,0.027720576152205467,,,,,
,,,,,,,,,,,,26000,,52,3228,8,13.260078192307693,500.0
1.7265101671218872,0.0003,461,9.401228705558595e-12,13,-53.55741882324219,-0.5180261135101318,1.4353548,22,500.0,0.9999999999905987,26499,26500,0.02703414484858513,,,,,
1.5414490699768066,0.0003,454,9.401228705558595e-12,12,-54.081275939941406,-0.3247981667518616,4.7589276,30,500.0,0.9999999999905987,26999,27000,0.026991773396730423,,,,,
1.3152601718902588,0.0003,464,9.401228705558595e-12,7,-52.010986328125,0.7061669826507568,1.9779710000000001,25,500.0,0.9999999999905987,27499,27500,0.02731616422533989,,,,,
4.706363677978516,0.0003,469,9.401228705558595e-12,9,-51.925193786621094,-1.3231149911880493,2.0699436,18,500.0,0.9999999999905987,27999,28000,0.02708175592124462,,,,,
,,,,,,,,,,,,28000,,56,3472,8,13.467789125,500.0
1.1237156391143799,0.0003,462,9.401228705558595e-12,6,-51.299583435058594,-2.0767242908477783,2.05766,28,500.0,0.9999999999905987,28499,28500,0.02738010883331299,,,,,
5.216778755187988,0.0003,470,9.401228705558595e-12,8,-51.418704986572266,1.6513301134109497,1.9380220000000001,18,500.0,0.9999999999905987,28999,29000,0.027474448084831238,,,,,
2.366922378540039,0.0003,469,9.401228705558595e-12,10,-51.92232131958008,3.442931652069092,2.1093106,17,500.0,0.9999999999905987,29499,29500,0.026744166389107704,,,,,
2.4854836463928223,0.0003,466,9.401228705558595e-12,12,-50.07715606689453,-1.5250792503356934,2.0954258,18,500.0,0.9999999999905987,29999,30000,0.02723872661590576,,,,,
,,,,,,,,,,,,30000,,60,3715,8,13.93460325,500.0
1.4788129329681396,0.0003,468,9.401228705558595e-12,10,-51.20842742919922,0.18482863903045654,2.0833767999999995,18,500.0,0.9999999999905987,30499,30500,0.027650587260723114,,,,,
2.23309063911438,0.0003,467,9.401228705558595e-12,10,-52.27061080932617,-0.21398675441741943,2.6833768,19,500.0,0.9999999999905987,30999,31000,0.026546122506260872,,,,,
1.690786361694336,0.0003,467,9.401228705558595e-12,7,-52.76952362060547,-0.0063450634479522705,2.1408859999999996,22,500.0,0.9999999999905987,31499,31500,0.026733722537755966,,,,,
1.1961448192596436,0.0003,468,9.401228705558595e-12,7,-49.80340576171875,-1.2083697319030762,2.099245,21,500.0,0.9999999999905987,31999,32000,0.026799440383911133,,,,,
,,,,,,,,,,,,32000,,64,3957,8,13.5881415,500.0
1.3091461658477783,0.0003,464,9.401228705558595e-12,14,-47.504695892333984,-1.9637105464935303,2.0911466,18,500.0,0.9999999999905987,32499,32500,0.027116378769278526,,,,,
13.066856384277344,0.0003,461,9.401228705558595e-12,15,-49.935272216796875,-0.9202572703361511,2.0732188,20,500.0,0.9999999999905987,32999,33000,0.026671279221773148,,,,,
2.208280086517334,0.0003,467,9.401228705558595e-12,10,-49.60639953613281,-0.7114577889442444,2.265309,19,500.0,0.9999999999905987,33499,33500,0.026128225028514862,,,,,
1.064447283744812,0.0003,468,9.401228705558595e-12,4,-48.90896987915039,-0.34704262018203735,2.8062956,24,500.0,0.9999999999905987,33999,34000,0.0258786641061306,,,,,
,,,,,,,,,,,,34000,,68,4201,8,13.731359779411763,500.0
1.2005540132522583,0.0003,465,9.401228705558595e-12,10,-49.212127685546875,-1.6795375347137451,1.7459104,21,500.0,0.9999999999905987,34499,34500,0.02558969147503376,,,,,
15.321683883666992,0.0003,464,9.401228705558595e-12,7,-50.38035202026367,1.2213280200958252,2.0733827999999996,25,500.0,0.9999999999905987,34999,35000,0.02554897405207157,,,,,
1.1679749488830566,0.0003,469,9.401228705558595e-12,12,-49.15158462524414,0.15906435251235962,3.1958752,15,500.0,0.9999999999905987,35499,35500,0.02598666585981846,,,,,
2.7812552452087402,0.0003,466,9.401228705558595e-12,13,-49.496524810791016,-0.9086150527000427,2.4042584,17,500.0,0.9999999999905987,35999,36000,0.025797607377171516,,,,,
,,,,,,,,,,,,36000,,72,4441,8,13.5323955,500.0
1.4158356189727783,0.0003,461,9.401228705558595e-12,14,-51.84484100341797,0.3660382032394409,3.1112384000000004,21,500.0,0.9999999999905987,36499,36500,0.025827540084719658,,,,,
2.118642807006836,0.0003,463,9.401228705558595e-12,10,-47.395851135253906,0.6879069805145264,2.6798262,23,500.0,0.9999999999905987,36999,37000,0.025313911959528923,,,,,
1.5553455352783203,0.0003,467,9.401228705558595e-12,9,-46.93059539794922,1.563799262046814,2.369988,20,500.0,0.9999999999905987,37499,37500,0.025478545576334,,,,,
9.857105255126953,0.0003,456,9.401228705558595e-12,15,-48.97224044799805,4.0312323570251465,1.9161548,25,500.0,0.9999999999905987,37999,38000,0.02572472020983696,,,,,
,,,,,,,,,,,,38000,,76,4686,8,13.401665184210529,500.0
2.2585055828094482,0.0003,465,9.401228705558595e-12,12,-47.642642974853516,0.7393074035644531,1.7047143999999999,19,500.0,0.9999999999905987,38499,38500,0.026035526767373085,,,,,
1.2024023532867432,0.0003,462,9.401228705558595e-12,6,-48.476341247558594,1.1675941944122314,2.3797129999999997,28,500.0,0.9999999999905987,38999,39000,0.026388371363282204,,,,,
13.379438400268555,0.0003,468,9.401228705558595e-12,7,-46.404476165771484,0.8604550361633301,2.0646394,21,500.0,0.9999999999905987,39499,39500,0.026267699897289276,,,,,
1.337624192237854,0.0003,464,9.401228705558595e-12,9,-47.263710021972656,-0.024831384420394897,2.2385352000000003,23,500.0,0.9999999999905987,39999,40000,0.02575703151524067,,,,,
,,,,,,,,,,,,40000,,80,4928,8,13.211449925,500.0
1.8413186073303223,0.0003,472,9.401228705558595e-12,4,-47.021026611328125,1.702573299407959,2.3102396,20,500.0,0.9999999999905987,40499,40500,0.026653874665498734,,,,,
4.028799057006836,0.0003,461,9.401228705558595e-12,12,-45.742431640625,1.1754964590072632,2.1434696,23,500.0,0.9999999999905987,40999,41000,0.02730454131960869,,,,,
1.5685162544250488,0.0003,461,9.401228705558595e-12,12,-47.547237396240234,0.0024306774139404297,2.2223762000000002,23,500.0,0.9999999999905987,41499,41500,0.02744808979332447,,,,,
9.450521469116211,0.0003,466,9.401228705558595e-12,9,-44.465362548828125,-1.2878317832946777,2.1189780000000003,21,500.0,0.9999999999905987,41999,42000,0.02720685303211212,,,,,
,,,,,,,,,,,,42000,,84,5172,8,13.148033309523809,500.0
2.793004035949707,0.0003,465,9.401228705558595e-12,10,-42.399253845214844,-1.4063764810562134,2.4008138000000003,21,500.0,0.9999999999905987,42499,42500,0.027113908901810646,,,,,
4.046142578125,0.0003,468,9.401228705558595e-12,10,-45.63616180419922,-1.0379586219787598,2.2414652,18,500.0,0.9999999999905987,42999,43000,0.02797323651611805,,,,,
5.997852325439453,0.0003,467,9.401228705558595e-12,11,-47.80767822265625,1.2173025608062744,2.1633331999999994,18,500.0,0.9999999999905987,43499,43500,0.027747811749577522,,,,,
5.349613666534424,0.0003,468,9.401228705558595e-12,6,-45.555355072021484,-0.40491124987602234,2.0810968,22,500.0,0.9999999999905987,43999,44000,0.0279545821249485,,,,,
,,,,,,,,,,,,44000,,88,5416,8,12.878441068181816,500.0
6.990811824798584,0.0003,470,9.401228705558595e-12,8,-47.23719787597656,0.35213160514831543,2.0715536000000006,18,500.0,0.9999999999905987,44499,44500,0.02817460335791111,,,,,
1.6225013732910156,0.0003,471,9.401228705558595e-12,10,-47.93241882324219,0.32712477445602417,2.0397787999999997,15,500.0,0.9999999999905987,44999,45000,0.02876356616616249,,,,,
5.958139419555664,0.0003,464,9.401228705558595e-12,9,-47.344627380371094,0.8546624779701233,1.7407936,23,500.0,0.9999999999905987,45499,45500,0.02969548851251602,,,,,
1.9622656106948853,0.0003,465,9.401228705558595e-12,12,-46.96664047241211,-0.5620755553245544,2.5623430000000003,19,500.0,0.9999999999905987,45999,46000,0.029092326760292053,,,,,
,,,,,,,,,,,,46000,,92,5665,8,12.753391043478258,500.0
2.176806926727295,0.0003,472,9.401228705558595e-12,7,-44.98257827758789,-0.3321346640586853,2.8175516000000003,17,500.0,0.9999999999905987,46499,46500,0.02900969609618187,,,,,
1.5862621068954468,0.0003,467,9.401228705558595e-12,10,-44.592159271240234,0.6754711866378784,2.3901122,19,500.0,0.9999999999905987,46999,47000,0.028357408940792084,,,,,
3.946106195449829,0.0003,464,9.401228705558595e-12,12,-48.51515197753906,0.3291248679161072,2.223464,20,500.0,0.9999999999905987,47499,47500,0.029868245124816895,,,,,
1.6101133823394775,0.0003,460,9.401228705558595e-12,13,-44.914695739746094,0.14636510610580444,4.227727400000001,23,500.0,0.9999999999905987,47999,48000,0.029536012560129166,,,,,
,,,,,,,,,,,,48000,,96,5911,8,13.048364791666666,500.0
4.419682502746582,0.0003,471,9.401228705558595e-12,10,-50.82337951660156,-0.1923520565032959,3.4143674000000006,15,500.0,0.9999999999905987,48499,48500,0.030166642740368843,,,,,
10.575323104858398,0.0003,471,9.401228705558595e-12,6,-46.96124267578125,-0.025946110486984253,2.5433662000000004,19,500.0,0.9999999999905987,48999,49000,0.030884254723787308,,,,,
8.308378219604492,0.0003,460,9.401228705558595e-12,10,-49.92768859863281,-0.4461806118488312,3.054222,26,500.0,0.9999999999905987,49499,49500,0.031087864190340042,,,,,
6.607851505279541,0.0003,473,9.401228705558595e-12,7,-49.81875991821289,2.3595845699310303,2.2060188,16,500.0,0.9999999999905987,49999,50000,0.03135242685675621,,,,,
,,,,,,,,,,,,50000,,100,6159,8,13.231973720000001,500.0
2.0503382682800293,0.0003,460,9.401228705558595e-12,14,-48.67021560668945,0.5087822079658508,1.9953788,22,500.0,0.9999999999905987,50499,50500,0.032632976770401,,,,,
4.798427581787109,0.0003,466,9.401228705558595e-12,12,-52.76176071166992,-2.4364278316497803,2.0834808000000002,18,500.0,0.9999999999905987,50999,51000,0.03276735171675682,,,,,
8.808680534362793,0.0003,465,9.401228705558595e-12,9,-49.72350311279297,-0.2538623809814453,1.9069474,22,500.0,0.9999999999905987,51499,51500,0.03353431820869446,,,,,
2.118335723876953,0.0003,469,9.401228705558595e-12,10,-50.84108352661133,-1.2590197324752808,2.250921,17,500.0,0.9999999999905987,51999,52000,0.032681435346603394,,,,,
,,,,,,,,,,,,52000,,104,6400,8,12.74625568,500.0
1.9713377952575684,0.0003,468,9.401228705558595e-12,6,-51.388648986816406,2.3986055850982666,1.9384763999999997,22,500.0,0.9999999999905987,52499,52500,0.032641056925058365,,,,,
3.7355434894561768,0.0003,457,9.401228705558595e-12,13,-55.998268127441406,3.397987127304077,2.1804509999999997,26,500.0,0.9999999999905987,52999,53000,0.03330375999212265,,,,,
3.0596323013305664,0.0003,463,9.401228705558595e-12,7,-50.31972885131836,-0.43254411220550537,1.7645046,26,500.0,0.9999999999905987,53499,53500,0.03345327824354172,,,,,
2.858278512954712,0.0003,470,9.401228705558595e-12,8,-54.0411262512207,0.3228963017463684,2.0524588,18,500.0,0.9999999999905987,53999,54000,0.03402366489171982,,,,,
,,,,,,,,,,,,54000,,108,6645,8,12.90728863,500.0
2.6572563648223877,0.0003,465,9.401228705558595e-12,9,-53.06787109375,-0.5758451223373413,2.2455162,22,500.0,0.9999999999905987,54499,54500,0.034551072865724564,,,,,
2.911125898361206,0.0003,467,9.401228705558595e-12,10,-53.14397430419922,0.08636385202407837,2.4382726000000003,19,500.0,0.9999999999905987,54999,55000,0.03486667200922966,,,,,
3.7242040634155273,0.0003,463,9.401228705558595e-12,9,-54.41490936279297,-0.022087931632995605,3.122392,24,500.0,0.9999999999905987,55499,55500,0.03614093363285065,,,,,
14.026166915893555,0.0003,470,9.401228705558595e-12,11,-53.53666305541992,1.3854867219924927,2.0614947999999997,15,500.0,0.9999999999905987,55999,56000,0.036385003477334976,,,,,
,,,,,,,,,,,,56000,,112,6894,8,13.28049869,500.0
3.5526163578033447,0.0003,469,9.401228705558595e-12,7,-52.69342803955078,0.5296977758407593,1.3037817999999999,20,500.0,0.9999999999905987,56499,56500,0.03734199330210686,,,,,
3.234023094177246,0.0003,463,9.401228705558595e-12,13,-57.69440841674805,0.24875305593013763,2.0747905999999996,20,500.0,0.9999999999905987,56999,57000,0.037658557295799255,,,,,
10.48645305633545,0.0003,467,9.401228705558595e-12,9,-57.31825256347656,0.14479823410511017,2.0698962,20,500.0,0.9999999999905987,57499,57500,0.03890315815806389,,,,,
3.2682738304138184,0.0003,470,9.401228705558595e-12,5,-57.66677474975586,3.057199239730835,3.318236,21,500.0,0.9999999999905987,57999,58000,0.03909047693014145,,,,,
,,,,,,,,,,,,58000,,116,7139,8,13.692198370000002,500.0
4.391088485717773,0.0003,463,9.401228705558595e-12,12,-60.82567596435547,-0.7226071357727051,2.1880417999999997,21,500.0,0.9999999999905987,58499,58500,0.040216006338596344,,,,,
4.986819267272949,0.0003,471,9.401228705558595e-12,8,-58.564476013183594,0.28137677907943726,2.273726,17,500.0,0.9999999999905987,58999,59000,0.04050176590681076,,,,,
3.9158873558044434,0.0003,464,9.401228705558595e-12,10,-55.38616943359375,-1.086694359779358,2.2061616,22,500.0,0.9999999999905987,59499,59500,0.04147656261920929,,,,,
3.7827649116516113,0.0003,467,9.401228705558595e-12,14,-63.386539459228516,0.25527843832969666,0.9674925999999999,15,500.0,0.9999999999905987,59999,60000,0.041740063577890396,,,,,
,,,,,,,,,,,,60000,,120,7385,8,14.16399976,500.0
3.7224621772766113,0.0003,464,9.401228705558595e-12,9,-61.29203796386719,0.978899359703064,2.102417,23,500.0,0.9999999999905987,60499,60500,0.04202151671051979,,,,,
5.470304489135742,0.0003,464,9.401228705558595e-12,6,-61.92194366455078,1.7856978178024292,2.0986432,26,500.0,0.9999999999905987,60999,61000,0.04121105745434761,,,,,
3.4538116455078125,0.0003,467,9.401228705558595e-12,12,-61.02875518798828,-0.0003727376461029053,1.5682757999999999,17,500.0,0.9999999999905987,61499,61500,0.0411919467151165,,,,,
3.970460891723633,0.0003,468,9.401228705558595e-12,8,-62.89299774169922,1.69167959690094,1.5422368,20,500.0,0.9999999999905987,61999,62000,0.041097186505794525,,,,,
,,,,,,,,,,,,62000,,124,7628,8,14.123880260000004,500.0
4.838345527648926,0.0003,461,9.401228705558595e-12,13,-59.0732421875,-0.5700830817222595,1.6930881999999996,22,500.0,0.9999999999905987,62499,62500,0.04174869507551193,,,,,
25.465166091918945,0.0003,466,9.401228705558595e-12,7,-62.99282455444336,0.9143729209899902,0.9276364000000001,23,500.0,0.9999999999905987,62999,63000,0.0420953594148159,,,,,
4.268477439880371,0.0003,466,9.401228705558595e-12,9,-61.76338577270508,-2.4871394634246826,1.343721,21,500.0,0.9999999999905987,63499,63500,0.04225417971611023,,,,,
5.214903354644775,0.0003,466,9.401228705558595e-12,12,-61.005733489990234,-0.4299418330192566,1.4624207999999999,18,500.0,0.9999999999905987,63999,64000,0.04276056960225105,,,,,
,,,,,,,,,,,,64000,,128,7872,8,14.663765840000002,500.0
91.57986450195312,0.0003,463,9.401228705558595e-12,14,-65.43473815917969,1.3292936086654663,2.0399986,19,500.0,0.9999999999905987,64499,64500,0.04402601346373558,,,,,
9.772457122802734,0.0003,465,9.401228705558595e-12,12,-66.06390380859375,-0.9259184002876282,1.6715125999999998,19,500.0,0.9999999999905987,64999,65000,0.04373786225914955,,,,,
5.535634517669678,0.0003,468,9.401228705558595e-12,15,-68.09657287597656,0.8164854645729065,1.9105179999999997,13,500.0,0.9999999999905987,65499,65500,0.04301515221595764,,,,,
4.7403411865234375,0.0003,470,9.401228705558595e-12,6,-66.91967010498047,-0.9373505115509033,1.6861246,20,500.0,0.9999999999905987,65999,66000,0.04232092574238777,,,,,
,,,,,,,,,,,,66000,,132,8115,8,15.114922920000001,500.0
3.9503095149993896,0.0003,469,9.401228705558595e-12,6,-67.71412658691406,0.10960887372493744,4.021079,21,500.0,0.9999999999905987,66499,66500,0.04270072281360626,,,,,
5.94245719909668,0.0003,469,9.401228705558595e-12,10,-66.89049530029297,0.18594597280025482,2.0427534,17,500.0,0.9999999999905987,66999,67000,0.04175030440092087,,,,,
4.417287826538086,0.0003,458,9.401228705558595e-12,18,-69.45266723632812,0.42719757556915283,2.1337438,20,500.0,0.9999999999905987,67499,67500,0.042370524257421494,,,,,
4.274956226348877,0.0003,461,9.401228705558595e-12,10,-67.27037048339844,-1.3010294437408447,2.0690902,25,500.0,0.9999999999905987,67999,68000,0.042607661336660385,,,,,
,,,,,,,,,,,,68000,,136,8360,8,19.55900246,500.0
5.088086128234863,0.0003,465,9.401228705558595e-12,10,-69.64111328125,1.1495208740234375,1.8738380000000003,21,500.0,0.9999999999905987,68499,68500,0.04293646290898323,,,,,
6.975059509277344,0.0003,466,9.401228705558595e-12,9,-66.83673095703125,0.6411043405532837,2.1343716,21,500.0,0.9999999999905987,68999,69000,0.04305705800652504,,,,,
11.706522941589355,0.0003,468,9.401228705558595e-12,12,-70.45565795898438,0.09480926394462585,3.4950518,16,500.0,0.9999999999905987,69499,69500,0.042899858206510544,,,,,
37.87737274169922,0.0003,465,9.401228705558595e-12,11,-69.27320098876953,0.4075482487678528,2.239894,20,500.0,0.9999999999905987,69999,70000,0.04302051663398743,,,,,
,,,,,,,,,,,,70000,,140,8604,8,19.90796938,500.0
