Wall time,time/total_timesteps,eval/mean_reward
1671002005.4734,75499,89.5685195922852
1671002149.34934,78999,132.269943237305
1671002210.58501,80499,78.5250396728516
1671002251.26373,81499,163.599472045898
1671002290.59107,82499,101.926467895508
1671002409.50604,85499,78.8874893188477
1671002430.2147,85999,70.873291015625
1671002450.3404,86499,88.7479400634766
1671002511.54787,87999,100.21118927002
1671002531.51324,88499,90.9552154541016
1671002551.16507,88999,112.285934448242
1671002630.95053,90999,33.3778305053711
1671002690.55634,92499,183.168380737305
1671002710.02401,92999,105.563812255859
1671002729.9411,93499,94.9962615966797
1671002809.91981,95499,111.516120910645
1671002830.01132,95999,104.940017700195
1671002849.94402,96499,121.736213684082
1671002991.83933,99999,135.915252685547
1671003052.43992,101499,140.850692749023
1671003072.81896,101999,146.483764648438
1671003093.3953,102499,61.2186126708984
1671003114.42381,102999,108.277122497559
1671003156.17532,103999,128.21061706543
1671003197.91,104999,150.632751464844
1671003238.8105,105999,106.865943908691
1671003279.22618,106999,114.899444580078
1671003319.39657,107999,113.437156677246
1671003339.41289,108499,85.2470703125
1671003399.63728,109999,104.693138122559
1671003419.35606,110499,121.15291595459
1671003439.56284,110999,100.437881469727
1671003459.77908,111499,132.132049560547
1671003500.33916,112499,126.159637451172
1671003600.52197,114999,59.5397682189941
1671003800.45282,119999,143.870498657227
1671003840.19581,120999,103.13028717041
1671003900.02222,122499,49.5103759765625
1671003919.79429,122999,105.926963806152
1671003940.31881,123499,173.721786499023
1671004101.51454,127499,50.8346900939941
1671004180.89792,129499,90.5507659912109
1671004201.448,129999,183.898345947266
1671004221.32868,130499,134.964538574219
1671004260.90064,131499,105.785926818848
1671004421.27103,135499,122.059097290039
1671004441.36611,135999,78.2409973144531
1671004500.91573,137499,113.025932312012
1671004540.48217,138499,80.3023452758789
1671004580.2238,139499,155.591506958008
1671004620.86788,140499,79.7827377319336
1671004660.88801,141499,90.1485900878906
1671004680.85717,141999,96.998176574707
1671004720.90306,142999,102.483581542969
1671004760.38151,143999,109.893577575684
1671004779.64305,144499,45.0630264282227
1671004819.79588,145499,127.044059753418
1671004921.3062,147999,119.84920501709
1671004942.16184,148499,120.797920227051
1671004962.4975,148999,70.1576995849609
1671004982.48303,149499,52.5456161499023
1671005143.15168,153499,103.737632751465
1671005183.35633,154499,80.4324798583984
1671005203.40383,154999,113.339477539063
1671005263.46457,156499,70.6567153930664
1671005345.16867,158499,122.960098266602
1671005385.22206,159499,89.3311920166016
1671005404.64552,159999,148.594253540039
1671005463.89562,161499,72.2394104003906
1671005503.72092,162499,133.855255126953
1671005603.98839,164999,166.235305786133
1671005643.73613,165999,75.7317581176758
1671005663.95737,166499,107.504722595215
1671005763.84792,168999,50.8273086547852
1671005783.92877,169499,153.570465087891
1671005823.64029,170499,76.2309188842773
1671005883.81604,171999,192.316223144531
1671005923.80103,172999,104.016220092773
1671005943.52101,173499,76.351203918457
1671006023.44939,175499,159.179931640625
1671006063.50779,176499,84.454948425293
1671006104.87862,177499,129.3349609375
1671006186.91032,179499,88.2745208740234
1671006266.79422,181499,102.893737792969
1671006286.80779,181999,130.259674072266
1671006306.46776,182499,96.6027297973633
1671006326.58874,182999,123.858001708984
1671006346.41561,183499,71.9058456420899
1671006366.09349,183999,70.5165557861328
1671006506.74147,187499,78.2422332763672
1671006568.58741,188999,77.8841094970703
1671006589.54585,189499,81.5955657958984
1671006755.82786,193499,124.658088684082
1671006836.38131,195499,93.6756973266602
1671006856.43712,195999,121.865036010742
1671006876.33576,196499,129.552001953125
1671006895.43219,196999,134.981048583984
1671006915.49143,197499,168.541030883789
1671006975.36239,198999,123.462219238281
1671007076.46773,201499,120.083877563477
1671007116.126,202499,98.6985931396484
1671007196.35212,204499,133.432891845703
1671007216.36628,204999,99.6599502563477
1671007296.13447,206999,69.8168411254883
1671007315.86192,207499,125.36336517334
1671007335.0759,207999,76.525520324707
1671007394.02644,209499,105.604454040527
1671007455.22244,210999,65.4785614013672
1671007475.50368,211499,133.202133178711
1671007534.74752,212999,89.6639862060547
1671007554.58917,213499,119.823822021484
1671007634.96069,215499,94.6032333374023
1671007734.73235,217999,231.533905029297
1671007754.47847,218499,116.445358276367
1671007774.14227,218999,61.734806060791
1671007814.32133,219999,88.6260375976562
1671007834.59967,220499,175.595504760742
1671007854.61864,220999,144.395217895508
1671007895.43061,221999,135.263916015625
1671007915.42131,222499,111.095008850098
1671007934.9126,222999,49.0676002502441
1671007954.78482,223499,58.3589820861816
1671008035.06589,225499,49.6137619018555
1671008075.2033,226499,122.239738464355
1671008094.78979,226999,84.7049407958984
1671008114.46161,227499,116.495765686035
1671008153.92638,228499,82.294189453125
1671008233.30713,230499,104.470230102539
1671008253.39787,230999,218.590179443359
1671008332.97395,232999,128.787094116211
1671008353.13442,233499,133.703247070313
1671008393.69447,234499,145.143920898438
1671008435.31804,235499,57.2499923706055
1671008517.80642,237499,115.288642883301
1671008538.3666,237999,96.421272277832
1671008600.12902,239499,114.709777832031
1671008620.80205,239999,104.767723083496
1671008640.15378,240499,27.1682548522949
1671008660.10128,240999,79.122802734375
1671008701.06956,241999,98.9940643310547
1671008722.34794,242499,199.882751464844
1671008783.62958,243999,146.666442871094
1671008803.94661,244499,110.783744812012
1671008824.09788,244999,115.905448913574
1671008864.30244,245999,100.877746582031
1671008924.64749,247499,67.7876510620117
1671009004.29127,249499,107.251670837402
1671009084.28354,251499,140.049835205078
1671009104.03545,251999,42.8676795959473
1671009163.21902,253499,56.3329277038574
1671009223.22891,254999,101.064888000488
1671009243.14814,255499,129.681442260742
1671009262.51522,255999,112.736183166504
1671009282.70522,256499,142.329727172852
1671009302.82373,256999,156.469818115234
1671009322.73905,257499,64.7018280029297
1671009382.74463,258999,139.180923461914
1671009402.42243,259499,69.2058334350586
1671009422.69144,259999,145.989288330078
1671009442.5597,260499,96.3521423339844
1671009504.5059,261999,34.0070533752441
1671009650.34944,265499,139.297119140625
1671009712.33317,266999,112.014678955078
1671009733.05404,267499,53.9951477050781
1671009774.08537,268499,111.347808837891
1671009793.90577,268999,94.8626861572266
1671009815.97668,269499,86.2284469604492
1671009860.00858,270499,50.5145797729492
1671009902.64577,271499,112.248069763184
1671009944.62134,272499,94.3991546630859
1671009987.6299,273499,70.1797790527344
1671010008.52816,273999,41.822151184082
1671010074.14009,275499,62.8071250915527
1671010116.77052,276499,123.035781860352
1671010182.30054,277999,263.247131347656
1671010203.62949,278499,131.367218017578
1671010328.79863,281499,34.169792175293
1671010349.50508,281999,42.3621444702148
1671010370.12879,282499,133.562484741211
1671010453.23156,284499,199.740020751953
1671010516.77569,285999,127.654876708984
1671010559.23231,286999,75.0217056274414
1671010622.56613,288499,126.434585571289
1671010704.51968,290499,29.7886524200439
1671010786.43717,292499,171.716644287109
1671010806.81382,292999,99.4134063720703
1671010827.24389,293499,90.0958938598633
1671010867.97261,294499,40.4556083679199
1671010908.44274,295499,93.7976837158203
1671010928.72645,295999,123.169784545898
1671010949.1958,296499,138.455490112305
1671010989.88691,297499,111.008361816406
1671011031.81101,298499,93.3299102783203
1671011052.75074,298999,101.31502532959
1671011073.49946,299499,101.552322387695
1671011095.24393,299999,152.416885375977
1671011157.6933,301499,80.9295501708984
1671011178.68287,301999,122.823112487793
1671011284.59767,304499,122.306755065918
1671011326.8066,305499,60.9065055847168
1671011390.09155,306999,133.169738769531
1671011410.92063,307499,78.6206359863281
1671011453.42699,308499,111.532028198242
1671011494.41321,309499,77.0417327880859
1671011534.19852,310499,94.0010223388672
1671011573.90613,311499,36.9669609069824
1671011593.951,311999,87.5747375488281
1671011654.99274,313499,106.306106567383
1671011694.90289,314499,110.541572570801
1671011715.23421,314999,116.783966064453
1671011795.98597,316999,95.4101257324219
1671011877.30427,318999,74.9322967529297
1671011937.26149,320499,115.402503967285
1671011956.92877,320999,52.5341033935547
1671011977.14294,321499,136.615753173828
1671011997.21918,321999,124.181411743164
1671012017.34707,322499,78.012077331543
1671012115.86074,324999,93.9052734375
1671012156.72055,325999,70.8273162841797
1671012176.81406,326499,92.5897598266602
1671012196.72071,326999,67.8305816650391
1671012216.70702,327499,124.30396270752
1671012236.74915,327999,147.984420776367
1671012297.38139,329499,121.37703704834
1671012337.6503,330499,182.443069458008
1671012480.96977,333999,100.602424621582
1671012541.86286,335499,90.7460861206055
1671012647.31662,337999,143.620544433594
1671012668.13186,338499,78.1487121582031
1671012689.06205,338999,108.796340942383
1671012751.23884,340499,121.540924072266
1671012792.57091,341499,107.781440734863
1671012813.55386,341999,199.928726196289
1671012833.72386,342499,106.705825805664
1671012895.0086,343999,129.134414672852
1671012994.49433,346499,76.1453475952149
1671013035.03769,347499,108.679000854492
1671013076.07389,348499,142.420928955078
1671013096.33426,348999,141.95166015625
1671013135.92119,349999,55.8356437683105
1671013198.18028,351499,74.3713226318359
1671013219.5221,351999,124.945404052734
1671013262.2107,352999,49.9885177612305
1671013345.56032,354999,82.5413208007813
1671013365.47813,355499,57.6812210083008
1671013405.08128,356499,66.155158996582
1671013464.63904,357999,63.9027404785156
1671013505.12867,358999,158.394790649414
1671013564.74752,360499,138.057083129883
1671013584.77989,360999,174.514984130859
1671013624.74233,361999,179.267959594727
1671013664.62771,362999,122.498649597168
1671013684.96044,363499,227.77702331543
1671013725.01269,364499,116.15616607666
1671013744.67326,364999,87.247428894043
1671013785.34156,365999,142.343307495117
1671013805.32766,366499,109.630592346191
1671013825.64774,366999,118.089050292969
1671013928.109,369499,178.758010864258
1671014008.87838,371499,94.5428848266602
1671014029.12095,371999,73.7562942504883
1671014049.07523,372499,119.213333129883
1671014288.28257,378499,122.234321594238
1671014328.00299,379499,136.604797363281
1671014447.62418,382499,122.019592285156
1671014467.51625,382999,70.7640914916992
1671014527.25074,384499,97.9062881469727
1671014547.23623,384999,128.854095458984
1671014606.78398,386499,89.5978240966797
1671014666.3682,387999,43.6061897277832
1671014686.1132,388499,101.981643676758
1671014725.63463,389499,131.073394775391
1671014745.32897,389999,53.6974105834961
1671014765.43702,390499,40.3152847290039
1671014785.55284,390999,65.1436462402344
1671014805.50283,391499,97.6914672851563
1671014925.55948,394499,100.009498596191
1671014985.04227,395999,78.6380386352539
1671015146.08787,399999,109.593673706055
1671015246.48414,402499,68.2109603881836
1671015266.88134,402999,59.5683097839356
1671015287.15923,403499,64.883056640625
1671015307.71805,403999,114.99308013916
1671015369.47058,405499,88.6619644165039
1671015535.15156,409499,68.2545471191406
1671015555.72533,409999,113.865791320801
1671015715.12238,413999,24.2189044952393
1671015734.51684,414499,2.11781358718872
1671015814.09009,416499,5.36923122406006
1671015834.04128,416999,62.1019668579102
1671015873.88761,417999,101.861862182617
1671015893.22466,418499,19.6039505004883
1671015913.31456,418999,4.12716865539551
1671015953.16826,419999,2.67744731903076
1671015973.83808,420499,192.107528686523
1671016035.12949,421999,49.5779418945313
1671016076.14071,422999,28.0999717712402
1671016177.42209,425499,9.24491691589356
1671016197.20208,425999,32.5548858642578
1671016256.07641,427499,8.49171924591064
1671016314.77623,428999,8.27277565002441
1671016373.35891,430499,58.7938575744629
1671016413.16006,431499,80.5498886108398
1671016471.94349,432999,5.25041389465332
1671016491.55214,433499,105.944961547852
1671016569.37148,435499,12.8654909133911
1671016588.90121,435999,41.095531463623
1671016846.69221,442499,42.9554824829102
1671016865.98586,442999,6.71890068054199
1671016885.75103,443499,69.5925903320313
1671016963.79727,445499,6.50188064575195
1671017003.09995,446499,64.4592895507813
1671017061.42839,447999,23.2041530609131
1671017100.21712,448999,4.35446166992188
1671017119.95647,449499,65.0191040039063
1671017178.24897,450999,11.732274055481
1671017197.93332,451499,59.0706405639648
1671017237.00946,452499,7.19358587265015
1671017296.15812,453999,80.2663116455078
1671017316.13717,454499,60.235595703125
1671017355.70896,455499,17.1224746704102
1671017375.02792,455999,16.2479438781738
1671017434.41567,457499,77.97802734375
1671017512.51952,459499,52.3661956787109
1671017532.3649,459999,99.6906585693359
1671017571.57064,460999,30.000768661499
1671017610.66449,461999,44.9319610595703
1671017688.89123,463999,66.3807525634766
1671017708.62647,464499,42.4674873352051
1671017748.38682,465499,33.0893859863281
1671017767.96977,465999,28.9947280883789
1671017787.62583,466499,84.8309707641602
1671017807.42338,466999,27.3254146575928
1671017846.77832,467999,18.2010478973389
1671017924.2762,469999,59.815486907959
1671017963.36162,470999,38.5056228637695
1671017982.99811,471499,65.7181930541992
1671018041.61284,472999,29.208080291748
1671018119.79134,474999,45.7188758850098
1671018178.22704,476499,20.4337482452393
1671018236.94036,477999,38.7215805053711
1671018255.85509,478499,32.1815147399902
1671018334.31049,480499,49.5543022155762
1671018373.71367,481499,29.3248596191406
1671018393.59091,481999,65.4810409545898
1671018432.96602,482999,54.5402030944824
1671018471.91226,483999,75.6470108032227
1671018491.43706,484499,52.1361541748047
1671018550.47587,485999,89.6029663085938
1671018648.87257,488499,25.9292373657227
1671018688.21495,489499,23.2290534973145
1671018707.83398,489999,124.962677001953
1671018767.20595,491499,63.2175941467285
1671018845.03188,493499,51.4061965942383
1671018923.79992,495499,52.5693778991699
1671018963.41389,496499,109.772567749023
1671019002.64949,497499,88.4368057250977
1671019041.25252,498499,56.413688659668
1671019080.31202,499499,50.717113494873
1671019099.83395,499999,44.7252006530762
1671019159.71325,501499,42.7414283752441
1671019179.18256,501999,78.3485488891602
1671019199.09273,502499,119.126167297363
1671019237.86902,503499,57.4560470581055
1671019335.50329,505999,30.1035499572754
1671019375.01537,506999,42.8825302124023
1671019414.96607,507999,47.9351501464844
1671019454.24905,508999,44.2435607910156
1671019552.02193,511499,36.5692939758301
1671019630.33717,513499,10.0062303543091
1671019669.52865,514499,29.8186378479004
1671019688.91063,514999,64.5137634277344
1671019806.27049,517999,51.1556587219238
1671019826.08113,518499,75.3127365112305
1671019846.08491,518999,92.0778350830078
1671019865.92691,519499,81.4808883666992
1671019885.43,519999,61.8588829040527
1671019963.53798,521999,100.023231506348
1671020022.13575,523499,55.630256652832
1671020141.02579,526499,104.778961181641
1671020160.57686,526999,97.5248489379883
1671020220.68176,528499,95.8880004882812
1671020260.60298,529499,30.0230236053467
1671020280.33145,529999,47.7240295410156
1671020300.03761,530499,83.3049011230469
1671020339.06948,531499,60.4178848266602
1671020397.88841,532999,33.8415374755859
1671020436.95238,533999,112.636116027832
1671020476.15064,534999,67.4063568115234
1671020496.47683,535499,86.8357543945313
1671020516.20237,535999,33.618724822998
1671020536.0856,536499,76.8940200805664
1671020555.85134,536999,78.7432861328125
1671020575.11361,537499,22.6687488555908
1671020633.66095,538999,40.8002624511719
1671020653.40235,539499,92.458381652832
1671020692.5611,540499,49.2064743041992
1671020712.47986,540999,86.6538467407227
1671020732.32261,541499,62.5154876708984
1671020792.91761,542999,103.717170715332
1671020812.80614,543499,95.0363464355469
1671020832.60413,543999,49.0969276428223
1671020911.54376,545999,102.818473815918
1671021051.63647,549499,83.7009658813477
1671021091.17562,550499,78.9565048217773
1671021130.93229,551499,37.523006439209
1671021151.02433,551999,75.4784774780273
1671021170.61565,552499,78.3446960449219
1671021230.16803,553999,90.7801208496094
1671021270.109,554999,79.3278503417969
1671021309.06033,555999,70.9148330688477
1671021327.80595,556499,47.4682540893555
1671021367.92483,557499,91.5755615234375
1671021467.26459,559999,35.9746360778809
1671021506.50787,560999,64.385368347168
1671021526.35,561499,112.31608581543
1671021586.05298,562999,66.7745361328125
1671021605.66898,563499,67.2069625854492
1671021645.48789,564499,95.4516067504883
1671021665.19129,564999,46.7323608398438
1671021704.94945,565999,63.7912940979004
1671021724.65279,566499,68.2255249023438
1671021763.83456,567499,66.3337707519531
1671021783.86816,567999,55.9105682373047
1671021803.36359,568499,123.136001586914
1671021862.40683,569999,129.213485717773
1671021922.06268,571499,88.9533233642578
1671022000.18032,573499,100.363540649414
1671022040.18732,574499,125.015380859375
1671022080.49065,575499,93.8437728881836
1671022100.21818,575999,66.0699310302734
1671022120.33655,576499,166.285369873047
1671022140.29073,576999,222.817504882812
1671022278.58196,580499,47.123046875
1671022317.7024,581499,59.1713600158691
1671022356.95387,582499,91.4689178466797
1671022416.00301,583999,125.071754455566
1671022534.61459,586999,72.7117919921875
1671022554.0819,587499,18.009391784668
1671022593.74816,588499,62.190128326416
1671022613.15254,588999,79.3906555175781
1671022632.80127,589499,110.593620300293
1671022712.96547,591499,84.7940826416016
1671022753.32921,592499,83.998649597168
1671022793.72731,593499,84.7564468383789
1671022833.36823,594499,96.9139251708984
1671022853.25895,594999,81.2386932373047
1671022873.77475,595499,78.3688659667969
1671022934.60505,596999,100.713386535645
1671022955.07697,597499,143.53141784668
1671022975.10876,597999,169.875671386719
1671023014.35185,598999,77.7225723266602
1671023033.82281,599499,93.1072387695312
1671023092.73467,600999,38.5757942199707
1671023170.82468,602999,34.4049453735352
1671023190.59899,603499,43.2251663208008
1671023210.16664,603999,83.3891296386719
1671023249.95672,604999,89.9716949462891
1671023328.5176,606999,65.9595184326172
1671023348.41516,607499,120.397827148438
1671023428.0786,609499,105.01611328125
1671023526.3116,611999,206.857345581055
1671023565.90421,612999,47.3275871276856
1671023645.53693,614999,96.8706512451172
1671023704.87905,616499,110.837852478027
1671023724.38106,616999,77.7898712158203
1671023823.55675,619499,135.993041992188
1671023863.44938,620499,113.137306213379
1671023922.20114,621999,87.44287109375
1671023941.94988,622499,110.980979919434
1671023980.51629,623499,48.453742980957
1671024039.8494,624999,123.963249206543
1671024059.7038,625499,82.4364395141602
1671024079.6171,625999,94.7667465209961
1671024099.73585,626499,90.3418197631836
1671024140.37129,627499,104.658996582031
1671024180.9801,628499,73.005241394043
1671024201.36266,628999,107.451553344727
1671024260.24055,630499,117.746757507324
1671024280.11831,630999,102.09627532959
1671024397.83293,633999,75.2806625366211
1671024476.49385,635999,56.7818717956543
1671024575.85825,638499,78.3006439208984
1671024595.61499,638999,100.314880371094
1671024615.62434,639499,54.5790634155273
1671024695.61141,641499,60.2161674499512
1671024755.04306,642999,129.726699829102
1671024854.14653,645499,86.6153030395508
1671024913.68306,646999,80.0116882324219
1671025012.85779,649499,128.129653930664
1671025032.67275,649999,79.9010467529297
1671025091.75384,651499,79.5891418457031
1671025170.97027,653499,119.885566711426
1671025248.96577,655499,66.6821517944336
1671025346.92738,657999,85.3582916259766
1671025445.65217,660499,44.9909248352051
1671025485.08191,661499,74.0537338256836
1671025544.26291,662999,122.369651794434
1671025563.87264,663499,63.109073638916
1671025603.24111,664499,80.7249145507813
1671025743.23414,667999,126.378005981445
1671025920.78949,672499,87.794075012207
1671025940.86394,672999,91.6831665039063
1671025980.43523,673999,134.860885620117
1671026000.48633,674499,63.9286689758301
1671026059.99927,675999,54.5729103088379
1671026079.74921,676499,73.7582168579102
1671026119.7293,677499,141.052780151367
1671026199.34623,679499,57.2102775573731
1671026239.98566,680499,146.381576538086
1671026320.25244,682499,86.844841003418
1671026340.18864,682999,71.936279296875
1671026359.62277,683499,45.2677383422852
1671026378.82292,683999,36.3989410400391
1671026398.91645,684499,64.8931045532227
1671026478.74918,686499,43.7012062072754
1671026538.226,687999,86.9949035644531
1671026558.08613,688499,79.7596130371094
1671026635.69745,690499,86.5230178833008
1671026735.0467,692999,140.636901855469
1671026754.93933,693499,110.467208862305
1671026834.55164,695499,84.2309036254883
1671026895.29118,696999,142.360748291016
1671026975.47359,698999,96.9581832885742
1671027354.96989,708499,66.6684036254883
1671027374.99942,708999,103.945854187012
1671027454.19785,710999,90.6741180419922
1671027653.3565,715999,43.5422172546387
1671027673.21624,716499,111.34912109375
1671027752.90665,718499,118.146278381348
1671027792.29496,719499,54.2085380554199
1671027812.02967,719999,111.817291259766
1671027831.99216,720499,91.6005172729492
1671027851.95695,720999,146.946334838867
1671027910.84117,722499,125.361450195313
1671027971.47519,723999,134.643936157227
1671028011.5627,724999,53.732593536377
1671028052.00593,725999,56.8260459899902
1671028072.19289,726499,137.856918334961
1671028112.66046,727499,91.1798934936524
1671028132.68189,727999,41.2867584228516
1671028174.44019,728999,110.663055419922
1671028193.91181,729499,35.0993118286133
1671028213.6176,729999,111.365570068359
1671028233.19721,730499,97.5281295776367
1671028252.99921,730999,108.216743469238
1671028292.62161,731999,94.1205978393555
1671028431.31794,735499,40.6331748962402
1671028490.42914,736999,115.262924194336
1671028509.95217,737499,95.1755676269531
1671028549.22801,738499,82.3574905395508
1671028687.09059,741999,65.4014282226563
1671028765.55969,743999,80.6786422729492
1671028804.97907,744999,119.930641174316
1671028824.97498,745499,38.1521110534668
1671028884.86367,746999,124.254783630371
1671028904.35569,747499,89.2463607788086
1671028983.57068,749499,56.6197013854981
1671029003.33939,749999,52.9124794006348
1671029022.53025,750499,52.4902153015137
1671029062.21106,751499,109.896026611328
1671029200.32898,754999,115.199645996094
1671029220.10015,755499,74.9349975585938
1671029239.84607,755999,54.4731521606445
1671029279.18775,756999,82.7866973876953
1671029318.964,757999,91.4315719604492
1671029338.83045,758499,202.388595581055
1671029477.82753,761999,124.02953338623
1671029577.00654,764499,74.8009567260742
1671029696.4186,767499,84.4814758300781
1671029755.31619,768999,177.266494750977
1671029775.12458,769499,83.4566879272461
1671029834.44737,770999,115.432098388672
1671029973.67523,774499,75.5482940673828
1671030033.18464,775999,73.665771484375
1671030053.07475,776499,90.5706481933594
1671030073.15614,776999,103.171516418457
1671030253.1832,781499,112.118461608887
1671030312.87455,782999,71.5386047363281
1671030332.75441,783499,173.517791748047
1671030372.6868,784499,81.9740829467773
1671030412.48543,785499,73.5808792114258
1671030432.09115,785999,72.1758804321289
1671030451.57249,786499,122.09644317627
1671030471.37917,786999,168.278686523438
1671030531.56454,788499,66.2560806274414
1671030571.72642,789499,101.567977905273
1671030610.70976,790499,58.2798652648926
1671030630.66474,790999,36.2218360900879
1671030650.21061,791499,80.3843154907227
1671030709.7742,792999,69.3235626220703
1671030809.07551,795499,98.7755355834961
1671030910.45321,797999,93.3253936767578
1671030930.79898,798499,121.042175292969
1671030951.19055,798999,116.235633850098
1671031031.97609,800999,82.6973190307617
1671031051.86659,801499,111.736679077148
1671031071.43137,801999,32.2816619873047
1671031231.39248,805999,93.5240936279297
1671031271.20387,806999,89.1343078613281
1671031291.13275,807499,61.6249809265137
1671031330.62925,808499,72.9175415039063
1671031448.6492,811499,66.7871017456055
1671031488.41853,812499,133.760513305664
1671031547.57056,813999,40.9891510009766
1671031626.18019,815999,46.8790397644043
1671031704.76658,817999,87.8836059570313
1671031744.69651,818999,127.800765991211
1671031805.05846,820499,70.9667663574219
1671031824.67034,820999,45.6608047485352
1671031924.75582,823499,111.699287414551
1671031944.97654,823999,69.4947967529297
1671031985.4262,824999,103.581123352051
1671032026.16487,825999,70.3120727539063
1671032046.35209,826499,78.2003173828125
1671032066.80901,826999,116.555725097656
1671032087.29011,827499,114.383125305176
1671032127.78933,828499,91.2041473388672
1671032168.35288,829499,62.3892135620117
1671032249.40007,831499,147.435791015625
1671032289.9219,832499,80.6007766723633
1671032330.37261,833499,66.9612350463867
1671032390.62288,834999,66.8448104858399
1671032410.83774,835499,109.158432006836
1671032489.92829,837499,74.6549835205078
1671032549.112,838999,23.050256729126
1671032588.7541,839999,54.0499229431152
1671032608.56795,840499,119.47127532959
1671032647.69986,841499,74.1812973022461
1671032706.71108,842999,59.7531661987305
1671032726.86704,843499,35.0985069274902
1671032746.7508,843999,74.5225677490234
1671032766.64692,844499,75.4375915527344
1671032865.9107,846999,112.548004150391
1671032885.70775,847499,71.2690811157227
1671032905.42324,847999,81.1338348388672
1671032984.67901,849999,96.5702056884766
1671033004.43714,850499,50.2363204956055
1671033043.48035,851499,109.032646179199
1671033083.13308,852499,39.3012619018555
1671033142.53023,853999,85.0394668579102
1671033182.3787,854999,68.5090560913086
1671033202.1751,855499,77.7537002563477
1671033222.03592,855999,134.886306762695
1671033242.24304,856499,177.305648803711
1671033360.8925,859499,121.867851257324
1671033440.09095,861499,113.09627532959
1671033459.81167,861999,80.1730499267578
1671033479.7056,862499,96.6345443725586
1671033499.43056,862999,96.436637878418
1671033597.80587,865499,66.8476257324219
1671033755.38128,869499,36.8303146362305
1671033775.15005,869999,69.6101226806641
1671033854.00387,871999,48.9652442932129
1671033893.71209,872999,103.237342834473
1671033952.43839,874499,113.997848510742
1671033972.36097,874999,74.3262710571289
1671033991.86207,875499,52.1291313171387
1671034011.64517,875999,80.5061264038086
1671034051.47714,876999,93.0800170898437
1671034071.33475,877499,70.7307739257813
1671034129.94354,878999,83.2017135620117
1671034229.71839,881499,201.562042236328
1671034249.568,881999,68.5695953369141
1671034288.82563,882999,175.146636962891
1671034347.62204,884499,97.0985260009766
1671034484.82279,887999,84.5610046386719
1671034504.48848,888499,38.5995025634766
1671034524.1971,888999,68.3174591064453
1671034583.86954,890499,124.63623046875
1671034662.09586,892499,62.1798324584961
1671034681.85016,892999,108.736206054688
1671034701.57343,893499,48.7733573913574
1671034760.95063,894999,152.515365600586
1671034780.82248,895499,165.311859130859
1671034819.96932,896499,58.0468940734863
1671034859.42012,897499,77.9927215576172
1671034898.45772,898499,47.6333122253418
1671034976.61863,900499,76.640754699707
1671035015.93897,901499,102.673011779785
1671035133.78022,904499,64.9389953613281
1671035172.93415,905499,74.6471633911133
1671035251.86236,907499,103.195869445801
1671035348.59651,909999,67.2256774902344
1671035427.34857,911999,74.4175109863281
1671035486.9675,913499,129.305191040039
1671035506.62038,913999,62.1556968688965
1671035544.59879,914999,116.495635986328
1671035564.20603,915499,103.511108398438
1671035604.08282,916499,131.128799438477
1671035623.8968,916999,83.5743179321289
1671035643.83701,917499,105.644378662109
1671035682.67967,918499,59.9556312561035
1671035702.52711,918999,77.1953277587891
1671035722.36489,919499,79.3185958862305
1671035860.02668,922999,78.6092910766602
1671035880.02731,923499,156.455657958984
1671035899.56876,923999,42.3933219909668
