train/critic_loss,transfer/epsilon,eval/mean_reward,train/ent_coef,train/ent_coef_loss,transfer/num_old_policy,train/n_updates,transfer/num_random,transfer/reuse_phi,eval/mean_ep_length,transfer/num_new_policy,train/learning_rate,time/total_timesteps,train/actor_loss,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/fps
,,,,,,,,,,,,18000,,2898,12.999738138888889,500.0,36,6
4.721667289733887,0.9999999999905987,3.2609066000000007,0.03330143168568611,1.9806628227233887,22,18499,8,9.401228705558595e-12,500.0,466,0.0003,18500,-55.14094543457031,,,,,
1.7449554204940796,0.9999999999905987,4.2571474,0.033675454556941986,0.606174111366272,19,18999,6,9.401228705558595e-12,500.0,471,0.0003,19000,-53.44116973876953,,,,,
3.1021952629089355,0.9999999999905987,9.184786599999999,0.03460641950368881,1.5389227867126465,18,19499,8,9.401228705558595e-12,500.0,470,0.0003,19500,-58.48497009277344,,,,,
3.51629638671875,0.9999999999905987,7.058844000000001,0.03551853448152542,0.008317872881889343,22,19999,13,9.401228705558595e-12,500.0,461,0.0003,20000,-56.51514434814453,,,,,
,,,,,,,,,,,,20000,,3212,12.532486025,500.0,40,6
2.46329927444458,0.9999999999905987,6.363940600000001,0.03598041832447052,0.17840147018432617,18,20499,6,9.401228705558595e-12,500.0,472,0.0003,20500,-55.60369110107422,,,,,
2.724100112915039,0.9999999999905987,3.3673688,0.036770451813936234,1.9452271461486816,16,20999,15,9.401228705558595e-12,500.0,465,0.0003,21000,-56.55451202392578,,,,,
2.924753189086914,0.9999999999905987,5.818900000000001,0.03630203381180763,2.4623916149139404,20,21499,6,9.401228705558595e-12,500.0,470,0.0003,21500,-54.90009307861328,,,,,
2.752072811126709,0.9999999999905987,6.225479999999999,0.03660307079553604,-0.680402398109436,18,21999,15,9.401228705558595e-12,500.0,463,0.0003,22000,-56.099239349365234,,,,,
,,,,,,,,,,,,22000,,3521,12.127435454545456,500.0,44,6
15.78658390045166,0.9999999999905987,10.487124599999998,0.036410871893167496,-0.8326760530471802,23,22499,7,9.401228705558595e-12,500.0,466,0.0003,22500,-57.73365783691406,,,,,
11.4603271484375,0.9999999999905987,5.7778872,0.03661021217703819,-0.7573040723800659,22,22999,8,9.401228705558595e-12,500.0,466,0.0003,23000,-58.36012268066406,,,,,
3.680299758911133,0.9999999999905987,2.5077382,0.03606744855642319,-1.6617625951766968,17,23499,11,9.401228705558595e-12,500.0,468,0.0003,23500,-58.210662841796875,,,,,
3.107048511505127,0.9999999999905987,2.6210554,0.03479411453008652,2.3814947605133057,26,23999,11,9.401228705558595e-12,500.0,459,0.0003,24000,-59.6523323059082,,,,,
,,,,,,,,,,,,24000,,3836,12.312391833333335,500.0,48,6
2.7461414337158203,0.9999999999905987,3.3902138,0.03491654247045517,1.7288230657577515,25,24499,5,9.401228705558595e-12,500.0,466,0.0003,24500,-58.620391845703125,,,,,
7.24114465713501,0.9999999999905987,4.2313704,0.034615032374858856,-1.1403497457504272,18,24999,12,9.401228705558595e-12,500.0,466,0.0003,25000,-58.18780517578125,,,,,
2.942319393157959,0.9999999999905987,3.995287,0.03439108282327652,-0.42794132232666016,20,25499,13,9.401228705558595e-12,500.0,463,0.0003,25500,-59.2960205078125,,,,,
2.1057257652282715,0.9999999999905987,6.8203914,0.03496056795120239,0.6495428085327148,23,25999,9,9.401228705558595e-12,500.0,464,0.0003,26000,-57.04452133178711,,,,,
,,,,,,,,,,,,26000,,4151,12.603555307692307,500.0,52,6
4.764137268066406,0.9999999999905987,2.2022638,0.03442462161183357,1.6341946125030518,23,26499,8,9.401228705558595e-12,500.0,465,0.0003,26500,-60.21855545043945,,,,,
9.693180084228516,0.9999999999905987,2.6021949999999996,0.034770309925079346,-0.1211477518081665,17,26999,9,9.401228705558595e-12,500.0,470,0.0003,27000,-58.845794677734375,,,,,
3.0248494148254395,0.9999999999905987,3.473507,0.034532785415649414,-1.7297234535217285,19,27499,7,9.401228705558595e-12,500.0,470,0.0003,27500,-57.19890594482422,,,,,
2.565751314163208,0.9999999999905987,2.3237487999999997,0.03429483249783516,1.9300355911254883,18,27999,12,9.401228705558595e-12,500.0,466,0.0003,28000,-59.30771255493164,,,,,
,,,,,,,,,,,,28000,,4460,12.465119410714285,500.0,56,6
2.7682743072509766,0.9999999999905987,5.8457533999999995,0.03522147238254547,0.9468375444412231,20,28499,13,9.401228705558595e-12,500.0,463,0.0003,28500,-57.913169860839844,,,,,
4.5636467933654785,0.9999999999905987,2.5227984,0.03556549921631813,-0.7071391344070435,22,28999,10,9.401228705558595e-12,500.0,464,0.0003,29000,-59.212318420410156,,,,,
3.1047091484069824,0.9999999999905987,3.0674516000000005,0.035815995186567307,-2.093268632888794,23,29499,9,9.401228705558595e-12,500.0,464,0.0003,29500,-58.001922607421875,,,,,
11.197609901428223,0.9999999999905987,3.1619257999999997,0.03504994511604309,-1.0908992290496826,20,29999,7,9.401228705558595e-12,500.0,469,0.0003,30000,-58.273712158203125,,,,,
,,,,,,,,,,,,30000,,4764,12.320248783333335,500.0,60,6
2.6189393997192383,0.9999999999905987,1.9949227999999999,0.03524709492921829,1.4313808679580688,16,30499,7,9.401228705558595e-12,500.0,473,0.0003,30500,-59.23952102661133,,,,,
4.462646484375,0.9999999999905987,2.281562,0.03566676750779152,1.437804102897644,17,30999,10,9.401228705558595e-12,500.0,469,0.0003,31000,-58.86866760253906,,,,,
3.442617654800415,0.9999999999905987,3.6698633999999997,0.03539564460515976,-1.6471468210220337,21,31499,8,9.401228705558595e-12,500.0,467,0.0003,31500,-58.00439453125,,,,,
10.769243240356445,0.9999999999905987,2.0702928,0.035249263048172,1.475736379623413,21,31999,11,9.401228705558595e-12,500.0,464,0.0003,32000,-58.243858337402344,,,,,
,,,,,,,,,,,,32000,,5071,12.067345640625,500.0,64,6
2.697875738143921,0.9999999999905987,3.0265702,0.03553773835301399,0.24588197469711304,16,32499,7,9.401228705558595e-12,500.0,473,0.0003,32500,-56.72706985473633,,,,,
7.916237831115723,0.9999999999905987,2.3034442,0.03578551486134529,1.2382128238677979,20,32999,7,9.401228705558595e-12,500.0,469,0.0003,33000,-58.81882095336914,,,,,
2.4180421829223633,0.9999999999905987,2.2231746,0.036089494824409485,-1.788902759552002,19,33499,8,9.401228705558595e-12,500.0,469,0.0003,33500,-57.253997802734375,,,,,
10.598148345947266,0.9999999999905987,2.8203114,0.035257499665021896,-0.32014840841293335,22,33999,8,9.401228705558595e-12,500.0,466,0.0003,34000,-56.07927703857422,,,,,
,,,,,,,,,,,,34000,,5392,11.624310705882353,500.0,68,6
2.15297269821167,0.9999999999905987,4.5105798,0.03540436178445816,0.8017808198928833,25,34499,4,9.401228705558595e-12,500.0,467,0.0003,34500,-57.05620193481445,,,,,
2.7091994285583496,0.9999999999905987,3.5783767999999996,0.03460872173309326,-1.017827033996582,24,34999,7,9.401228705558595e-12,500.0,465,0.0003,35000,-57.1923713684082,,,,,
2.3745369911193848,0.9999999999905987,2.887628,0.035142187029123306,-1.1768349409103394,21,35499,9,9.401228705558595e-12,500.0,466,0.0003,35500,-56.12824249267578,,,,,
14.32786750793457,0.9999999999905987,9.5313974,0.033977776765823364,1.9456440210342407,19,35999,12,9.401228705558595e-12,500.0,465,0.0003,36000,-57.92583084106445,,,,,
,,,,,,,,,,,,36000,,5723,11.684095097222222,500.0,72,6
2.5306406021118164,0.9999999999905987,15.686830199999998,0.03432345390319824,0.6301745176315308,25,36499,11,9.401228705558595e-12,500.0,460,0.0003,36500,-55.2005615234375,,,,,
3.2297534942626953,0.9999999999905987,6.4891087999999995,0.03403991833329201,0.515030562877655,16,36999,8,9.401228705558595e-12,500.0,472,0.0003,37000,-58.98431396484375,,,,,
15.493907928466797,0.9999999999905987,3.1184200000000004,0.033604901283979416,0.3064781427383423,22,37499,7,9.401228705558595e-12,500.0,467,0.0003,37500,-57.08991622924805,,,,,
1.835896372795105,0.9999999999905987,6.623401800000001,0.032695233821868896,-1.4457082748413086,14,37999,14,9.401228705558595e-12,500.0,468,0.0003,38000,-57.23904037475586,,,,,
,,,,,,,,,,,,38000,,6037,11.67946717105263,500.0,76,6
1.9477784633636475,0.9999999999905987,7.5076668,0.03258355334401131,-1.613063097000122,21,38499,8,9.401228705558595e-12,500.0,467,0.0003,38500,-58.150596618652344,,,,,
5.799689292907715,0.9999999999905987,3.8687312,0.031582802534103394,-0.9343376755714417,17,38999,8,9.401228705558595e-12,500.0,471,0.0003,39000,-56.36170959472656,,,,,
1.908691167831421,0.9999999999905987,4.0901614,0.03167573735117912,-1.599654197692871,32,39499,6,9.401228705558595e-12,500.0,458,0.0003,39500,-56.82383346557617,,,,,
1.9024544954299927,0.9999999999905987,3.2212804,0.03183441236615181,-2.1014702320098877,19,39999,7,9.401228705558595e-12,500.0,470,0.0003,40000,-54.86580276489258,,,,,
,,,,,,,,,,,,40000,,6347,11.6456981,500.0,80,6
2.019199848175049,0.9999999999905987,15.5637102,0.03050396963953972,-1.2152903079986572,21,40499,8,9.401228705558595e-12,500.0,467,0.0003,40500,-57.18634033203125,,,,,
2.071239471435547,0.9999999999905987,3.8317460000000003,0.031200284138321877,0.9192262887954712,19,40999,9,9.401228705558595e-12,500.0,468,0.0003,41000,-57.001197814941406,,,,,
26.775775909423828,0.9999999999905987,4.294186600000001,0.031277626752853394,-0.49588891863822937,19,41499,12,9.401228705558595e-12,500.0,465,0.0003,41500,-54.36441421508789,,,,,
2.5974435806274414,0.9999999999905987,8.7022016,0.030582435429096222,-1.138636589050293,18,41999,9,9.401228705558595e-12,500.0,469,0.0003,42000,-56.04829788208008,,,,,
,,,,,,,,,,,,42000,,6654,11.6962975,500.0,84,6
2.1757521629333496,0.9999999999905987,1.6556692000000002,0.029855316504836082,-0.8293541073799133,23,42499,6,9.401228705558595e-12,500.0,467,0.0003,42500,-54.756134033203125,,,,,
1.8074023723602295,0.9999999999905987,11.454848599999998,0.029388416558504105,0.2994232475757599,22,42999,4,9.401228705558595e-12,500.0,470,0.0003,43000,-55.01886749267578,,,,,
1.7129907608032227,0.9999999999905987,2.3444930000000004,0.0293285995721817,0.3704474866390228,20,43499,13,9.401228705558595e-12,500.0,463,0.0003,43500,-53.608131408691406,,,,,
1.8006680011749268,0.9999999999905987,2.2235884,0.02993033640086651,-0.05505789816379547,21,43999,11,9.401228705558595e-12,500.0,464,0.0003,44000,-53.56486129760742,,,,,
,,,,,,,,,,,,44000,,6964,11.77862490909091,500.0,88,6
1.8665478229522705,0.9999999999905987,7.135336800000002,0.03027850203216076,0.8668655157089233,23,44499,3,9.401228705558595e-12,500.0,470,0.0003,44500,-55.47046661376953,,,,,
1.6109914779663086,0.9999999999905987,3.0272158000000005,0.0295480415225029,-1.407615065574646,19,44999,6,9.401228705558595e-12,500.0,471,0.0003,45000,-53.491722106933594,,,,,
1.892512559890747,0.9999999999905987,1.9205138000000002,0.029117558151483536,-1.724672794342041,20,45499,13,9.401228705558595e-12,500.0,463,0.0003,45500,-55.565513610839844,,,,,
2.016916513442993,0.9999999999905987,2.5590772,0.029206017032265663,0.07762585580348969,18,45999,12,9.401228705558595e-12,500.0,466,0.0003,46000,-52.415626525878906,,,,,
,,,,,,,,,,,,46000,,7286,11.615506065217392,500.0,92,6
1.596178650856018,0.9999999999905987,2.3803712,0.028763210400938988,1.0494065284729004,21,46499,11,9.401228705558595e-12,500.0,464,0.0003,46500,-54.72178268432617,,,,,
7.809988975524902,0.9999999999905987,1.9463498000000001,0.028212066739797592,2.2119102478027344,15,46999,9,9.401228705558595e-12,500.0,472,0.0003,47000,-53.058990478515625,,,,,
1.9288060665130615,0.9999999999905987,2.0306008,0.028130700811743736,-0.5540894269943237,23,47499,10,9.401228705558595e-12,500.0,463,0.0003,47500,-52.442649841308594,,,,,
1.7666022777557373,0.9999999999905987,2.7626004,0.027419479563832283,2.8029379844665527,22,47999,14,9.401228705558595e-12,500.0,460,0.0003,48000,-51.715816497802734,,,,,
,,,,,,,,,,,,48000,,7612,11.365280760416667,500.0,96,6
2.1833510398864746,0.9999999999905987,2.306576,0.02695842832326889,-0.019957304000854492,15,48499,8,9.401228705558595e-12,500.0,473,0.0003,48500,-51.464195251464844,,,,,
22.010112762451172,0.9999999999905987,29.739409799999997,0.026468897238373756,1.6181933879852295,18,48999,10,9.401228705558595e-12,500.0,468,0.0003,49000,-50.78044509887695,,,,,
1.2686959505081177,0.9999999999905987,2.6732994000000003,0.027007460594177246,-0.14706097543239594,14,49499,15,9.401228705558595e-12,500.0,467,0.0003,49500,-50.545936584472656,,,,,
1.4304084777832031,0.9999999999905987,4.220295599999999,0.026744535192847252,2.382596969604492,15,49999,12,9.401228705558595e-12,500.0,469,0.0003,50000,-50.31222152709961,,,,,
,,,,,,,,,,,,50000,,7935,11.25336691,500.0,100,6
1.4060072898864746,0.9999999999905987,2.6649398,0.026685694232583046,-1.5181012153625488,20,50499,18,9.401228705558595e-12,500.0,458,0.0003,50500,-50.82787322998047,,,,,
1.8749029636383057,0.9999999999905987,2.0514116000000002,0.02642867900431156,-0.2067745327949524,15,50999,14,9.401228705558595e-12,500.0,467,0.0003,51000,-50.956268310546875,,,,,
1.3568792343139648,0.9999999999905987,2.6680568,0.0260261632502079,-1.4257396459579468,20,51499,10,9.401228705558595e-12,500.0,466,0.0003,51500,-50.713279724121094,,,,,
1.2841253280639648,0.9999999999905987,1.5613734,0.02524504065513611,0.3886224627494812,17,51999,14,9.401228705558595e-12,500.0,465,0.0003,52000,-48.543853759765625,,,,,
,,,,,,,,,,,,52000,,8254,10.563877179999999,500.0,104,6
1.716559886932373,0.9999999999905987,3.9142362,0.02490353025496006,-2.312087059020996,18,52499,8,9.401228705558595e-12,500.0,470,0.0003,52500,-48.9521598815918,,,,,
1.1474162340164185,0.9999999999905987,4.107412399999999,0.024776339530944824,-0.0520550012588501,14,52999,13,9.401228705558595e-12,500.0,469,0.0003,53000,-48.676979064941406,,,,,
1.2427244186401367,0.9999999999905987,3.2053520000000004,0.024722423404455185,-0.08047086000442505,18,53499,9,9.401228705558595e-12,500.0,469,0.0003,53500,-48.012306213378906,,,,,
1.31614089012146,0.9999999999905987,2.227287,0.024609746411442757,1.5150123834609985,18,53999,11,9.401228705558595e-12,500.0,467,0.0003,54000,-46.24712371826172,,,,,
,,,,,,,,,,,,54000,,8582,9.722352950000001,500.0,108,6
6.048658847808838,0.9999999999905987,1.9176856,0.024398772045969963,-2.0017924308776855,18,54499,15,9.401228705558595e-12,500.0,463,0.0003,54500,-47.09325408935547,,,,,
1.7552640438079834,0.9999999999905987,3.5809602,0.02429172210395336,-0.7188799381256104,18,54999,12,9.401228705558595e-12,500.0,466,0.0003,55000,-45.300804138183594,,,,,
1.4591684341430664,0.9999999999905987,2.1715168,0.024034619331359863,-0.6811196804046631,22,55499,8,9.401228705558595e-12,500.0,466,0.0003,55500,-45.63836669921875,,,,,
5.942368030548096,0.9999999999905987,2.5804238,0.02399585023522377,-0.9753549098968506,24,55999,7,9.401228705558595e-12,500.0,465,0.0003,56000,-44.29100799560547,,,,,
,,,,,,,,,,,,56000,,8903,10.243906500000001,500.0,112,6
5.505406379699707,0.9999999999905987,2.9508421999999994,0.023763399571180344,1.3262763023376465,15,56499,18,9.401228705558595e-12,500.0,463,0.0003,56500,-45.62754821777344,,,,,
3.3789992332458496,0.9999999999905987,6.025228,0.02338406816124916,0.025502443313598633,15,56999,15,9.401228705558595e-12,500.0,466,0.0003,57000,-44.0315055847168,,,,,
1.4836864471435547,0.9999999999905987,2.6732638,0.023823991417884827,-2.6167216300964355,21,57499,6,9.401228705558595e-12,500.0,469,0.0003,57500,-45.112117767333984,,,,,
1.549617052078247,0.9999999999905987,2.7481644000000003,0.02348632924258709,3.191866874694824,22,57999,10,9.401228705558595e-12,500.0,464,0.0003,58000,-44.404296875,,,,,
,,,,,,,,,,,,58000,,9229,10.078398990000002,500.0,116,6
4.897882461547852,0.9999999999905987,3.2812372000000005,0.023592229932546616,0.569373607635498,17,58499,13,9.401228705558595e-12,500.0,466,0.0003,58500,-43.27522277832031,,,,,
1.4246331453323364,0.9999999999905987,2.8915645999999997,0.02349082939326763,0.16791212558746338,16,58999,18,9.401228705558595e-12,500.0,462,0.0003,59000,-42.86452102661133,,,,,
8.946039199829102,0.9999999999905987,2.1221434,0.023255769163370132,0.4713423252105713,21,59499,8,9.401228705558595e-12,500.0,467,0.0003,59500,-44.384971618652344,,,,,
1.6996909379959106,0.9999999999905987,2.8203214,0.023195089772343636,-0.854343056678772,17,59999,9,9.401228705558595e-12,500.0,470,0.0003,60000,-44.13615417480469,,,,,
,,,,,,,,,,,,60000,,9559,9.97163106,500.0,120,6
1.3394455909729004,0.9999999999905987,2.877405,0.023500483483076096,-0.41021084785461426,27,60499,10,9.401228705558595e-12,500.0,459,0.0003,60500,-43.930580139160156,,,,,
1.4380375146865845,0.9999999999905987,2.705799,0.02333705686032772,1.028260588645935,25,60999,5,9.401228705558595e-12,500.0,466,0.0003,61000,-43.63433074951172,,,,,
5.4795379638671875,0.9999999999905987,5.018036,0.023236874490976334,0.40105414390563965,18,61499,11,9.401228705558595e-12,500.0,467,0.0003,61500,-41.65800476074219,,,,,
2.1083364486694336,0.9999999999905987,1.7670628000000002,0.023388177156448364,0.11853235960006714,27,61999,8,9.401228705558595e-12,500.0,461,0.0003,62000,-42.493736267089844,,,,,
,,,,,,,,,,,,62000,,9887,10.795631720000001,500.0,124,6
1.296175479888916,0.9999999999905987,3.270231,0.02298574522137642,-1.3043922185897827,21,62499,8,9.401228705558595e-12,500.0,467,0.0003,62500,-42.429656982421875,,,,,
1.4663004875183105,0.9999999999905987,2.3723374,0.022477395832538605,-0.14354920387268066,16,62999,13,9.401228705558595e-12,500.0,467,0.0003,63000,-42.24635314941406,,,,,
3.3518433570861816,0.9999999999905987,40.860838,0.022111669182777405,-2.0362486839294434,23,63499,6,9.401228705558595e-12,500.0,467,0.0003,63500,-40.04923629760742,,,,,
1.7979371547698975,0.9999999999905987,2.9726622,0.022207237780094147,-0.10172557830810547,18,63999,12,9.401228705558595e-12,500.0,466,0.0003,64000,-41.319061279296875,,,,,
,,,,,,,,,,,,64000,,10210,10.84419286,500.0,128,6
6.592752456665039,0.9999999999905987,3.4298972,0.021842777729034424,0.1069408655166626,19,64499,15,9.401228705558595e-12,500.0,462,0.0003,64500,-40.401336669921875,,,,,
1.5746400356292725,0.9999999999905987,2.9717204,0.02144535444676876,2.167494058609009,21,64999,9,9.401228705558595e-12,500.0,466,0.0003,65000,-39.886417388916016,,,,,
3.4643406867980957,0.9999999999905987,2.751577,0.02181164175271988,0.28814345598220825,18,65499,14,9.401228705558595e-12,500.0,464,0.0003,65500,-39.5792236328125,,,,,
1.1688601970672607,0.9999999999905987,6.847424200000001,0.0215899795293808,-2.611663818359375,21,65999,16,9.401228705558595e-12,500.0,459,0.0003,66000,-38.79713821411133,,,,,
,,,,,,,,,,,,66000,,10533,11.139693959999997,500.0,132,6
1.3640825748443604,0.9999999999905987,3.7924952000000003,0.021666379645466805,0.9993857145309448,15,66499,14,9.401228705558595e-12,500.0,467,0.0003,66500,-38.88399124145508,,,,,
1.4512057304382324,0.9999999999905987,2.6354696,0.021219834685325623,-1.8663928508758545,24,66999,5,9.401228705558595e-12,500.0,467,0.0003,67000,-39.005882263183594,,,,,
3.6151974201202393,0.9999999999905987,6.1287626,0.021100128069519997,1.1998980045318604,13,67499,10,9.401228705558595e-12,500.0,473,0.0003,67500,-38.48003005981445,,,,,
1.1419070959091187,0.9999999999905987,3.9423026,0.02113877423107624,-2.6110353469848633,18,67999,4,9.401228705558595e-12,500.0,474,0.0003,68000,-38.63719177246094,,,,,
,,,,,,,,,,,,68000,,10862,11.219426550000001,500.0,136,6
2.4979240894317627,0.9999999999905987,3.34698,0.020356280729174614,0.1119270920753479,20,68499,7,9.401228705558595e-12,500.0,469,0.0003,68500,-37.0193977355957,,,,,
4.290567398071289,0.9999999999905987,2.9304876,0.019696654751896858,-0.5161616802215576,23,68999,7,9.401228705558595e-12,500.0,466,0.0003,69000,-37.62648391723633,,,,,
1.1635098457336426,0.9999999999905987,3.129486,0.019712554290890694,0.20840683579444885,20,69499,12,9.401228705558595e-12,500.0,464,0.0003,69500,-36.656707763671875,,,,,
1.042733907699585,0.9999999999905987,1.7360934000000001,0.01941230706870556,0.6480053663253784,22,69999,11,9.401228705558595e-12,500.0,463,0.0003,70000,-38.126747131347656,,,,,
,,,,,,,,,,,,70000,,11187,11.45420867,500.0,140,6
