eval/mean_reward,train/learning_rate,train/ent_coef_loss,train/n_updates,train/actor_loss,time/total_timesteps,train/ent_coef,eval/mean_ep_length,train/critic_loss,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/fps,time/time_elapsed
,,,,,24000,,,,0.0,48,500.0,6,3899
0.0,0.0003,0.32133665680885315,24399,-65.83213806152344,24500,0.03935661539435387,500.0,1.6772605180740356,,,,,
0.0,0.0003,2.159076690673828,24899,-64.87284851074219,25000,0.03895752131938934,500.0,8.382290840148926,,,,,
0.0,0.0003,-1.5347099304199219,25399,-66.00382995605469,25500,0.03807353228330612,500.0,2.533790111541748,,,,,
0.0,0.0003,1.4695491790771484,25899,-64.9888916015625,26000,0.038019951432943344,500.0,1.382690191268921,,,,,
,,,,,26000,,,,0.0,52,500.0,6,4229
0.0,0.0003,0.3066979646682739,26399,-66.51868438720703,26500,0.03711942583322525,500.0,1.5668754577636719,,,,,
0.0,0.0003,-0.07479768991470337,26899,-67.6148452758789,27000,0.03632067143917084,500.0,3.712451457977295,,,,,
0.0,0.0003,-1.0072640180587769,27399,-65.28610229492188,27500,0.03612474724650383,500.0,3.865670680999756,,,,,
0.0,0.0003,0.5185461044311523,27899,-65.90276336669922,28000,0.0360303595662117,500.0,1.4701173305511475,,,,,
,,,,,28000,,,,0.0,56,500.0,6,4555
0.0,0.0003,-1.5106747150421143,28399,-65.5867919921875,28500,0.03634241595864296,500.0,1.6813124418258667,,,,,
0.0,0.0003,-0.06015080213546753,28899,-64.8141098022461,29000,0.03671736270189285,500.0,1.45260488986969,,,,,
0.0,0.0003,0.513205349445343,29399,-65.67431640625,29500,0.036989983171224594,500.0,1.6432713270187378,,,,,
0.0,0.0003,0.41404250264167786,29899,-64.20338439941406,30000,0.03744888678193092,500.0,1.5343624353408813,,,,,
,,,,,30000,,,,0.0,60,500.0,6,4884
0.0,0.0003,0.8925626277923584,30399,-66.98370361328125,30500,0.037459466606378555,500.0,1.5492655038833618,,,,,
0.0,0.0003,-1.598831057548523,30899,-65.94685363769531,31000,0.037490539252758026,500.0,5.9097981452941895,,,,,
0.0,0.0003,-0.5997781157493591,31399,-66.279052734375,31500,0.037802424281835556,500.0,1.5114381313323975,,,,,
0.0,0.0003,-1.0335166454315186,31899,-64.90929412841797,32000,0.03796182572841644,500.0,1.9545905590057373,,,,,
,,,,,32000,,,,0.0,64,500.0,6,5205
0.0,0.0003,0.25153112411499023,32399,-66.61131286621094,32500,0.03659813851118088,500.0,4.4619855880737305,,,,,
0.0,0.0003,0.13161370158195496,32899,-65.39689636230469,33000,0.03648139536380768,500.0,4.584939002990723,,,,,
0.0,0.0003,1.9292747974395752,33399,-66.39109802246094,33500,0.03643503785133362,500.0,2.0478854179382324,,,,,
0.0,0.0003,-0.7468202114105225,33899,-67.14031219482422,34000,0.03582136705517769,500.0,1.3503522872924805,,,,,
,,,,,34000,,,,0.0,68,500.0,6,5536
0.0,0.0003,1.581787109375,34399,-65.23399353027344,34500,0.035689596086740494,500.0,3.7861294746398926,,,,,
0.0,0.0003,0.10461634397506714,34899,-65.51526641845703,35000,0.035178545862436295,500.0,4.074227333068848,,,,,
0.0,0.0003,0.5321537852287292,35399,-65.79136657714844,35500,0.03442110866308212,500.0,1.6458230018615723,,,,,
0.0,0.0003,-0.6390010118484497,35899,-66.19203186035156,36000,0.03352026641368866,500.0,1.6155586242675781,,,,,
,,,,,36000,,,,0.0,72,500.0,6,5859
0.0,0.0003,-1.339388370513916,36399,-66.46781921386719,36500,0.03417244553565979,500.0,1.539186716079712,,,,,
0.0,0.0003,0.7997751832008362,36899,-66.70338439941406,37000,0.03360123187303543,500.0,12.689107894897461,,,,,
0.0,0.0003,0.946197509765625,37399,-65.76184844970703,37500,0.03365828096866608,500.0,22.824430465698242,,,,,
0.0,0.0003,-0.4334477186203003,37899,-64.69950866699219,38000,0.033428747206926346,500.0,3.165867805480957,,,,,
,,,,,38000,,,,0.0,76,500.0,6,6181
0.0,0.0003,-1.800562858581543,38399,-65.89200592041016,38500,0.031957171857357025,500.0,1.40450918674469,,,,,
0.0,0.0003,-1.0854493379592896,38899,-64.22933959960938,39000,0.03149549663066864,500.0,14.88836669921875,,,,,
0.0,0.0003,-1.0354937314987183,39399,-63.750328063964844,39500,0.030776137486100197,500.0,4.585336685180664,,,,,
0.0,0.0003,-1.883039951324463,39899,-63.717247009277344,40000,0.03044823929667473,500.0,3.7553086280822754,,,,,
,,,,,40000,,,,0.0,80,500.0,6,6504
0.0,0.0003,-0.0470503568649292,40399,-62.834312438964844,40500,0.028805451467633247,500.0,1.261121392250061,,,,,
0.0,0.0003,-2.420074462890625,40899,-61.556312561035156,41000,0.0282451044768095,500.0,2.8503546714782715,,,,,
0.0,0.0003,0.24395081400871277,41399,-61.83451461791992,41500,0.027969522401690483,500.0,1.367185115814209,,,,,
0.0,0.0003,-0.45970049500465393,41899,-62.659610748291016,42000,0.027458449825644493,500.0,1.444657564163208,,,,,
,,,,,42000,,,,0.0,84,500.0,6,6828
0.0,0.0003,-2.7568247318267822,42399,-60.73779296875,42500,0.02722478285431862,500.0,4.053895950317383,,,,,
0.0,0.0003,0.5531027317047119,42899,-60.77253723144531,43000,0.027069909498095512,500.0,1.5765856504440308,,,,,
0.0,0.0003,1.5197114944458008,43399,-60.040428161621094,43500,0.027017952874302864,500.0,7.060861587524414,,,,,
0.0,0.0003,0.6538553237915039,43899,-60.00038146972656,44000,0.026917247101664543,500.0,1.3787363767623901,,,,,
,,,,,44000,,,,0.0,88,500.0,6,7157
0.0,0.0003,-1.2876874208450317,44399,-57.86157989501953,44500,0.026856636628508568,500.0,1.1981700658798218,,,,,
0.0,0.0003,-0.2791576385498047,44899,-58.00580596923828,45000,0.02633797377347946,500.0,1.2599687576293945,,,,,
0.0,0.0003,-1.0330835580825806,45399,-58.48579788208008,45500,0.026610322296619415,500.0,1.3747789859771729,,,,,
0.0,0.0003,-0.3387128412723541,45899,-57.320404052734375,46000,0.02652127854526043,500.0,1.255171537399292,,,,,
,,,,,46000,,,,0.0,92,500.0,6,7485
0.0,0.0003,-0.8899228572845459,46399,-58.28480911254883,46500,0.026662036776542664,500.0,1.5102713108062744,,,,,
0.0,0.0003,-1.4765204191207886,46899,-56.40865707397461,47000,0.026377161964774132,500.0,4.692814826965332,,,,,
0.0,0.0003,-1.4998456239700317,47399,-55.55599594116211,47500,0.02599146030843258,500.0,4.873831748962402,,,,,
0.0,0.0003,1.0778898000717163,47899,-55.48049545288086,48000,0.025409378111362457,500.0,22.16459083557129,,,,,
,,,,,48000,,,,0.0,96,500.0,6,7814
0.0,0.0003,0.9463931322097778,48399,-55.588592529296875,48500,0.025402909144759178,500.0,1.1492133140563965,,,,,
0.0,0.0003,-0.3379923403263092,48899,-54.74007797241211,49000,0.024806033819913864,500.0,2.477400541305542,,,,,
0.0,0.0003,-1.0188426971435547,49399,-54.58329772949219,49500,0.024557137861847878,500.0,1.2350590229034424,,,,,
0.0,0.0003,0.35841190814971924,49899,-53.216861724853516,50000,0.02409767173230648,500.0,1.6142044067382812,,,,,
,,,,,50000,,,,0.0,100,500.0,6,8142
0.0,0.0003,3.5012781620025635,50399,-54.11058807373047,50500,0.02386500872671604,500.0,1.3705003261566162,,,,,
0.0,0.0003,2.446154832839966,50899,-53.322425842285156,51000,0.023232659325003624,500.0,1.63469660282135,,,,,
0.0,0.0003,-1.187915563583374,51399,-53.82832717895508,51500,0.022930461913347244,500.0,1.000981092453003,,,,,
0.0,0.0003,-0.2955358028411865,51899,-51.610511779785156,52000,0.02316615730524063,500.0,1.0084431171417236,,,,,
,,,,,52000,,,,0.0,104,500.0,6,8469
0.0,0.0003,-0.2137906551361084,52399,-51.646522521972656,52500,0.0224013514816761,500.0,1.275000810623169,,,,,
0.0,0.0003,-2.2796146869659424,52899,-51.942405700683594,53000,0.021908560767769814,500.0,4.22247314453125,,,,,
0.0,0.0003,0.11128777265548706,53399,-50.89859390258789,53500,0.021275639533996582,500.0,2.924295425415039,,,,,
0.0,0.0003,-0.34755557775497437,53899,-49.06768798828125,54000,0.020757924765348434,500.0,1.1205754280090332,,,,,
,,,,,54000,,,,0.0,108,500.0,6,8799
0.0,0.0003,0.8088462352752686,54399,-48.37300491333008,54500,0.020233146846294403,500.0,1.110263705253601,,,,,
0.0,0.0003,0.9677278995513916,54899,-48.4760627746582,55000,0.019950021058321,500.0,1.1848821640014648,,,,,
0.0,0.0003,-0.4307241439819336,55399,-48.544593811035156,55500,0.019816381856799126,500.0,12.8204345703125,,,,,
0.0,0.0003,2.607586145401001,55899,-47.53900146484375,56000,0.01944926008582115,500.0,1.0951210260391235,,,,,
,,,,,56000,,,,0.0,112,500.0,6,9128
0.0,0.0003,1.359915018081665,56399,-46.487892150878906,56500,0.01903269998729229,500.0,0.9369508028030396,,,,,
0.0,0.0003,0.29000476002693176,56899,-46.809425354003906,57000,0.018971923738718033,500.0,1.0920158624649048,,,,,
0.0,0.0003,0.2579405605792999,57399,-46.883697509765625,57500,0.01882203482091427,500.0,0.8264296054840088,,,,,
0.0,0.0003,0.05358481407165527,57899,-46.02354431152344,58000,0.018426386639475822,500.0,0.9155567288398743,,,,,
,,,,,58000,,,,0.0,116,500.0,6,9463
0.0,0.0003,0.9736515879631042,58399,-45.06403350830078,58500,0.018457330763339996,500.0,1.2764737606048584,,,,,
0.0,0.0003,-1.953533411026001,58899,-44.021270751953125,59000,0.01791573129594326,500.0,0.7980936765670776,,,,,
0.0,0.0003,1.867071270942688,59399,-45.83808898925781,59500,0.017481695860624313,500.0,2.00018048286438,,,,,
0.0,0.0003,-0.75035160779953,59899,-44.275325775146484,60000,0.017670830711722374,500.0,1.0453894138336182,,,,,
,,,,,60000,,,,0.0,120,500.0,6,9790
0.0,0.0003,1.931070327758789,60399,-43.2059326171875,60500,0.017493946477770805,500.0,0.852295994758606,,,,,
0.0,0.0003,3.0119590759277344,60899,-44.17082214355469,61000,0.016970250755548477,500.0,0.788833498954773,,,,,
0.0,0.0003,-1.2642419338226318,61399,-43.02565002441406,61500,0.017284497618675232,500.0,0.7219119668006897,,,,,
0.0,0.0003,-0.679656982421875,61899,-43.09220886230469,62000,0.01668761856853962,500.0,0.6625356674194336,,,,,
,,,,,62000,,,,0.0,124,500.0,6,10098
0.0,0.0003,-1.9144824743270874,62399,-42.10574722290039,62500,0.016511041671037674,500.0,1.4721494913101196,,,,,
0.0,0.0003,1.317901611328125,62899,-41.655059814453125,63000,0.016431448981165886,500.0,0.6399287581443787,,,,,
0.0,0.0003,2.324979782104492,63399,-42.72850036621094,63500,0.016561703756451607,500.0,0.8531010150909424,,,,,
0.0,0.0003,-2.221860885620117,63899,-40.2596435546875,64000,0.016467010602355003,500.0,0.9860739707946777,,,,,
,,,,,64000,,,,0.0,128,500.0,6,10395
0.0,0.0003,2.6156833171844482,64399,-39.96122360229492,64500,0.01606488786637783,500.0,5.542917251586914,,,,,
0.0,0.0003,0.44519704580307007,64899,-41.283485412597656,65000,0.015865465626120567,500.0,0.6271896362304688,,,,,
0.0,0.0003,-0.9232622981071472,65399,-39.29982376098633,65500,0.015805834904313087,500.0,1.2575172185897827,,,,,
0.0,0.0003,-1.2286462783813477,65899,-38.59764862060547,66000,0.015578236430883408,500.0,0.575355589389801,,,,,
,,,,,66000,,,,0.0,132,500.0,6,10690
0.0,0.0003,-1.328981876373291,66399,-39.09728240966797,66500,0.015513247810304165,500.0,0.7587942481040955,,,,,
0.0,0.0003,1.880358338356018,66899,-37.88825988769531,67000,0.01480648759752512,500.0,0.6172575950622559,,,,,
0.2,0.0003,-0.27585554122924805,67399,-37.69729232788086,67500,0.014347813092172146,500.0,0.6683148145675659,,,,,
0.0,0.0003,-0.7621989250183105,67899,-38.174339294433594,68000,0.01385518629103899,500.0,1.3173516988754272,,,,,
,,,,,68000,,,,0.0,136,500.0,6,10982
0.0,0.0003,-1.2351937294006348,68399,-36.78087615966797,68500,0.013570064678788185,500.0,0.6405081748962402,,,,,
0.0,0.0003,0.6816012859344482,68899,-37.27284240722656,69000,0.013788500800728798,500.0,0.6908837556838989,,,,,
0.0,0.0003,0.3789880871772766,69399,-35.86103057861328,69500,0.0136827128008008,500.0,5.1521525382995605,,,,,
0.0,0.0003,-1.0150713920593262,69899,-36.1312141418457,70000,0.013188907876610756,500.0,0.6714544892311096,,,,,
,,,,,70000,,,,0.0,140,500.0,6,11272
0.0,0.0003,-0.5965126752853394,70399,-35.889366149902344,70500,0.012957694940268993,500.0,0.4908386468887329,,,,,
0.0,0.0003,-3.73164701461792,70899,-35.022708892822266,71000,0.013029050081968307,500.0,0.5556798577308655,,,,,
0.0,0.0003,-0.9258875846862793,71399,-35.11274719238281,71500,0.012638447806239128,500.0,0.5386927127838135,,,,,
0.0,0.0003,1.4989336729049683,71899,-34.381343841552734,72000,0.01251721940934658,500.0,0.5397132635116577,,,,,
,,,,,72000,,,,0.0,144,500.0,6,11565
0.0,0.0003,-0.8077208995819092,72399,-33.430320739746094,72500,0.01258151140064001,500.0,0.4613717198371887,,,,,
0.0,0.0003,1.809645414352417,72899,-33.189483642578125,73000,0.012233806774020195,500.0,0.5624500513076782,,,,,
0.0,0.0003,1.493259072303772,73399,-32.876827239990234,73500,0.012037215754389763,500.0,2.755305290222168,,,,,
0.0,0.0003,-1.1783678531646729,73899,-32.254486083984375,74000,0.01191552635282278,500.0,8.59892749786377,,,,,
,,,,,74000,,,,0.0,148,500.0,6,11858
0.0,0.0003,-2.3585307598114014,74399,-32.37294006347656,74500,0.011960719712078571,500.0,2.6237258911132812,,,,,
0.0,0.0003,0.3130650222301483,74899,-32.286556243896484,75000,0.01183929480612278,500.0,0.48841622471809387,,,,,
0.0,0.0003,-1.0712393522262573,75399,-32.161888122558594,75500,0.011728063225746155,500.0,1.1825039386749268,,,,,
0.0,0.0003,-0.6432063579559326,75899,-31.106395721435547,76000,0.011421170085668564,500.0,0.4513553977012634,,,,,
,,,,,76000,,,,0.0,152,500.0,6,12151
0.0,0.0003,0.6065441370010376,76399,-30.12655258178711,76500,0.011206552386283875,500.0,0.6470301747322083,,,,,
0.0,0.0003,0.661605954170227,76899,-30.814897537231445,77000,0.011123446747660637,500.0,0.5062479376792908,,,,,
0.0,0.0003,0.9538906812667847,77399,-30.886737823486328,77500,0.010808839462697506,500.0,0.5047513842582703,,,,,
0.0,0.0003,0.9488351345062256,77899,-29.97100257873535,78000,0.011035803705453873,500.0,0.3851949870586395,,,,,
,,,,,78000,,,,0.0,156,500.0,6,12443
0.0,0.0003,-0.46433964371681213,78399,-29.122404098510742,78500,0.010687580332159996,500.0,0.5712928175926208,,,,,
0.0,0.0003,0.19254589080810547,78899,-28.987579345703125,79000,0.010890664532780647,500.0,0.5676758289337158,,,,,
0.0,0.0003,3.7848339080810547,79399,-28.739465713500977,79500,0.010578479617834091,500.0,0.6917702555656433,,,,,
0.0,0.0003,-1.4334607124328613,79899,-28.738361358642578,80000,0.010632590390741825,500.0,3.4528913497924805,,,,,
,,,,,80000,,,,0.0,160,500.0,6,12734
0.0,0.0003,-1.4276025295257568,80399,-29.232585906982422,80500,0.01048410777002573,500.0,0.5064526200294495,,,,,
0.0,0.0003,1.8747539520263672,80899,-28.325023651123047,81000,0.010345070622861385,500.0,0.4569879174232483,,,,,
0.0,0.0003,1.1681780815124512,81399,-28.036026000976562,81500,0.010068492032587528,500.0,0.34699898958206177,,,,,
0.0,0.0003,1.1615049839019775,81899,-26.61081314086914,82000,0.010101770050823689,500.0,0.5195760130882263,,,,,
,,,,,82000,,,,0.0,164,500.0,6,13027
0.0,0.0003,-0.2913267910480499,82399,-27.220569610595703,82500,0.01002541370689869,500.0,0.33739137649536133,,,,,
0.0,0.0003,0.5029056668281555,82899,-27.23709487915039,83000,0.0100406464189291,500.0,0.3431980609893799,,,,,
0.0,0.0003,-0.3529672622680664,83399,-26.069313049316406,83500,0.009581889025866985,500.0,0.3541242480278015,,,,,
0.0,0.0003,0.3103818893432617,83899,-26.54914093017578,84000,0.009741788730025291,500.0,1.1855661869049072,,,,,
,,,,,84000,,,,0.0,168,500.0,6,13319
0.0,0.0003,-1.4510389566421509,84399,-26.172466278076172,84500,0.009643837809562683,500.0,0.40189728140830994,,,,,
0.0,0.0003,-0.3266645073890686,84899,-25.57157325744629,85000,0.009547628462314606,500.0,2.75455379486084,,,,,
0.0,0.0003,-1.2362045049667358,85399,-25.281587600708008,85500,0.009427367709577084,500.0,0.3788209557533264,,,,,
0.0,0.0003,-2.9461276531219482,85899,-24.767982482910156,86000,0.009302579797804356,500.0,0.6039713621139526,,,,,
,,,,,86000,,,,0.0,172,500.0,6,13617
0.0,0.0003,2.621605157852173,86399,-24.931787490844727,86500,0.009090847335755825,500.0,0.3858013153076172,,,,,
0.0,0.0003,0.9987426996231079,86899,-24.955116271972656,87000,0.008952903561294079,500.0,1.0408557653427124,,,,,
0.0,0.0003,-0.9488033652305603,87399,-24.80620574951172,87500,0.008792831562459469,500.0,0.28450071811676025,,,,,
0.0,0.0003,-0.5974162817001343,87899,-23.988876342773438,88000,0.008702840656042099,500.0,0.28293588757514954,,,,,
,,,,,88000,,,,0.0,176,500.0,6,13922
0.0,0.0003,-1.4815022945404053,88399,-24.47823143005371,88500,0.008692244067788124,500.0,0.3654611110687256,,,,,
0.0,0.0003,-0.12942498922348022,88899,-23.990245819091797,89000,0.008414702489972115,500.0,0.43790435791015625,,,,,
0.0,0.0003,0.4892933964729309,89399,-23.752132415771484,89500,0.008280414156615734,500.0,0.24602921307086945,,,,,
0.4,0.0003,-1.731539249420166,89899,-23.716793060302734,90000,0.007942380383610725,500.0,0.2879337966442108,,,,,
,,,,,90000,,,,0.0,180,500.0,6,14226
0.0,0.0003,0.23347896337509155,90399,-23.47201919555664,90500,0.007956933230161667,500.0,0.462449312210083,,,,,
0.0,0.0003,-0.5208343863487244,90899,-23.153610229492188,91000,0.007752711419016123,500.0,0.2378983050584793,,,,,
0.0,0.0003,-1.4009664058685303,91399,-22.801937103271484,91500,0.007564346771687269,500.0,0.33552101254463196,,,,,
0.0,0.0003,-0.9312618970870972,91899,-22.715904235839844,92000,0.007629965897649527,500.0,0.29037243127822876,,,,,
,,,,,92000,,,,0.0,184,500.0,6,14533
0.0,0.0003,1.2574949264526367,92399,-22.32431411743164,92500,0.007539075333625078,500.0,0.9528987407684326,,,,,
0.0,0.0003,0.3477032780647278,92899,-21.775287628173828,93000,0.007241720333695412,500.0,0.19630537927150726,,,,,
0.0,0.0003,0.012390539050102234,93399,-20.926259994506836,93500,0.007310802582651377,500.0,0.6052080392837524,,,,,
0.0,0.0003,-0.9058423042297363,93899,-21.26344871520996,94000,0.00707081938162446,500.0,0.19265440106391907,,,,,
,,,,,94000,,,,0.0,188,500.0,6,14843
0.0,0.0003,1.8754329681396484,94399,-20.847673416137695,94500,0.006967426277697086,500.0,0.2766835391521454,,,,,
0.0,0.0003,0.11708080768585205,94899,-20.380685806274414,95000,0.006901088170707226,500.0,0.3271125257015228,,,,,
0.0,0.0003,-0.9775561690330505,95399,-20.912109375,95500,0.006704295985400677,500.0,2.391969680786133,,,,,
0.0,0.0003,0.30488961935043335,95899,-19.73029327392578,96000,0.006795224733650684,500.0,1.491734504699707,,,,,
,,,,,96000,,,,0.0,192,500.0,6,15147
0.0,0.0003,-0.7377201318740845,96399,-19.767532348632812,96500,0.0065312739461660385,500.0,0.26307058334350586,,,,,
0.0,0.0003,0.9965035915374756,96899,-20.02726936340332,97000,0.006486575119197369,500.0,2.7609291076660156,,,,,
0.0,0.0003,-1.7610989809036255,97399,-19.101842880249023,97500,0.006410166621208191,500.0,0.20809146761894226,,,,,
0.0,0.0003,-0.3198031783103943,97899,-19.253950119018555,98000,0.006242315750569105,500.0,3.6649837493896484,,,,,
,,,,,98000,,,,0.0,196,500.0,6,15446
0.0,0.0003,-0.4040989279747009,98399,-18.994094848632812,98500,0.006206251680850983,500.0,0.2510729432106018,,,,,
0.0,0.0003,-1.557079792022705,98899,-19.011661529541016,99000,0.006100652739405632,500.0,0.17996856570243835,,,,,
0.0,0.0003,0.4654653072357178,99399,-18.362035751342773,99500,0.006243613548576832,500.0,0.17764830589294434,,,,,
0.0,0.0003,2.5983965396881104,99899,-18.399404525756836,100000,0.005913499742746353,500.0,0.21618777513504028,,,,,
,,,,,100000,,,,0.0,200,500.0,6,15739
0.0,0.0003,0.5145565271377563,100399,-18.554819107055664,100500,0.0060426220297813416,500.0,0.18464267253875732,,,,,
0.0,0.0003,0.008037969470024109,100899,-17.713764190673828,101000,0.005744584370404482,500.0,0.25188320875167847,,,,,
0.0,0.0003,1.5941303968429565,101399,-17.088991165161133,101500,0.005693232640624046,500.0,0.15595388412475586,,,,,
0.0,0.0003,0.3654197156429291,101899,-16.84479522705078,102000,0.005673606414347887,500.0,0.16594693064689636,,,,,
,,,,,102000,,,,0.0,204,500.0,6,16029
0.0,0.0003,-2.074075222015381,102399,-17.360261917114258,102500,0.005432142410427332,500.0,0.15104764699935913,,,,,
0.0,0.0003,-1.1388378143310547,102899,-16.8353271484375,103000,0.0056114764884114265,500.0,0.15994685888290405,,,,,
0.0,0.0003,0.8065056204795837,103399,-17.30739402770996,103500,0.005562863778322935,500.0,0.19494464993476868,,,,,
